,data,data,lci,lci,lci,lci,random_walk,random_walk,random_walk,random_walk,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,diamond,diamond,diamond,diamond,gcn,gcn,gcn,gcn,node2vec,node2vec,node2vec,node2vec
C0001624,Adrenal Gland Neoplasms,cancer,0.5,0.2,0.9759189640768591,0.031193400795611843,0.5,0.3,0.9874431448992852,0.05184252595881027,0.0,0.0,0.9486552028218694,0.0017900307755677855,0.2,0.0,0.59386893158823,0.0034116317387367394,0.4,0.1,0.9303397382344752,0.10751695277223557,0.1,0.1,0.9162628794207744,0.00652593570012674
C0008350,Cholelithiasis,,0.25,0.0,0.8131372457981243,0.006764250689477331,0.0,0.0,0.7885307363729224,0.0007699690944459591,0.0,0.0,0.534465827839168,0.00034205399554113275,0.2,0.2,0.5942845203825796,0.012664860118687176,0.15,0.05,0.6689026371993686,0.01896243911808548,0.15,0.05,0.6380722444052372,0.004571668060782397
C0007384,Cataplexy,,0.2,0.2,0.6360769480670163,0.15171885197511775,0.2,0.0,0.6245463405578503,0.007131798717233425,0.2,0.2,0.5968394672112127,0.009560935939254113,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.0,0.0,0.6334849398988258,0.0011779966497801571,0.0,0.0,0.3932101916740149,0.0005678450447499313
C0426818,Thin rib,,0.18333333333333326,0.1,0.7799394037890045,0.025486555310851054,0.25,0.25,0.8584850173353145,0.047602667050068166,0.2,0.1,0.6801851163942546,0.012255624140117707,0.0,0.0,0.5096830113917782,0.00029611073409511633,0.08333333333333333,0.08333333333333333,0.6007189512134721,0.08379814127786975,0.0,0.0,0.6407093548786528,0.00031347102040594636
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",,0.0,0.0,0.7919235053843299,0.002637689804685585,0.4,0.0,0.8513901782398813,0.010024207119297478,0.0,0.0,0.7995242294838469,0.0015829162877700096,0.4,0.3,0.6955857779428147,0.14124547544436758,0.35,0.05,0.7113743965837356,0.01571361436684333,0.05,0.05,0.7205950612699591,0.004903376316805277
C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,,0.045,0.0,0.8098372849837286,0.002847616534053159,0.06999999999999999,0.02,0.7420083682008368,0.005934474510379461,0.02,0.0,0.6433262436076244,0.0010968286169161783,0.085,0.02,0.5360105764760578,0.003116529605523143,0.09,0.0,0.5705836820083682,0.003295264816797312,0.06000000000000001,0.02,0.6753054393305439,0.003112974495799732
C3463824,MYELODYSPLASTIC SYNDROME,,0.175,0.03333333333333333,0.8353472577172685,0.01010296248537158,0.10833333333333332,0.05833333333333333,0.8324001363009774,0.013357726748275869,0.03333333333333333,0.0,0.7131555612347629,0.001912208282254195,0.075,0.0,0.5598392268017285,0.001644492429597259,0.025,0.0,0.7210960612115298,0.0018694610635039558,0.03333333333333333,0.0,0.7066926877623406,0.0011643334311041216
C0007222,Cardiovascular Diseases,,0.12,0.05333333333333333,0.8465358793066022,0.007829025748395465,0.06999999999999999,0.016666666666666666,0.8276754426768381,0.007539690941523394,0.016666666666666666,0.0,0.6431980494309549,0.001499392855840362,0.016666666666666666,0.0,0.5097016776754427,0.0007031890934765412,0.06666666666666668,0.03333333333333333,0.5863939281173443,0.005411436451142962,0.11666666666666665,0.03333333333333333,0.8211994914255591,0.014647933550013712
C0003886,Arthrogryposis,,0.09333333333333334,0.02,0.741453905656575,0.005111556427480488,0.09666666666666666,0.06000000000000001,0.7899485343130416,0.027877965244704504,0.05666666666666665,0.04,0.6855151994295368,0.005338096051052227,0.03666666666666667,0.016666666666666666,0.5115791594971245,0.0020774030130666734,0.02,0.0,0.43627943387744345,0.0010143727988420413,0.02,0.0,0.6973275046892681,0.0015928805984719212
C0085110,Severe Combined Immunodeficiency,immune system ,0.25,0.15,0.9179758588672238,0.10696324655235834,0.3,0.15,0.9269336118848652,0.02397222095059424,0.1,0.05,0.8378064066852368,0.0075596632188760105,0.3,0.1,0.6446866295264624,0.04643467381912562,0.25,0.15,0.7325882079851439,0.0131720290961846,0.3,0.1,0.8904642525533891,0.014981358907575475
C2673410,Small midface,,0.07636363636363637,0.01,0.8487122589339062,0.006898630217538546,0.02,0.0,0.7873373929477971,0.0034319205176052713,0.0,0.0,0.6855478148849705,0.0016149948352241852,0.0,0.0,0.5030103015895213,0.0006075798435475633,0.03818181818181818,0.02,0.4835872075530864,0.002755148837734735,0.0,0.0,0.694684193352911,0.0014639865011031544
C4280623,Rotting teeth,,0.1732142857142857,0.025,0.8453243345236432,0.012032769019340514,0.06964285714285715,0.014285714285714284,0.8192132815980742,0.004897861457956112,0.0,0.0,0.7365509522479569,0.002287424724400644,0.014285714285714284,0.014285714285714284,0.5064678217327987,0.014674859680849231,0.11785714285714285,0.05178571428571428,0.5760359104541132,0.010732398577689357,0.08214285714285714,0.028571428571428567,0.7273633304739295,0.006282013449759526
C0221204,Lytic lesion,,0.05833333333333333,0.05833333333333333,0.7480499419279907,0.04280582557565412,0.05,0.05,0.7470352303523036,0.010626842645712616,0.06666666666666668,0.0,0.5981463414634147,0.0016863701731948115,0.03333333333333333,0.0,0.5098606271777003,0.0008532166456337022,0.0,0.0,0.4465238095238095,0.000832117062264046,0.0,0.0,0.6521873790166474,0.0013006019369181747
C0023520,Leukodystrophy,nervous system ,0.45,0.13333333333333333,0.8622559039876112,0.03182168935329007,0.4,0.16666666666666666,0.9168706929926442,0.02857457319953028,0.25833333333333336,0.0,0.7702766163375919,0.008077202672527239,0.13333333333333333,0.06666666666666668,0.6396461478900503,0.018609888397775914,0.4583333333333333,0.26666666666666666,0.6914034068912117,0.1224841263926124,0.3583333333333333,0.03333333333333333,0.8162752613240419,0.01410738902603385
C0014038,Encephalitis,nervous system ,0.4,0.4,0.8889863547758285,0.0697603370119405,0.4,0.2,0.8561937250533742,0.05292020248445802,0.4,0.1,0.7938596491228069,0.01609130056885815,0.3,0.3,0.6451267056530214,0.30003712770772706,0.3,0.1,0.6508609486679664,0.015636228585591612,0.2,0.2,0.8721433212661284,0.08460422663631338
C1849211,Generalized hirsutism,,0.15,0.1,0.7565850409677369,0.02703272990584061,0.175,0.025,0.8173741152053033,0.006485877610717357,0.025,0.0,0.7026989142388056,0.0014071706078427428,0.13333333333333333,0.0,0.6059352880132585,0.0035910316897758148,0.125,0.1,0.5379737620618621,0.03359894967424338,0.025,0.0,0.7181059585211343,0.0013242132328328752
C0004106,Astigmatism,nervous system ,0.2,0.2,0.6262408877745276,0.07169258897197088,0.2,0.05,0.6387286994474626,0.02794817196703293,0.2,0.05,0.5879950782374519,0.008003205425816734,0.15,0.15,0.5938826206063983,0.10028614826396896,0.05,0.0,0.5133328690161117,0.001357643364702433,0.0,0.0,0.5133537632910805,0.00047663008071099336
C0234182,Gowers sign,,0.1,0.1,0.71425912165823,0.0072686427350758575,0.2333333333333333,0.18333333333333326,0.8011161163485502,0.0661819188624309,0.18333333333333326,0.1,0.6779679252000805,0.011107126761886759,0.1,0.1,0.5685769129553089,0.018670105900498408,0.03333333333333333,0.0,0.5641495998390068,0.0020090981693898762,0.08333333333333333,0.08333333333333333,0.6166844687998265,0.019571800619284242
C0162809,Kallmann Syndrome,endocrine system ,0.2,0.15,0.6307145842039281,0.030423067611370386,0.05,0.05,0.5752751079537539,0.05079932573317405,0.2,0.15,0.5950712726935043,0.02920307173597717,0.15,0.15,0.5690486140130938,0.06188448215381916,0.1,0.05,0.6029344848400426,0.003572870194946965,0.0,0.0,0.6716836142452525,0.0009698121326316004
C0020757,Ichthyoses,,0.375,0.175,0.7961327090207744,0.0235675940036008,0.05,0.025,0.8184563368499326,0.015123284613159432,0.05,0.025,0.6538916902913975,0.0032966577870971875,0.075,0.075,0.5433808151694011,0.007095072899984381,0.25,0.125,0.7246781614537342,0.044016186260638517,0.025,0.0,0.7471650323000418,0.0017038430958731215
C1844548,Hypoplastic finger,,0.2,0.1,0.7371750232126277,0.032300240651779735,0.15,0.15,0.7522562674094707,0.038231626455638094,0.1,0.05,0.5531128133704735,0.002924574829268735,0.05,0.05,0.5183855617455896,0.05007427415870995,0.05,0.0,0.5293570102135562,0.0018395736414280508,0.05,0.05,0.6458727948003714,0.0035341042724794758
C0234162,Cerebellar Dysmetria,,0.05666666666666665,0.0,0.7898769824659319,0.0025316868405878576,0.0,0.0,0.7408170162628096,0.0012781511089099322,0.0,0.0,0.592627009596453,0.0006458755367780651,0.03333333333333333,0.016666666666666666,0.5181510937475775,0.0016199478455758115,0.07333333333333332,0.02,0.4416199246546673,0.0035287714268822366,0.0,0.0,0.59436181262887,0.0005660089096034039
C0003706,Arachnodactyly,,0.1,0.0,0.8041060303143016,0.004322552923478008,0.045,0.0,0.7624456016366004,0.0017355716375044578,0.0,0.0,0.6315236191184677,0.0007411993737289853,0.085,0.0,0.5358951320438906,0.0016848343901444901,0.02,0.0,0.4472154547145248,0.0014032496368071366,0.0,0.0,0.6608708387576716,0.000656319634771652
C0018979,Hemianopsia,,0.5,0.35,0.8786357517523093,0.08094761679229133,0.5,0.15,0.8798008633894999,0.01766326740131985,0.6,0.2,0.8712191895279209,0.026757819223014092,0.5,0.45,0.7461077844311378,0.0612588504321197,0.5,0.05,0.8760061272803231,0.018761570854365073,0.4,0.3,0.7323446130993826,0.018144331286829216
C0030193,Pain,,0.07142857142857142,0.042857142857142864,0.8102208493489567,0.007267134929352079,0.039285714285714285,0.014285714285714284,0.7800128762286034,0.0038413351072734006,0.0125,0.0,0.650636828840092,0.0009503434660809687,0.04107142857142857,0.0125,0.5200329678002845,0.005406408942907016,0.014285714285714284,0.014285714285714284,0.5403726292444173,0.003232738775396775,0.06785714285714288,0.0125,0.662896594491069,0.0031621349974787732
C1854928,Protuberant abdomen,,0.15,0.0,0.6021446476650264,0.0030232384844484234,0.0,0.0,0.6493385015318912,0.00042194775010985237,0.0,0.0,0.4890585832327546,6.962603088540491e-05,0.05,0.0,0.5683420759446662,0.0015547869327249928,0.0,0.0,0.5336110853216971,0.0003596272903214061,0.0,0.0,0.6698124593816731,0.0003040557765303693
C0232744,Decreased liver function,,0.25,0.2,0.7805421407011841,0.06252927376893884,0.05,0.0,0.7581711941800171,0.0017839379724852035,0.1,0.0,0.538101927095426,0.0021324891904493546,0.05,0.05,0.5183724169955886,0.008430838656370903,0.05,0.0,0.6160622242860461,0.002599533119641743,0.08333333333333333,0.0,0.7712932435570001,0.0027897142795032925
C0553723,Squamous cell carcinoma of skin,cancer,0.5,0.3,0.9344557902065443,0.1403557918886469,0.25,0.25,0.9206381991181248,0.03200643006124301,0.15,0.05,0.7892863773497332,0.007597043326624589,0.3,0.1,0.6444627523787422,0.00748712542405785,0.2,0.2,0.7235135762357856,0.02090256331052386,0.2,0.1,0.8168832675794849,0.05607053283677926
C1844384,Recurrent fungal infections,,0.6,0.35,0.9489347382101744,0.039225277750795255,0.6,0.4,0.9728764389157074,0.06073493183343635,0.45,0.2,0.943831229112514,0.01822588157925026,0.15,0.0,0.5687186687708875,0.003224913514011484,0.35,0.1,0.8215048273301152,0.0386527621412044,0.4,0.0,0.9246820460453028,0.00774418937530468
C0277959,Coarse hair,,0.14999999999999994,0.05833333333333333,0.8278155873517296,0.023658305597587168,0.05833333333333333,0.03333333333333333,0.7950993372355911,0.002916486070174041,0.0,0.0,0.6505942426213261,0.0007827185181870121,0.1833333333333333,0.06666666666666668,0.618929047043885,0.007470237665161303,0.12499999999999994,0.06666666666666668,0.6083666264052774,0.005943300511599208,0.03333333333333333,0.0,0.6250077425748708,0.0010480829001097917
C0010308,Congenital Hypothyroidism,endocrine system ,0.3,0.05,0.8867590400594161,0.007557653135300241,0.55,0.25,0.939922480620155,0.03224194851236969,0.1,0.1,0.7162210462795341,0.02342052203857565,0.1,0.1,0.5437334633059463,0.1000556986702242,0.1,0.0,0.7474887434433458,0.0034835767768655983,0.05,0.0,0.676549227127141,0.002674645745731155
C0521573,Coloboma of eyelid,,0.0,0.0,0.7840660105839754,0.0007380249551220662,0.0,0.0,0.7984518614798997,0.000883547169482668,0.0,0.0,0.5563202116795098,0.0004829680841734708,0.0,0.0,0.5178059140284096,0.00026418755456417674,0.0,0.0,0.4808211865193576,0.0008314677107329018,0.05,0.0,0.6717412496518429,0.0012251462541862169
C0030554,Paresthesia,,0.11666666666666665,0.09166666666666663,0.7969554781262098,0.017654120804232766,0.14166666666666666,0.05833333333333333,0.7269585753000387,0.008927855341317226,0.0,0.0,0.5827218350754937,0.0006349129097122903,0.03333333333333333,0.0,0.5098513356562137,0.0007729276050877365,0.0,0.0,0.5239212156407278,0.0007905943815645184,0.0,0.0,0.5910011614401858,0.0005805519016088099
C1846347,Renal salt wasting,,0.4,0.35,0.7949301267468313,0.10170187186040773,0.25,0.05,0.7594085147871303,0.012187715515909432,0.25,0.2,0.6214645526718975,0.021701958852824263,0.0,0.0,0.4930358883885046,8.356201128318405e-05,0.25,0.15,0.6942685361437394,0.12356857115007007,0.15,0.0,0.7397116857792841,0.003824847708395875
C0021843,Intestinal Obstruction,gastrointestinal system ,0.45,0.35,0.8391401244312379,0.09661855328063024,0.45,0.2,0.8515820874733031,0.04558120514508668,0.25,0.1,0.7645649549633207,0.015788726916024984,0.2,0.2,0.5943797009935927,0.033407613741875584,0.25,0.1,0.7409148946048844,0.010159711342586496,0.2,0.1,0.7655306899433559,0.024172032177429158
C1849923,Generalized hypopigmentation,,0.0,0.0,0.680761197493618,0.00024146946874156183,0.1,0.0,0.7396147598050591,0.0018708575138967872,0.0,0.0,0.5594035739150616,0.0006703049638782521,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.0,0.0,0.2833093525179856,9.625643613859366e-05,0.0,0.0,0.4395404966349501,0.00012049641463124695
C0039446,Telangiectasis,cardiovascular system ,0.45,0.2,0.8788625812441969,0.014876835626251413,0.35,0.1,0.9140366759517178,0.06627961000298824,0.3,0.05,0.8137395543175489,0.008120899233314618,0.25,0.15,0.6195020891364903,0.06855647169067816,0.45,0.05,0.7407683379758591,0.01345449809796436,0.15,0.0,0.722753017641597,0.004220457659050508
C0020437,Hypercalcemia,acquired metabolic ,0.125,0.05833333333333333,0.8050850640400192,0.0072885095668677345,0.05833333333333333,0.05833333333333333,0.7774098251482909,0.009017746716349924,0.06666666666666668,0.0,0.5685588285400114,0.0016650000583782218,0.0,0.0,0.5262494385850796,0.0005268052452080043,0.0,0.0,0.4848661896575756,0.0010279095576315779,0.025,0.025,0.6457951958370115,0.0023448489141617754
C0085681,Hyperphosphatemia (disorder),acquired metabolic ,0.0,0.0,0.5830219117032635,0.0004906438300478964,0.0,0.0,0.6301262708323662,0.0009103765445274617,0.0,0.0,0.5602664685947728,0.0005443416977829211,0.0,0.0,0.49303653497980604,7.427092644376604e-05,0.0,0.0,0.4982080683348034,0.0016538482578468325,0.0,0.0,0.4969035792210205,0.00028075197471751594
C0240479,Neck muscle weakness,,0.35,0.25,0.8455663881151345,0.15823423007644052,0.25,0.2,0.8934911792014855,0.09000160778100805,0.25,0.2,0.8337383936861654,0.02531976788268681,0.2,0.15,0.6444196843082637,0.025149152207817757,0.05,0.05,0.6663486536675951,0.005477444094967243,0.0,0.0,0.6803017641597029,0.000801355307507692
C0497156,Lymphadenopathy,,0.10952380952380954,0.047619047619047616,0.8351490116843239,0.023698263246947862,0.11428571428571427,0.014285714285714284,0.8274821987974497,0.004847920217669057,0.014285714285714284,0.0,0.6911946080190707,0.001963694910418141,0.016666666666666666,0.016666666666666666,0.5180348779504358,0.0017021096641333026,0.07857142857142857,0.0,0.4954625211022346,0.002919052671227734,0.07619047619047617,0.030952380952380957,0.7907202231408987,0.020740871373985552
C0023493,Adult T-Cell Lymphoma/Leukemia,cancer,0.18333333333333326,0.0,0.8714875809099075,0.005975134792183313,0.16666666666666666,0.0,0.8740027563566539,0.004770318227636084,0.0,0.0,0.7738450013936635,0.0016907559638496825,0.125,0.06666666666666668,0.5894145452011521,0.008048681094870095,0.16666666666666666,0.03333333333333333,0.7818634054941311,0.009653240743991421,0.18333333333333326,0.125,0.8658215646195299,0.05304536027062347
C0023434,Chronic Lymphocytic Leukemia,cancer,0.09166666666666663,0.03333333333333333,0.7105078609045848,0.004473837242299093,0.05833333333333333,0.0,0.7280305142503097,0.003046270782423744,0.0,0.0,0.622737182465923,0.0005672661298489728,0.0,0.0,0.5302329228624536,0.0005858992838056468,0.08333333333333333,0.03333333333333333,0.6267284309169765,0.0034923524024027585,0.0,0.0,0.6241229089219331,0.0010082626301783743
C1848654,Broad ribs,,0.15,0.15,0.7080517521466696,0.05029150143968899,0.1,0.05,0.5822719888605246,0.008559142530549891,0.05,0.0,0.5657925272685078,0.0018916497761509359,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.0,0.0,0.5619911812485496,0.0008248152384760655,0.0,0.0,0.4752007426317011,0.0006659582515364655
C0020678,Hypotrichosis,integumentary system ,0.15,0.08333333333333333,0.7983975847654435,0.00867122822153916,0.08333333333333333,0.03333333333333333,0.7896338442483357,0.0034207945918018822,0.05,0.0,0.6040606130980027,0.001416946280174187,0.0,0.0,0.49303297724105893,0.00012539023199287176,0.0,0.0,0.6142344016101563,0.0016424585724415974,0.13333333333333333,0.05,0.7474872271249419,0.008453472864825137
C0019151,Hepatic Encephalopathy,nervous system ,0.3,0.1,0.8395576083929068,0.059317275313693026,0.3,0.05,0.9200700956271469,0.010548260522934377,0.1,0.0,0.7103274997678952,0.0027100281031930146,0.05,0.05,0.5932712840033423,0.009306387854487123,0.25,0.2,0.6643046142419461,0.12048080823791245,0.05,0.0,0.7109924798068887,0.002435729284933186
C1836696,Lower limb hyperreflexia,,0.0,0.0,0.7102496867313315,0.0004439453900631002,0.0,0.0,0.6836868241518541,0.0004211182411954709,0.0,0.0,0.4805796630621434,4.640801930573604e-05,0.0,0.0,0.5426764746832505,0.000478448440082586,0.0,0.0,0.34712953079314984,0.00011399798165946135,0.0,0.0,0.6205272195665289,0.00046606913758440215
C0239946,"Fibrosis, Liver",,0.125,0.06666666666666668,0.6895882694541229,0.0045300191846358116,0.03333333333333333,0.0,0.670089430894309,0.0016722833445776124,0.03333333333333333,0.0,0.5616794425087107,0.0011100506524964252,0.0,0.0,0.4930313588850174,0.00014864190081843924,0.13333333333333333,0.06666666666666668,0.5579423151374371,0.03755725517082822,0.03333333333333333,0.03333333333333333,0.5693012001548586,0.00457069326621627
C0242339,Dyslipidemias,,0.13333333333333333,0.0,0.7689633551623241,0.003164606724918951,0.08333333333333333,0.0,0.6975256606753053,0.003596619605210157,0.03333333333333333,0.0,0.6021952843187343,0.0017272894922276787,0.08333333333333333,0.05,0.5766878763952752,0.006174110797363408,0.08333333333333333,0.0,0.5641505271469045,0.0024520201059914587,0.03333333333333333,0.0,0.7365697521403248,0.0022035993705509455
C1858127,Limb-girdle muscle weakness,,0.4,0.3,0.8201206776514273,0.04822359955034898,0.3,0.1,0.8604084474355999,0.006903737808161128,0.1,0.0,0.6397331167324205,0.0031303033073602944,0.0,0.0,0.4930378278022743,5.569393093524347e-05,0.0,0.0,0.7319169180784404,0.001800580322846054,0.2,0.1,0.8222186122070086,0.014052979026929766
C0409348,Flexion contracture of proximal interphalangeal joint,,0.06428571428571428,0.026785714285714284,0.7706031295303709,0.006815315687864011,0.039285714285714285,0.0125,0.7338380471358079,0.0038265108201671295,0.0,0.0,0.6524291932115924,0.0014719717704346099,0.028571428571428567,0.014285714285714284,0.5208562068575684,0.0017375797034794188,0.0375,0.0125,0.5412112466250814,0.003161590434016428,0.0375,0.0125,0.7238665760038304,0.0030331847647345873
C0151891,Retinal depigmentation,,0.3,0.25,0.694562543513576,0.012431191851498888,0.3,0.15,0.6037967045718264,0.026243805312337914,0.3,0.05,0.6420654444186586,0.009167677662048427,0.25,0.25,0.6197725690415409,0.1750417704482014,0.0,0.0,0.6203573915061499,0.0013288883124091115,0.0,0.0,0.6432095613831516,0.0004933325615934326
C0431478,Posteriorly rotated ear,,0.06666666666666668,0.0,0.7449625733248268,0.002345645910829777,0.06666666666666668,0.016666666666666666,0.7522905701171425,0.0026763895733689174,0.016666666666666666,0.0,0.6127943515515623,0.0010833285736307626,0.016666666666666666,0.016666666666666666,0.5180409533556631,0.0028294253433086176,0.0,0.0,0.3875487355344073,0.0008151553403783036,0.0,0.0,0.6032495525191841,0.0006632426602951876
C0162316,Iron deficiency anemia,,0.1,0.0,0.807205179375319,0.00192549475470077,0.3,0.1,0.8135378474961712,0.01153936525993746,0.0,0.0,0.6356267693878499,0.0012666452527400588,0.3,0.3,0.6450387524945468,0.054476930057958464,0.3,0.1,0.4859145124611316,0.024136285078773075,0.0,0.0,0.8606256091335219,0.0006650860492842325
C1855340,Bowing of the long bones,,0.0,0.0,0.7557469261977763,0.0014982957472686046,0.13333333333333333,0.03333333333333333,0.7758400693734708,0.013982625617122544,0.0,0.0,0.6263386911951437,0.0009970601633724967,0.06666666666666668,0.0,0.5598903651398309,0.0016920335308586367,0.0,0.0,0.5153426863637771,0.0006833983062267032,0.0,0.0,0.6010320852302643,0.0009298146002873984
C2749463,Radial aplasia/hypoplasia,,0.4833333333333333,0.35,0.9142976588628764,0.14553973443692106,0.5166666666666666,0.31666666666666665,0.9304734918865354,0.07521178860765415,0.2333333333333333,0.0,0.8613329152731325,0.009749255427352069,0.3833333333333333,0.35,0.7035926080763037,0.12433554439708824,0.4166666666666666,0.35,0.6950761798587884,0.1297277500846806,0.35,0.31666666666666665,0.8618876192245757,0.11067419396683728
C0013336,Dwarfism,,0.05,0.05,0.7588065365551425,0.003894715918704636,0.0,0.0,0.7366407218091696,0.0008300271723823518,0.0,0.0,0.5501115241635688,0.00044335310543396484,0.08333333333333333,0.025,0.5474328144361833,0.002456625744139773,0.05,0.05,0.4204809479553903,0.014626223122435288,0.0,0.0,0.5777079460966542,0.0005056595010356116
C1865244,Shallow orbits,,0.2,0.2,0.8125673041217973,0.01121222397162023,0.05,0.0,0.7825218158187893,0.0022465376496361984,0.05,0.0,0.5368083921277387,0.0007243274254919295,0.0,0.0,0.4930375046416636,6.0337533191168777e-05,0.2,0.1,0.6769541403639064,0.009220210219634714,0.0,0.0,0.7482152803564798,0.0010032198168358996
C0162298,Joint stiffness,,0.16527777777777775,0.10694444444444444,0.811055162296838,0.042036956050546886,0.08194444444444443,0.06944444444444445,0.7935972565029986,0.009013558239779649,0.0125,0.0125,0.6902932688078568,0.0026419953659692426,0.025,0.0,0.5056018022633074,0.0007163208521911921,0.13055555555555556,0.02361111111111111,0.5501627366667184,0.009259853214177322,0.01111111111111111,0.0,0.6906544135529373,0.001934108579832095
C0038238,Steatorrhea,gastrointestinal system ,0.0,0.0,0.6404071116887939,0.0012478052407115605,0.0,0.0,0.5992433385943738,0.00023669392228674858,0.0,0.0,0.4933664469408597,6.962603088540491e-05,0.0,0.0,0.4930368582304336,6.962603088540491e-05,0.0,0.0,0.5565732058304709,0.00032114785432451064,0.05,0.05,0.6462607928697428,0.0036906899739631727
C1857656,Precociously senile appearance,,0.45,0.1,0.9560494916198524,0.07155392944386718,0.15,0.05,0.9209132271693208,0.007476040919565677,0.05,0.0,0.7857003574910626,0.004010340537263122,0.05,0.05,0.5183620409489763,0.004624374246724266,0.35,0.05,0.7666210130461024,0.011598816202038731,0.1,0.0,0.8676238451181579,0.0025154203384210147
C1839739,Prominent lower lip,,0.1214285714285714,0.04523809523809523,0.8353753603055699,0.008572530504404725,0.047619047619047616,0.0,0.8005184966090843,0.003367371313485299,0.0,0.0,0.7104407193482706,0.0013425013572041726,0.03333333333333333,0.016666666666666666,0.5251911475053894,0.0062477899852212745,0.13333333333333333,0.03333333333333333,0.6684232186337523,0.009034935674891602,0.03333333333333333,0.016666666666666666,0.6427822569031335,0.003878045429337171
C0746940,nonverbal,,0.0,0.0,0.7318639025750675,0.0007549055457191883,0.0,0.0,0.7184449660686065,0.0006714473262750409,0.0,0.0,0.5080356976852283,0.0002899652802102481,0.025,0.0,0.5055899646741656,0.0004477074392600164,0.0,0.0,0.32929208887236217,0.0003050971361592379,0.0,0.0,0.5944192153946267,0.0009716578215210793
C0014591,Epistaxis,,0.36,0.19,0.8483160964953054,0.03830910060641633,0.29,0.1,0.8671558055219857,0.024342877602691326,0.095,0.0,0.7849592126057451,0.0053442992650242225,0.14,0.14,0.5839829878218834,0.10494091226543452,0.3,0.115,0.7451975457841405,0.02051762973976609,0.235,0.06999999999999999,0.8169522171609186,0.011230311015153607
C0022658,Kidney Diseases,urinary system ,0.1181818181818182,0.027272727272727268,0.7464529898226919,0.008605831507524905,0.054545454545454536,0.01818181818181818,0.7288605738458865,0.0043006814927482205,0.0,0.0,0.6741139892419793,0.0016458752205286444,0.03636363636363636,0.01818181818181818,0.5204775408300377,0.004614952036091151,0.045454545454545456,0.01818181818181818,0.49679039662254104,0.004394441538777519,0.03636363636363636,0.027272727272727268,0.6416574473225752,0.004142698874895769
C1858452,Thickened calvaria,,0.05,0.0,0.8275615134633242,0.0025189142124856997,0.0,0.0,0.7567711234911793,0.002441604317542502,0.0,0.0,0.7044231662024141,0.0011569880246395945,0.15,0.0,0.6181023676880223,0.002691702448414816,0.1,0.0,0.5676009749303621,0.002477396299519599,0.0,0.0,0.5660933147632312,0.0007933823640602796
C2981150,Uranostaphyloschisis,,0.04154411764705882,0.011764705882352941,0.7608718487394959,0.00476314811474096,0.02389705882352941,0.005882352941176471,0.7905260075234283,0.004679754519423518,0.0,0.0,0.6837527824447842,0.0016079543673736805,0.041911764705882364,0.0,0.5354070996854239,0.0025965891445882995,0.06066176470588236,0.018382352941176468,0.453103895353953,0.004625848593762969,0.01801470588235294,0.01213235294117647,0.6188485800079194,0.003214141146943961
C0870082,Hyperkeratosis,,0.135,0.0,0.8674822200529911,0.005159198513760801,0.06000000000000001,0.04,0.8717508018407475,0.0060754163810851644,0.025,0.0,0.7471958815599871,0.002537524849258934,0.025,0.0,0.5180449030818576,0.0005979679555236985,0.05,0.025,0.5810858550643797,0.003648533192495136,0.0,0.0,0.7832315344210479,0.001642708077457082
C0020555,Hypertrichosis,integumentary system ,0.45,0.05,0.89240461264608,0.02047207305138839,0.4,0.25,0.8587996285117251,0.026942642246841918,0.15,0.05,0.7134072440213605,0.008098173443087902,0.35,0.25,0.6701996749477596,0.05361399010798379,0.4,0.3,0.7787706059902484,0.04755088755019439,0.35,0.1,0.7372896834610323,0.013766659015499958
C0262655,Recurrent urinary tract infection,,0.11666666666666665,0.0,0.7420784377467143,0.002726896709348967,0.11666666666666665,0.03333333333333333,0.7038808650288704,0.004196737215875264,0.16666666666666666,0.0,0.570143500673385,0.0040539631217336785,0.16666666666666666,0.16666666666666666,0.5775159058189756,0.08175953657918683,0.08333333333333333,0.0,0.5810616263409651,0.001901813497742304,0.0,0.0,0.6298804935060913,0.0005166035721675228
C0085159,Seasonal Affective Disorder,,0.0,0.0,0.7976428670906642,0.0010215604525431073,0.5,0.25,0.8528202033331785,0.0362241406744706,0.35,0.2,0.6933324822431642,0.01659592844356354,0.35,0.25,0.6702451139687109,0.1182700153486858,0.5,0.2,0.895032728285595,0.21073108178033145,0.25,0.1,0.7801262708323662,0.05314844310341059
C0085207,Gestational Diabetes,acquired metabolic ,0.2,0.0,0.7500580181016477,0.003931401960389792,0.15,0.1,0.7561336737061962,0.005067989997192962,0.05,0.0,0.5612717567881179,0.0017813824077441984,0.0,0.0,0.5181202135066141,0.00048208739638286964,0.15,0.05,0.67817359016013,0.007736875810110491,0.1,0.0,0.7816941285681132,0.0025971688477637554
C1856872,Sloping shoulders,,0.2,0.2,0.8290929563077494,0.05925774124659091,0.05,0.0,0.7879718623763755,0.002030805323843744,0.0,0.0,0.5716035195245391,0.0005051131854937265,0.0,0.0,0.5178065654455124,0.0002882120804122754,0.0,0.0,0.5258694339973069,0.0007229044094605178,0.1,0.05,0.6761758833635139,0.007071872574154285
