,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_sp_corr,lci_sp_pval,lci_top_10,random_walk_jaccard_sim,random_walk_num_significant,random_walk_sp_corr,random_walk_sp_pval,random_walk_top_10
C0035309,Retinal Diseases,719,"{'response to oxygen-containing compound', 'cellular component organization', 'response to abiotic stimulus', 'cellular process', 'identical protein binding', 'regulation of transport', 'regulation of biological quality', 'response to chemical', 'homeostatic process', 'response to stimulus'}",0.10157194679564692,192,0.22982541082065888,3.3812639102336037e-261,"{'collagen-containing extracellular matrix', 'extracellular matrix structural constituent', 'glycosaminoglycan catabolic process', 'extracellular structure organization', 'membrane-enclosed lumen', 'organelle lumen', 'intracellular organelle lumen', 'extracellular matrix', 'extracellular matrix structural constituent conferring tensile strength', 'extracellular matrix organization'}",0.13075060532687652,215,0.2357925606535474,3.204362042912027e-275,"{'extracellular organelle', 'vesicle', 'cellular response to indole-3-methanol', 'response to indole-3-methanol', 'response to organic substance', 'response to chemical', 'extracellular vesicle', 'extracellular exosome', 'response to stimulus', 'intracellular organelle lumen'}"
C0162429,Malnutrition,10,"{'small molecule biosynthetic process', 'cellular amino acid biosynthetic process', 'alpha-amino acid biosynthetic process', 'organic acid biosynthetic process', 'sulfur amino acid metabolic process', 'carboxylic acid biosynthetic process', 'sulfur amino acid biosynthetic process', 'cellular amino acid metabolic process', 'homocysteine metabolic process', 'methionine biosynthetic process'}",0.012345679012345678,72,0.1970478950299416,3.477208413269737e-191,"{'oxoacid metabolic process', 'folic acid-containing compound metabolic process', 'drug metabolic process', 'one-carbon metabolic process', 'mitochondrial matrix', 'tetrahydrofolate interconversion', 'alpha-amino acid metabolic process', 'organic acid metabolic process', 'carboxylic acid metabolic process', 'pteridine-containing compound metabolic process'}",0.0,0,0.026511057687858733,8.500539597240928e-05,"{'L-leucine import across plasma membrane', 'cytoplasmic stress granule', 'DNA-dependent DNA replication', 'leucine import across plasma membrane', 'nucleoid', 'mitochondrion morphogenesis', 'mitochondrial nucleoid', 'mitochondrial DNA replication', 'mitochondrial DNA metabolic process', 'mitochondrial chromosome'}"
C0003469,Anxiety Disorders,739,"{'positive regulation of synaptic transmission', 'modulation of chemical synaptic transmission', 'nervous system process', 'behavior', 'regulation of trans-synaptic signaling', 'feeding behavior', 'learning or memory', 'system process', 'cognition', 'multicellular organismal process'}",0.20689655172413793,276,0.3606609154720027,0.0,"{'transmembrane signaling receptor activity', 'G protein-coupled receptor signaling pathway', 'integral component of plasma membrane', 'molecular transducer activity', 'signaling receptor activity', 'postsynaptic neurotransmitter receptor activity', 'trans-synaptic signaling', 'intrinsic component of plasma membrane', 'neurotransmitter receptor activity', 'neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential'}",0.15012722646310434,165,0.3157730807510273,0.0,"{'negative regulation of signaling', 'negative regulation of cell communication', 'regulation of exocytosis', 'regulation of transport', 'regulation of secretion', 'G protein-coupled receptor binding', 'regulation of signaling', 'regulation of secretion by cell', 'regulation of cell communication', 'negative regulation of secretion by cell'}"
C1290857,Disorder of face,18,"{'elastic fiber', 'response to oxygen levels', 'cellular response to hyperoxia', 'elastic fiber assembly', 'extracellular matrix constituent conferring elasticity', 'extracellular structure organization', 'response to endogenous stimulus', 'structural molecule activity conferring elasticity', 'serotonin metabolic process', 'extracellular matrix organization'}",0.0,28,0.07016839296417819,2.178334031933204e-25,"{'lysosomal lumen', 'vacuolar part', 'carbohydrate derivative catabolic process', 'hydrolase activity, acting on glycosyl bonds', 'alpha-sialidase activity', 'glycosaminoglycan catabolic process', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'aminoglycan catabolic process', 'exo-alpha-sialidase activity', 'vacuolar lumen'}",0.0,0,0.02594925328782529,0.00011980498556682807,"{'regulation of cell cycle G2/M phase transition', 'regulation of proteasomal protein catabolic process', 'positive regulation of proteolysis involved in cellular protein catabolic process', 'regulation of ubiquitin-dependent protein catabolic process', 'positive regulation of cellular protein catabolic process', 'positive regulation of ubiquitin-dependent protein catabolic process', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'regulation of inclusion body assembly', 'regulation of proteasomal ubiquitin-dependent protein catabolic process', 'positive regulation of proteasomal protein catabolic process'}"
C0424295,Hyperactive behavior,900,"{'nervous system process', 'behavior', 'neuron projection', 'neuron part', 'regulation of biological quality', 'learning or memory', 'response to chemical', 'system process', 'cognition', 'multicellular organismal process'}",0.25742574257425743,624,0.3627921381216471,0.0,"{'phosphorus-oxygen lyase activity', 'purine nucleotide biosynthetic process', 'G protein-coupled receptor signaling pathway', 'cyclic purine nucleotide metabolic process', 'cyclic nucleotide metabolic process', 'nucleotide biosynthetic process', 'nucleoside phosphate biosynthetic process', 'cyclase activity', 'purine-containing compound biosynthetic process', 'cyclic nucleotide biosynthetic process'}",0.27980702963473464,957,0.3679583271963994,0.0,"{'cytoplasm', 'regulation of multicellular organismal process', 'kinase binding', 'regulation of biological quality', 'regulation of developmental process', 'signal transduction', 'enzyme binding', 'negative regulation of biological process', 'negative regulation of cellular process', 'regulation of multicellular organismal development'}"
C1846435,Short-trunked dwarfism,18,"{'glycosaminoglycan metabolic process', 'carbohydrate derivative catabolic process', 'lysosomal lumen', 'N-acetylgalactosamine-4-sulfatase activity', 'mucopolysaccharide metabolic process', 'sulfur compound catabolic process', 'glycosaminoglycan catabolic process', 'aminoglycan catabolic process', 'aminoglycan metabolic process', 'skeletal system development'}",0.11965811965811966,113,0.33288541372209307,0.0,"{'carbohydrate metabolic process', 'lysosomal lumen', 'vacuolar part', 'carbohydrate derivative catabolic process', 'hydrolase activity, acting on glycosyl bonds', 'oligosaccharide metabolic process', 'glycosaminoglycan catabolic process', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'aminoglycan catabolic process', 'vacuolar lumen'}",0.0,8,0.044498454113769625,4.159595715331961e-11,"{'lymphocyte differentiation', 'Notch signaling involved in heart development', 'cell activation', 'marginal zone B cell differentiation', 'exo-alpha-sialidase activity', 'alpha-sialidase activity', 'leukocyte activation', 'lymphocyte activation', 'leukocyte differentiation', 'B cell differentiation'}"
C0079772,T-Cell Lymphoma,539,"{'regulation of macromolecule biosynthetic process', 'regulation of RNA biosynthetic process', 'regulation of cellular macromolecule biosynthetic process', 'regulation of nucleic acid-templated transcription', 'regulation of nucleobase-containing compound metabolic process', 'positive regulation of macromolecule biosynthetic process', 'regulation of RNA metabolic process', 'regulation of transcription, DNA-templated', 'regulation of transcription by RNA polymerase II', 'positive regulation of gene expression'}",0.28874388254486133,251,0.398998256417525,0.0,"{'positive regulation of nucleic acid-templated transcription', 'transcription regulatory region DNA binding', 'regulatory region nucleic acid binding', 'positive regulation of RNA biosynthetic process', 'transcription factor binding', 'chromatin binding', 'DNA binding', 'double-stranded DNA binding', 'transcription regulator activity', 'nucleoplasm'}",0.1854419410745234,145,0.3019077960211387,0.0,"{'transcription factor complex', 'positive regulation of transcription, DNA-templated', 'positive regulation of RNA metabolic process', 'positive regulation of nucleic acid-templated transcription', 'positive regulation of macromolecule biosynthetic process', 'positive regulation of RNA biosynthetic process', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of gene expression', 'positive regulation of cellular biosynthetic process', 'positive regulation of nucleobase-containing compound metabolic process'}"
C0730290,Cone dystrophy,25,"{'visual perception', 'detection of abiotic stimulus', 'sensory perception of light stimulus', 'nervous system process', 'detection of visible light', 'detection of external stimulus', 'sensory perception', 'ciliary part', 'system process', 'detection of light stimulus'}",0.08421052631578947,181,0.2193212255263023,1.7746457038159904e-237,"{'phosphorus-oxygen lyase activity', 'purine nucleotide biosynthetic process', 'lyase activity', 'cyclic purine nucleotide metabolic process', 'cyclic nucleotide metabolic process', 'purine ribonucleotide biosynthetic process', 'ribonucleotide biosynthetic process', 'cyclase activity', 'purine-containing compound biosynthetic process', 'cyclic nucleotide biosynthetic process'}",0.03804347826086957,166,0.09288866703061092,2.66994186267166e-43,"{'entry of bacterium into host cell', 'cell morphogenesis involved in differentiation', 'cell morphogenesis', 'synapse', 'neuron part', 'cellular component morphogenesis', 'cell projection part', 'plasma membrane bounded cell projection part', 'anatomical structure morphogenesis', 'synapse part'}"
C4083050,Agenesis of teeth,83,"{'positive regulation of signal transduction', 'regulation of biological process', 'fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development', 'squamous basal epithelial stem cell differentiation involved in prostate gland acinus development', 'identical protein binding', 'regulation of cell cycle', 'intracellular organelle part', 'ventricular zone neuroblast division', 'organelle part', 'nuclear part'}",0.04276315789473684,234,0.2503232813749871,0.0,"{'positive regulation of protein kinase B signaling', 'protein tyrosine kinase activity', 'protein autophosphorylation', 'enzyme linked receptor protein signaling pathway', 'transmembrane receptor protein tyrosine kinase activity', 'transmembrane receptor protein kinase activity', 'growth factor binding', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'peptidyl-tyrosine modification', 'peptidyl-tyrosine phosphorylation'}",0.06976744186046512,377,0.24266404845994474,7.231092668413018e-292,"{'cell cycle G2/M phase transition', 'cellular response to stimulus', 'multi-organism process', 'symbiont process', 'regulation of G2/M transition of mitotic cell cycle', 'interleukin-1-mediated signaling pathway', 'G2/M transition of mitotic cell cycle', 'viral process', 'stress-activated MAPK cascade', 'positive regulation of immune system process'}"
C0221356,Brachycephaly,345,"{'cell part', 'regulation of biological process', 'cellular process', 'biological_process', 'molecular_function', 'cellular_component', 'multicellular organismal process', 'developmental process', 'regulation of cellular process', 'biological regulation'}",0.16201497617426822,1362,0.3591671272876029,0.0,"{'positive regulation of cell population proliferation', 'regulation of cell population proliferation', 'organic substance biosynthetic process', 'cellular biosynthetic process', 'regulation of signal transduction', 'cellular response to endogenous stimulus', 'enzyme linked receptor protein signaling pathway', 'anatomical structure morphogenesis', 'biosynthetic process', 'developmental process'}",0.1617954070981211,768,0.28115305933425155,0.0,"{'glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex', 'cellular response to stress', 'cellular response to stimulus', 'cell surface receptor signaling pathway', 'phosphatidylinositol N-acetylglucosaminyltransferase activity', 'preassembly of GPI anchor in ER membrane', 'response to stress', 'response to stimulus', 'enzyme binding', 'regulation of response to stimulus'}"
C0018553,"Hamartoma Syndrome, Multiple",148,"{'succinate dehydrogenase activity', 'regulation of developmental growth', 'succinate dehydrogenase complex', 'mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)', 'regulation of smooth muscle cell proliferation', 'fumarate reductase complex', 'regulation of organ growth', 'succinate dehydrogenase complex (ubiquinone)', 'oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor', 'succinate dehydrogenase (ubiquinone) activity'}",0.05699481865284974,56,0.10620950873216022,3.901463706138107e-56,"{'succinate-CoA ligase (ADP-forming) activity', 'cofactor metabolic process', 'succinate metabolic process', 'oxoacid metabolic process', 'drug metabolic process', 'mitochondrial matrix', 'mitochondrial part', 'carboxylic acid metabolic process', 'succinate-CoA ligase activity', 'mitochondrion'}",0.06779661016949153,41,0.08184211940281248,5.7357402651171265e-34,"{'tricarboxylic acid cycle', 'succinate metabolic process', 'citrate metabolic process', 'tricarboxylic acid metabolic process', 'drug metabolic process', 'mitochondrial matrix', 'mitochondrial part', 'antibiotic metabolic process', 'dicarboxylic acid metabolic process', 'mitochondrion'}"
C0033054,Prenatal Exposure Delayed Effects,4,"{'organic substance catabolic process', 'regulation of response to stress', 'response to abiotic stimulus', 'response to oxygen levels', 'intracellular membrane-bounded organelle', 'response to corticosteroid', 'catabolic process', 'regulation of cell death', 'response to estradiol', 'response to lipid'}",0.0,84,0.22042681692071897,6.458137788633907e-240,"{'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol phosphorylation', 'fibroblast growth factor receptor binding', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', 'lipid phosphorylation', 'phosphatidylinositol 3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'phosphatidylinositol kinase activity'}",0.0,17,0.13390767630060899,1.983803553116975e-88,"{'response to auditory stimulus', 'primary metabolic process', 'xenobiotic metabolic process', 'transcription-coupled nucleotide-excision repair', 'nucleotide-excision repair', 'response to chemical', 'cellular nitrogen compound metabolic process', 'DNA repair complex', 'cellular metabolic process', 'nucleotide-excision repair complex'}"
C0036337,Schizoaffective Disorder,0,"{'iron ion transmembrane transport', 'cellular process', 'cytoplasmic vesicle', 'signaling receptor binding', 'regulation of iron ion transport', 'transferrin receptor binding', 'cellular response to iron ion', 'intracellular vesicle', 'HFE-transferrin receptor complex', 'regulation of cellular process'}",0.0,31,0.04238829770047361,3.276561765157523e-10,"{'regulation of insulin-like growth factor receptor signaling pathway', 'extracellular space', 'regulation of glucose metabolic process', 'monocarboxylic acid metabolic process', 'microbody', 'positive regulation of activated T cell proliferation', 'hormone activity', 'regulation of cellular carbohydrate metabolic process', 'peroxisome', 'regulation of activated T cell proliferation'}",0.0,197,0.24617626849822255,1.3905059449356712e-300,"{'neuropeptide receptor activity', 'cellular response to stimulus', 'somatostatin receptor signaling pathway', 'somatostatin receptor activity', 'somatostatin signaling pathway', 'neuropeptide binding', 'response to organic substance', 'response to chemical', 'response to organic cyclic compound', 'forebrain development'}"
C0265563,Congenital dislocation of radial head,124,"{'negative regulation of metabolic process', 'cellular response to radiation', 'negative regulation of cellular metabolic process', 'face morphogenesis', 'negative regulation of nitrogen compound metabolic process', 'cellular response to UV', 'animal organ morphogenesis', 'negative regulation of nucleobase-containing compound metabolic process', 'negative regulation of macromolecule metabolic process', 'anatomical structure morphogenesis'}",0.09933774834437085,208,0.25590058248808656,0.0,"{'regulation of BMP signaling pathway', 'regulation of pathway-restricted SMAD protein phosphorylation', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'negative regulation of BMP signaling pathway', 'negative regulation of signal transduction', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'BMP signaling pathway', 'enzyme linked receptor protein signaling pathway', 'BMP receptor binding', 'BMP binding'}",0.09252669039145907,183,0.22569890657632435,9.85266357785452e-252,"{'cell proliferation involved in kidney development', 'positive regulation of pathway-restricted SMAD protein phosphorylation', 'transmembrane receptor protein serine/threonine kinase binding', 'regulation of epithelial to mesenchymal transition', 'SMAD protein signal transduction', 'regulation of pathway-restricted SMAD protein phosphorylation', 'transforming growth factor beta receptor binding', 'mesenchymal cell proliferation', 'BMP receptor binding', 'receptor serine/threonine kinase binding'}"
C0008372,Intrahepatic Cholestasis,9,"{'small molecule biosynthetic process', 'bile acid metabolic process', 'organic cyclic compound biosynthetic process', 'organic acid transport', 'monocarboxylic acid transport', 'steroid metabolic process', 'bile acid biosynthetic process', 'carboxylic acid transport', 'organic hydroxy compound biosynthetic process', 'steroid biosynthetic process'}",0.0,0,,,"{'regulation of modification of postsynaptic structure', 'regulation of serotonin uptake', 'regulation of modification of synaptic structure', 'prostaglandin transport', 'negative regulation of serotonin uptake', 'negative regulation of neurotransmitter uptake', 'ATP hydrolysis coupled anion transmembrane transport', 'leukotriene signaling pathway', 'prostaglandin secretion', 'extracellular structure organization'}",0.023255813953488372,35,0.19033251239098925,2.808067319784567e-178,"{'microbody part', 'protein localization to peroxisome', 'establishment of protein localization to peroxisome', 'peroxisomal transport', 'protein targeting to peroxisome', 'microbody', 'aminophospholipid transmembrane transporter activity', 'peroxisomal part', 'aminophospholipid transport', 'peroxisome organization'}"
C0004509,Azoospermia,124,"{'developmental process involved in reproduction', 'reproductive process', 'spermatogenesis', 'male sex determination', 'multicellular organismal reproductive process', 'sex determination', 'regulation of male gonad development', 'positive regulation of male gonad development', 'male gamete generation', 'gamete generation'}",0.006802721088435374,24,0.053854181797568124,1.3781805495266617e-15,"{'glucocorticoid metabolic process', 'glucocorticoid biosynthetic process', 'hormone biosynthetic process', 'mineralocorticoid biosynthetic process', 'steroid 11-beta-monooxygenase activity', 'C21-steroid hormone metabolic process', 'mineralocorticoid metabolic process', 'cholesterol dehydrogenase activity', 'hormone metabolic process', 'corticosterone 18-monooxygenase activity'}",0.14256198347107438,429,0.25807840406578536,0.0,"{'cellular response to stimulus', 'cellular macromolecule metabolic process', 'primary metabolic process', 'cellular nitrogen compound metabolic process', 'protein-containing complex', 'nitrogen compound metabolic process', 'macromolecule metabolic process', 'organic substance metabolic process', 'cellular metabolic process', 'nuclear part'}"
C2675111,Abnormal eyelashes,0,"{'keratinization', 'structural molecule activity', 'keratin filament', 'anatomical structure development', 'fibrillar collagen trimer', 'connexin complex', 'programmed cell death', 'cornification', 'cell death', 'platelet-derived growth factor binding'}",0.0,68,0.22781242199153426,1.4782982050619462e-256,"{'gap junction channel activity', 'endoplasmic reticulum lumen', 'extracellular matrix structural constituent conferring tensile strength', 'extracellular matrix structural constituent', 'collagen trimer', 'extracellular matrix', 'extracellular structure organization', 'platelet-derived growth factor binding', 'endoplasmic reticulum part', 'extracellular matrix organization'}",0.0,81,0.10460972132689877,1.6770757282407357e-54,"{'negative regulation of phosphatidylinositol biosynthetic process', 'positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway', 'platelet degranulation', 'positive regulation of protein kinase B signaling', 'response to wounding', 'collagen binding', 'positive regulation of metanephric mesenchymal cell migration', 'growth factor binding', 'regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway', 'platelet alpha granule lumen'}"
C0155320,"Blindness, Cortical",69,"{'cytochrome complex', 'mitochondrial membrane', 'aerobic respiration', 'respiratory electron transport chain', 'electron transport chain', 'mitochondrial electron transport, cytochrome c to oxygen', 'respiratory chain complex', 'mitochondrial inner membrane', 'cytoplasmic part', 'organelle inner membrane'}",0.42735042735042733,98,0.4778141557098369,0.0,"{'proton transmembrane transport', 'oxidoreductase activity', 'heme-copper terminal oxidase activity', 'generation of precursor metabolites and energy', 'electron transfer activity', 'electron transport chain', 'oxidoreductase activity, acting on a heme group of donors', 'respiratory chain complex', 'oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor', 'cytochrome-c oxidase activity'}",0.33980582524271846,69,0.23490894081803126,4.051212922242387e-273,"{'ubiquinol-cytochrome-c reductase activity', 'cytochrome complex', 'generation of precursor metabolites and energy', 'oxidoreductase activity, acting on diphenols and related substances as donors', 'respiratory electron transport chain', 'electron transport chain', 'oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor', 'respiratory chain complex III', 'mitochondrial electron transport, ubiquinol to cytochrome c', 'mitochondrial respiratory chain complex III'}"
C4020813,Increased gastric cancer,695,"{'negative regulation of mitotic cell cycle', 'regulation of developmental process', 'signal transduction', 'positive regulation of response to stimulus', 'positive regulation of nitrogen compound metabolic process', 'regulation of DNA metabolic process', 'regulation of response to stimulus', 'apoptotic signaling pathway', 'germ cell development', 'intracellular signal transduction'}",0.2564935064935065,466,0.4029022516715745,0.0,"{'phosphorylation', 'positive regulation of signal transduction', 'protein tyrosine kinase activity', 'positive regulation of intracellular signal transduction', 'protein autophosphorylation', 'positive regulation of protein phosphorylation', 'enzyme linked receptor protein signaling pathway', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'peptidyl-tyrosine modification', 'peptidyl-tyrosine phosphorylation'}",0.09523809523809523,156,0.2710127747501806,0.0,"{'succinate-CoA ligase (ADP-forming) activity', 'tricarboxylic acid cycle', 'symbiont process', 'interspecies interaction between organisms', 'succinate metabolic process', 'succinyl-CoA metabolic process', 'citrate metabolic process', 'mitochondrial matrix', 'viral process', 'succinate-CoA ligase activity'}"
C0029463,Osteosarcoma,533,"{'regulation of cell population proliferation', 'positive regulation of cellular metabolic process', 'regulation of primary metabolic process', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'positive regulation of cellular process', 'positive regulation of biological process', 'positive regulation of nitrogen compound metabolic process', 'developmental process', 'regulation of macromolecule metabolic process'}",0.32875143184421535,627,0.34746895930749516,0.0,"{'response to oxygen-containing compound', 'response to endogenous stimulus', 'sequence-specific DNA binding', 'transcription regulatory region DNA binding', 'regulatory region nucleic acid binding', 'transcription factor binding', 'cellular response to endogenous stimulus', 'positive regulation of transcription by RNA polymerase II', 'RNA polymerase II-specific DNA-binding transcription factor binding', 'proximal promoter sequence-specific DNA binding'}",0.2745861733203505,776,0.33624846770928135,0.0,"{'multi-organism process', 'response to abiotic stimulus', 'interspecies interaction between organisms', 'signaling receptor binding', 'positive regulation of intracellular signal transduction', 'protein-containing complex', 'protein domain specific binding', 'enzyme binding', 'regulation of intracellular signal transduction', 'regulation of protein stability'}"
C4020855,Respiratory function loss,467,"{'cellular component organization', 'peroxisomal membrane transport', 'cellular process', 'peroxisomal membrane', 'microbody membrane', 'biological_process', 'cellular component organization or biogenesis', 'protein import into peroxisome matrix', 'cytoplasmic part', 'peroxisome organization'}",0.16002530044275776,1367,0.29683610521976705,0.0,"{'transmembrane receptor protein tyrosine kinase signaling pathway', 'cell surface receptor signaling pathway', 'phosphatidylinositol bisphosphate kinase activity', 'positive regulation of protein kinase B signaling', 'positive regulation of intracellular signal transduction', 'phosphatidylinositol 3-kinase activity', 'enzyme linked receptor protein signaling pathway', 'regulation of protein kinase B signaling', 'developmental process', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity'}",0.14811849479583666,967,0.2603813432550018,0.0,"{'cell part', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'biological_process', 'binding', 'molecular_function', 'positive regulation of biological process', 'protein-containing complex', 'protein binding', 'cellular_component'}"
C0349506,Photosensitivity of skin,336,"{'DNA repair complex', 'DNA metabolic process', 'nucleotide-excision repair', 'damaged DNA binding', 'response to stimulus', 'response to radiation', 'response to UV', 'nucleotide-excision repair complex', 'cellular response to DNA damage stimulus', 'DNA repair'}",0.27463651050080773,453,0.4170638568714865,0.0,"{'cellular response to stress', 'DNA-dependent ATPase activity', 'nucleotide-excision repair, preincision complex assembly', 'DNA metabolic process', 'transcription factor TFIIH holo complex', 'transcription-coupled nucleotide-excision repair', 'nucleotide-excision repair', 'damaged DNA binding', 'cellular response to DNA damage stimulus', 'DNA repair'}",0.1349527665317139,505,0.2578038673989177,0.0,"{'cellular response to stimulus', 'regulation of gene expression', 'regulation of primary metabolic process', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'protein-containing complex', 'positive regulation of nitrogen compound metabolic process', 'cytosol', 'regulation of metabolic process', 'regulation of macromolecule metabolic process'}"
C0030312,Pancytopenia,114,"{'cellular response to stress', 'interstrand cross-link repair', 'DNA metabolic process', 'cellular nitrogen compound metabolic process', 'nitrogen compound metabolic process', 'organic substance metabolic process', 'heterocycle metabolic process', 'organic cyclic compound metabolic process', 'cellular metabolic process', 'DNA repair'}",0.12538226299694188,254,0.274772254832705,0.0,"{'telomere organization', 'nuclear chromosome, telomeric region', 'chromosome, telomeric region', 'catalytic activity, acting on DNA', 'telomere maintenance', 'double-strand break repair', 'chromosomal region', 'DNA double-strand break processing', 'chromosome organization', 'anatomical structure homeostasis'}",0.08620689655172414,516,0.16321908891364625,5.285151016368584e-131,"{'tumor necrosis factor receptor superfamily binding', 'cytokine receptor binding', 'signaling receptor binding', 'positive regulation of intracellular signal transduction', 'signal transduction', 'positive regulation of response to stimulus', 'tumor necrosis factor receptor binding', 'regulation of cellular process', 'positive regulation of immune system process', 'thioesterase binding'}"
C0015923,Fetal Alcohol Syndrome,159,"{'regulation of multicellular organismal process', 'hematopoietic progenitor cell differentiation', 'gland development', 'positive regulation of macromolecule metabolic process', 'regulation of developmental process', 'positive regulation of multicellular organismal process', 'positive regulation of nitrogen compound metabolic process', 'system process', 'positive regulation of nervous system development', 'anatomical structure formation involved in morphogenesis'}",0.0,0,0.026788241056333754,7.15913750156858e-05,"{'mesenchymal to epithelial transition involved in renal vesicle formation', 'smoothened signaling pathway', 'detection of cell density by contact stimulus involved in contact inhibition', 'cell fate specification', 'detection of cell density by contact stimulus', 'regulation of smoothened signaling pathway', 'detection of cell density', 'fluorene metabolic process', 'mesenchymal to epithelial transition involved in metanephric renal vesicle formation', 'ventral midline determination'}",0.09174311926605505,79,0.24543020419390496,1.0149077031157138e-298,"{'ubiquitin-dependent ERAD pathway', 'cellular response to stimulus', 'response to organic substance', 'response to chemical', 'Derlin-1 retrotranslocation complex', 'signal transduction', 'endoplasmic reticulum to cytosol transport', 'retrograde protein transport, ER to cytosol', 'protein exit from endoplasmic reticulum', 'hedgehog family protein binding'}"
C0158465,Acquired cubitus valgus,147,"{'MAPK cascade', 'positive regulation of cell communication', 'regulation of cell population proliferation', 'positive regulation of signal transduction', 'signal transduction by protein phosphorylation', 'regulation of phosphorus metabolic process', 'anatomical structure development', 'regulation of phosphate metabolic process', 'protein import into peroxisome matrix', 'animal organ development'}",0.18326693227091634,150,0.2633867119777381,0.0,"{'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol phosphorylation', 'fibroblast growth factor receptor binding', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', 'lipid phosphorylation', 'phosphatidylinositol 3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'phosphatidylinositol kinase activity'}",0.1228813559322034,648,0.3086945606966273,0.0,"{'fibroblast growth factor-activated receptor activity', 'regulation of cell population proliferation', 'mesenchyme development', 'epithelium development', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'positive regulation of stem cell differentiation', 'positive regulation of protein phosphorylation', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of cell population proliferation'}"
C0020179,Huntington Disease,17,"{'response to alcohol', 'positive regulation of programmed cell death', 'primary amine oxidase activity', 'regulation of programmed cell death', 'catecholamine catabolic process', 'regulation of apoptotic process', 'positive regulation of apoptotic process', 'catechol-containing compound catabolic process', 'regulation of cell death', 'dopamine catabolic process'}",0.028169014084507043,56,0.05998702829806377,5.658168497401509e-19,"{'alcohol dehydrogenase (NAD) activity', 'primary alcohol metabolic process', 'alcohol dehydrogenase activity, zinc-dependent', 'oxidoreductase activity', 'ethanol oxidation', 'oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'oxidoreductase activity, acting on CH-OH group of donors', 'ethanol metabolic process', 'oxidation-reduction process', 'transition metal ion binding'}",0.0,9,0.0735556647477764,9.63417761192529e-28,"{'GTPase activity', 'positive regulation of NAD(P)H oxidase activity', 'regulation of NAD(P)H oxidase activity', 'GTPase complex', 'G protein-coupled serotonin receptor binding', 'G-protein beta/gamma-subunit complex binding', 'heterotrimeric G-protein complex', 'adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway', 'cAMP response element binding', 'negative regulation of apoptotic signaling pathway'}"
