Disease ID,Disease Name,Ranks,Recall-at-25,Mean Average Precision,AUROC,Recall-at-100,Nodes
C0730292,Macular dystrophy,5731.0,0.0,4.800305271351207e-05,0.47512489752989034,0.0,4897.0
C0039075,Syndactyly,3512.3571428571427,0.05,0.00963149867822365,0.8371993957703927,0.19,6690.476190476191
C0025323,Menorrhagia,1314.1764705882354,0.3,0.050274237573042516,0.9374280408542248,0.6,4881.882352941177
C0006386,Bunion,2643.12,0.11666666666666665,0.014942384130062682,0.873594340206824,0.26666666666666666,5809.16
C0234133,Extrapyramidal sign,4775.482758620689,0.03333333333333333,0.005595566936012627,0.7674652390685,0.06666666666666667,8550.448275862069
C0023882,Little's Disease,5978.214285714285,0.0,0.0005330797783010757,0.7393840226523697,0.0,5839.857142857143
C0037286,Skin Neoplasms,3205.753846153846,0.04285714285714286,0.009281826463295425,0.852920355746989,0.10238095238095238,3730.9846153846156
C1856661,Cloudy cornea,5432.03125,0.19166666666666665,0.04504604006065727,0.7464767711962834,0.21666666666666665,5881.09375
C0005944,Metabolic Bone Disorder,3804.3,0.0,0.000764537383899709,0.8210168468928389,0.0,5199.7
C0241074,Skin hyperelastic,4127.28125,0.08333333333333333,0.055824354288039356,0.8038250096786681,0.33333333333333337,4557.5625
C0011853,"Diabetes Mellitus, Experimental",2475.214953271028,0.04818181818181818,0.014883408671265155,0.8855165924984106,0.12363636363636363,4319.813084112149
C0014553,Absence Epilepsy,5403.476190476191,0.13333333333333333,0.022011668754003934,0.7288756810302129,0.13333333333333333,5659.428571428572
C0020649,Hypotension,3299.3658536585367,0.0375,0.01869839694837109,0.8449021795369293,0.09861111111111112,3494.4146341463415
C0476254,Dyslexia,5361.1,0.1,0.015611822555289081,0.7496774492968858,0.3,10006.6
C1859480,Cone-shaped epiphyses of phalanges,6389.875,0.05,0.0035618407845075793,0.7349496309363539,0.05,5182.1875
C0240295,Mandibular hypoplasia,4447.145454545454,0.01455026455026455,0.008642991823423455,0.7912475032928938,0.05119047619047619,6464.647272727273
C0003862,Arthralgia,4271.087912087912,0.05444444444444444,0.00800812664229462,0.7995432570369679,0.07666666666666669,5019.7032967032965
C0266589,Congenital ear anomaly NOS (disorder),4520.068965517241,0.0,0.0015837265702168765,0.7892968846773194,0.03333333333333333,6814.241379310345
C0158113,Contracture of joint of hand,6284.931034482759,0.0,0.0004839086708978778,0.6958863650439737,0.0,6636.0
C0231712,Waddling gait,4970.764705882353,0.025,0.007977961910153193,0.7702932134615683,0.21666666666666665,5660.823529411765
C0270853,"Myoclonic Epilepsy, Juvenile",4479.285714285715,0.0,0.0002801604132306991,0.6888332780908187,0.0,4077.285714285714
C0024421,Macroglossia,3557.578125,0.02857142857142857,0.007639232613981456,0.8346426189700745,0.09047619047619046,5323.4375
C1842366,Low anterior hairline,2745.3,0.13333333333333333,0.018322840972225772,0.8725646862080177,0.33333333333333337,8592.333333333334
C1136179,Hammer Toe,4006.2608695652175,0.05,0.008129410823533967,0.8315245658029162,0.13333333333333333,7067.521739130435
C0027404,Narcolepsy,6552.0625,0.1,0.07574337990468197,0.5887841790074742,0.1,4121.3125
C0476403,Electromyogram abnormal,4702.9,0.04,0.00631190748259874,0.7759320221323291,0.1,5851.24
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",5851.076923076923,0.0,0.0026061850251696064,0.7639099053100631,0.1,3394.846153846154
C2609414,Acute kidney injury,4648.1,0.014285714285714285,0.006095368213746984,0.7837217187801262,0.07142857142857142,4754.271428571428
C0685409,Congenital Camptodactyly,4902.394736842105,0.0,0.0018549385812875747,0.773513716560559,0.025,8068.368421052632
C0575158,Kyphoscoliosis deformity of spine,4866.633333333333,0.08333333333333333,0.010405410648714947,0.7730206540447504,0.16666666666666666,5969.566666666667
C0036421,Systemic Scleroderma,7428.416666666667,0.0,0.00043517258394389357,0.6509190067300998,0.0,5435.0
C0020608,Hypodontia,3939.1807228915663,0.075,0.030002761532847498,0.817070578891269,0.13611111111111113,6696.698795180723
C2677328,Brain hypomyelination,2297.2727272727275,0.45,0.45029643246089146,0.9054731736749281,0.45,6857.727272727273
C1837463,Narrow face,3810.4814814814813,0.03333333333333333,0.01178614943084266,0.8218824505107815,0.19666666666666666,7019.444444444444
C0029089,Ophthalmoplegia,3464.9302325581393,0.025,0.013165896105138557,0.8374562070803512,0.22361111111111112,6364.406976744186
C1842153,Irregular vertebral endplates,4898.4,0.3,0.06767184952258667,0.754485423823229,0.35,5332.533333333334
C0741796,Recurrent bronchitis,3340.1304347826085,0.11666666666666665,0.028566656688290542,0.8501369926627659,0.31666666666666665,5124.826086956522
C1849073,Fused vertebrae,3213.48,0.1833333333333333,0.026811152971974568,0.8584633723450368,0.2833333333333333,6234.72
C0029453,Osteopenia,5010.775510204082,0.0,0.0037756010240885597,0.7648507489734946,0.04,6274.489795918367
C1846228,Absence of pubertal development,3882.764705882353,0.1,0.009833695273854163,0.7815552460538534,0.2,5475.294117647059
C1836509,Hypotonic seizures,1704.3,0.3,0.02222319459306408,0.9209472316331739,0.3,3338.3
C0019322,Umbilical hernia,3492.128205128205,0.039285714285714285,0.009895430733447771,0.8380518679374539,0.07678571428571428,6295.051282051282
C0423109,Upward slant of palpebral fissure,3968.56,0.10714285714285714,0.0476548786768589,0.8170339869259313,0.18928571428571428,7302.986666666667
C0024312,Lymphopenia,3798.975,0.025,0.005610757476521089,0.8237626063112888,0.1,6365.35
C1866134,Wide anterior fontanel,3762.9545454545455,0.255,0.08263158687106033,0.8329723887881746,0.305,5532.409090909091
C0018273,Growth Disorders,6648.71875,0.025,0.0016766649834481409,0.6947390631049167,0.025,5914.875
C0222716,Structure of wormian bone,4289.95652173913,0.0,0.0034855385973829554,0.7932788458561654,0.08333333333333333,5622.695652173913
C1280433,Lipoatrophy,5246.0526315789475,0.05,0.006347341016379694,0.7183385179682421,0.15,5415.789473684211
C0344539,Hypoplasia of iris,8706.5,0.0,0.0006421658985434385,0.5959739174827121,0.0,4004.6
C0152031,Joint swelling,4036.923076923077,0.1,0.012558324337876339,0.8262129797346462,0.16666666666666666,4886.038461538462
C0014130,Endocrine System Diseases,8253.636363636364,0.0,0.0007421202119060759,0.5659936879235125,0.0,5655.818181818182
C0040136,Thyroid Neoplasm,2681.5135135135133,0.025,0.007737544636242577,0.876048056071871,0.1,4828.216216216216
C0152459,Linear atrophy,1910.0666666666666,0.1,0.0320900619024795,0.926187215671711,0.1,5088.0
C0085681,Hyperphosphatemia (disorder),6852.375,0.0,0.0006728306024343063,0.6547061417761478,0.0,5710.5625
C0221204,Lytic lesion,4448.53125,0.05833333333333333,0.015124861929962144,0.7809806426635695,0.15833333333333333,5226.96875
C4021815,Abnormality of the palate,2106.722222222222,0.6,0.3541454805372415,0.8818875063837689,0.7,6726.444444444444
C0024121,Lung Neoplasms,3375.8315217391305,0.027485380116959064,0.01375477526889966,0.8421006596014046,0.13479532163742688,4714.896739130435
C0004782,Basal Ganglia Diseases,6692.142857142857,0.0,0.005957818280194408,0.6633419208095438,0.2,5426.428571428572
C0423757,Thin skin,3077.191489361702,0.085,0.04769691987857421,0.8548493723849372,0.125,5019.489361702128
C3665349,Secondary hypothyroidism,2246.785714285714,0.05,0.004927358920210375,0.8920461402775844,0.1,4658.714285714285
C0162154,Atrophic scar,691.5555555555555,0.5,0.18179775738128562,0.9711082222944427,0.55,2600.6111111111113
C0239067,Difficulty walking up stairs,5372.5,0.1,0.010033033613875642,0.7479972151311209,0.3,6229.75
C1839254,Small capital femoral epiphyses,6096.8,0.0,0.005301734108587261,0.7079106140065902,0.2,5904.8
C0009081,Congenital clubfoot,4877.2,0.05454545454545454,0.01137153161670863,0.772435856678408,0.08181818181818182,6545.009090909091
C0085632,Apathy,2071.0,0.0,0.002384879822233443,0.9112622440926605,0.05,6542.5625
C0008625,Chromosome Aberrations,2184.6666666666665,0.0,0.0025464075637926836,0.9095290595116516,0.1,5081.533333333334
C1837081,Tibial bowing,3696.8947368421054,0.1,0.010557062716086276,0.8318820224719101,0.4,4523.473684210527
C1855204,Cellular immunodeficiency,3323.1052631578946,0.35,0.18799857986751004,0.8493882904633671,0.35,6946.1578947368425
C1956346,Coronary Artery Disease,5478.493150684932,0.0125,0.005067626116987618,0.7429005306274437,0.09464285714285711,6731.438356164384
C0162674,Chronic progressive external ophthalmoplegia,5081.823529411765,0.2,0.059838464392434045,0.7899129526462396,0.2,6334.764705882353
C1368816,Sebaceous adenoma,773.7222222222222,0.3,0.07438229846184091,0.9639816147453457,0.6,4472.277777777777
C0240671,Partial thromboplastin time increased (finding),878.3636363636364,0.4,0.05539545177778941,0.9552376311148241,0.7,2874.0
C0079541,Holoprosencephaly,7056.933333333333,0.25,0.019621285229524166,0.6729528363197474,0.35,7024.933333333333
C1832348,Slow-growing hair,2316.7368421052633,0.25,0.02548558224135201,0.8891958399108553,0.6,5457.8421052631575
C1860475,Tortuous retinal vessels,2429.866666666667,0.3,0.118637035463341,0.905360458638938,0.65,5654.733333333334
C0018991,Hemiplegia,6163.692307692308,0.0,0.00037251709141204,0.7072479576680284,0.0,3788.3076923076924
C1836735,hypopigmented skin patch,2294.3333333333335,0.13333333333333336,0.04914848091527029,0.8922206199314633,0.26666666666666666,5752.1
C4049796,Abnormality of cardiovascular system morphology,3860.7727272727275,0.2,0.02259031016328566,0.8239958207569075,0.35,5935.227272727273
C0426429,Broad nasal tip,5083.666666666667,0.0,0.0004948384417778559,0.7596214584300975,0.0,7209.666666666667
C0345397,Accessory rib,2243.2,0.2,0.08534620787443473,0.8959391098528797,0.2,7778.2
C0017563,Gingival Diseases,1826.0,0.35,0.11275169302309429,0.9194400594298449,0.6,7242.105263157895
C4021664,Abnormality of the abdominal wall,4343.7,0.1,0.011526885590731652,0.7984545412354389,0.2,2672.1
C0008370,Cholestasis,5034.086956521739,0.0,0.0033072109288936518,0.7683857878594476,0.04285714285714286,7160.420289855072
C4072822,Wide bregma sutures,4336.555555555556,0.045,0.00689610680264977,0.8070762830048347,0.135,5286.4
C0265998,ANONYCHIA,2581.4,0.15,0.016006380727371112,0.8802108000185728,0.25,5452.65
C4280623,Rotting teeth,3614.5945945945946,0.04107142857142857,0.011750892201200083,0.8303647900998131,0.16428571428571428,5098.0
C0266013,Congenital hypoplasia of breast,3532.44,0.08333333333333333,0.008205424375413049,0.8350551891758003,0.16666666666666666,7208.84
C0005941,"Bone Diseases, Developmental",8050.56,0.0,0.000299200794724006,0.6340678989411109,0.0,6875.12
C0743912,Increased ferritin,7712.714285714285,0.15,0.0440104876156252,0.6380158288075013,0.3,7319.642857142857
C1851854,Thin dental enamel,2875.9117647058824,0.08333333333333333,0.021413366226985486,0.8679610184453841,0.14999999999999997,3143.4117647058824
C0023418,leukemia,1796.5576923076924,0.16333333333333333,0.04824827048627024,0.914724792683872,0.25666666666666665,4888.903846153846
C0002170,Alopecia,4083.5955056179773,0.03333333333333333,0.01870138105812378,0.8097729437095005,0.11111111111111112,5737.067415730337
C0004114,Astrocytoma,1229.0344827586207,0.06666666666666667,0.012753342320490713,0.9448508918617614,0.2333333333333333,5669.413793103448
C0235659,Reduced fetal movement,4683.25,0.056666666666666664,0.013349782131843532,0.7781923583662715,0.07666666666666666,5844.538461538462
C1836696,Lower limb hyperreflexia,5591.7,0.0,0.0003341187220928345,0.7285399359539612,0.0,7495.6
C0020455,Hypergammaglobulinemia,5740.2,0.0,0.00024133037873536191,0.7336427344873997,0.0,5515.2
C0023493,Adult T-Cell Lymphoma/Leukemia,2387.7096774193546,0.05833333333333333,0.010274794206442573,0.8920340518442813,0.225,4496.290322580645
C0011881,Diabetic Nephropathy,3183.6470588235293,0.06666666666666667,0.008258426818205326,0.8551650172683486,0.11666666666666665,6416.058823529412
C0240635,Byzanthine arch palate,4483.554404145078,0.03131578947368421,0.011038633460186607,0.7900069780447186,0.08842105263157894,6708.010362694301
C0162672,MERRF Syndrome,2163.75,0.0,0.008107070531941716,0.8386303530830975,0.5,3533.0
C1865847,Ulnar bowing,8829.5,0.0,0.0003410930553233026,0.541381630853483,0.0,4274.2
C0028960,Oligospermia,10322.25,0.0,0.00037490801811200904,0.5364305278306485,0.0,8886.0
C0008924,Cleft Lip,3989.641025641026,0.1,0.02150666258560109,0.8141945122478434,0.17678571428571427,7355.98717948718
C0020255,Hydrocephalus,3860.981981981982,0.01818181818181818,0.006527330998964942,0.8210773924077104,0.06363636363636363,7375.594594594595
C0025160,Megacolon,3820.310344827586,0.1,0.06196537933205717,0.8124547101449275,0.23333333333333334,6033.0344827586205
C1956257,Pulmonary Stenosis,3586.409090909091,0.065,0.010043550923762095,0.8369937944498675,0.195,6847.454545454545
C0020305,Hydrops Fetalis,2860.590909090909,0.1,0.012667644997871614,0.87788986920517,0.1,5294.181818181818
C0028326,Noonan Syndrome,2144.4117647058824,0.4,0.0945146203177592,0.9104433611884865,0.65,5604.058823529412
C0027796,Neuralgia,4615.538461538462,0.0,0.000855246871326663,0.8160067768288155,0.0,4305.076923076923
C0241910,"Hepatitis, Autoimmune",2439.4117647058824,0.2,0.09179866646893275,0.8113857938718663,0.35,3803.0588235294117
C0162670,Mitochondrial Myopathies,2655.9523809523807,0.21666666666666665,0.033759179250526475,0.8708488112927191,0.31666666666666665,6812.238095238095
C0013386,"Dyskinesia, Drug-Induced",3949.266666666667,0.15,0.02223844394202416,0.7330551945037602,0.25,3424.2
C0424688,Small head,3916.0026954177897,0.021621621621621623,0.013678171744588402,0.8159319461213215,0.04587482219061166,6950.371967654986
C0014038,Encephalitis,2556.4545454545455,0.4,0.09256971076858495,0.8790819641696833,0.4,4646.454545454545
C0265221,Walker-Warburg congenital muscular dystrophy,2477.4615384615386,0.15,0.021257211061469692,0.9222208039361307,0.45,9646.923076923076
C0237326,Dyschezia,4580.234848484848,0.03076923076923077,0.020294921576897558,0.7861396771256748,0.053846153846153856,5003.575757575758
C0151576,Elevated creatine kinase,3498.6330275229357,0.02727272727272727,0.009619722918957978,0.8369305889932521,0.12,6102.94495412844
C1844548,Hypoplastic finger,6327.705882352941,0.1,0.010532144102325837,0.7183217270194986,0.15,5092.882352941177
C1561643,Chronic Kidney Diseases,6847.153846153846,0.0,0.00030739543876605655,0.6603648347567768,0.0,7843.307692307692
C0311277,"Obesity, Abdominal",3123.6666666666665,0.1,0.015585742184240081,0.8493598972120312,0.13333333333333333,5773.791666666667
C1527336,Sjogren's Syndrome,7072.25,0.15,0.029408314042541656,0.6598387096774193,0.15,6819.0
C0015967,Fever,3846.4112903225805,0.03076923076923077,0.009607985337496114,0.8196921354202183,0.06346153846153846,4390.2338709677415
C0554970,Pallor of optic disc,3021.923076923077,0.13333333333333333,0.023041906008761513,0.858507025126251,0.36666666666666664,7041.820512820513
C0553730,Calcium pyrophosphate deposition disease,7492.692307692308,0.0,0.00044533277316659796,0.6189727998514668,0.0,3571.846153846154
C0029882,Otitis Media,4744.25,0.0,0.0023140062415259446,0.7797859497608766,0.0,5153.55
C0027819,Neuroblastoma,2983.9583333333335,0.1,0.02038655008913879,0.8615288948812123,0.205,6698.979166666667
C0037772,Spastic Paraplegia,4621.804878048781,0.045,0.007801733333826777,0.783070389477598,0.13999999999999999,9067.268292682927
C1866195,Downturned corners of mouth,5195.041666666667,0.08,0.010261725506510439,0.759751034450695,0.1,6573.104166666667
C0007117,Basal cell carcinoma,2215.717391304348,0.11000000000000001,0.014163451444816566,0.8963656966203338,0.23500000000000001,5443.260869565217
C1853235,Sclerocornea,7254.363636363636,0.1,0.0073370581055893875,0.6534855657662675,0.15,10544.545454545454
C1969913,"Hyperkeratosis, generalized",1083.9285714285713,0.55,0.1689794051957086,0.9455205867335097,0.7,4332.428571428572
C1512419,Hereditary Melanoma,1086.3333333333333,0.2,0.03130486539846462,0.9412485495474587,0.35,6868.25
C0026769,Multiple Sclerosis,4189.7027027027025,0.05,0.009152565417751758,0.8049029972118958,0.10833333333333332,4865.027027027027
C0431890,Hypoplasia of thumb,2310.0,0.11666666666666665,0.014414686024891484,0.884063288591643,0.25,4798.2692307692305
C0542346,Pimples,8890.9,0.0,0.0004576091675626939,0.5847403350814498,0.0,8611.0
C0022596,Palmoplantar Keratosis,3651.0689655172414,0.2,0.1572555549367776,0.8231524722080097,0.3,5490.706896551724
C0162539,IgG Deficiency,2682.681818181818,0.1,0.009717182380931633,0.8812251373732684,0.1,4758.181818181818
C0029408,Degenerative polyarthritis,3456.2260869565216,0.06060606060606061,0.019485785000845822,0.8393742774729857,0.1386363636363636,4630.426086956521
C0004509,Azoospermia,7037.806451612903,0.025,0.006262708999637334,0.6617420019201585,0.09166666666666666,5470.548387096775
C0086132,Depressive Symptoms,4107.107142857143,0.0,0.004038659955003912,0.8011395482062953,0.1,5284.607142857143
C0085159,Seasonal Affective Disorder,5087.6875,0.0,0.005396824041175078,0.782598300914535,0.15,5351.4375
C0494475,Tonic - clonic seizures,4202.209302325581,0.04,0.010833853729520365,0.7995397183229527,0.16,4497.581395348837
C3277059,Congenital Bilateral Cataracts,4405.04,0.06000000000000001,0.014260093228468348,0.7921579020783931,0.2,5305.62
C0221217,Neck webbing,3031.294117647059,0.19166666666666665,0.028166416296897916,0.8578751026034166,0.31666666666666665,5672.5
C0156273,Bladder Diverticulum,1826.6,0.2,0.030910745007616352,0.9152967930570381,0.5,7221.2
C0032460,Polycystic Ovary Syndrome,6848.066225165563,0.00625,0.0028384172094483183,0.6807908900152605,0.019583333333333335,8138.172185430463
C1859126,Stippled epiphyses,1639.892857142857,0.31666666666666665,0.18327235519870855,0.9196935915896388,0.5333333333333333,5928.035714285715
C1859399,Radial bowing,7916.538461538462,0.2,0.010148120350046828,0.5855829929446713,0.2,3403.769230769231
C2239176,Liver carcinoma,3388.0833333333335,0.0375,0.019250840446070738,0.8415972776031649,0.0875,5174.066666666667
C0020461,Hyperkalemia,3754.1176470588234,0.2,0.0717703071684663,0.8105837975858867,0.3,6361.764705882353
C0542519,Congenital absence of kidney,4218.833333333333,0.13333333333333333,0.015166639635539316,0.7961273439556525,0.16666666666666666,6130.8
C0750937,"Ataxia, Appendicular",5204.0,0.0,0.0007061403952378504,0.7431574018173654,0.0,7942.25
C0007789,Cerebral Palsy,9479.933333333332,0.0,0.005278880686435037,0.5415188933246682,0.15,9084.2
C0001973,"Alcoholic Intoxication, Chronic",5257.901818181818,0.025396825396825397,0.013234956730709896,0.7536581544927801,0.08743386243386242,5667.396363636363
C0011206,Delirium,5202.1,0.2,0.013609147852957817,0.7586137281292059,0.4,3141.0
C1837388,Abnormal respiratory patterns,2212.4210526315787,0.1,0.018891203339286556,0.896507335871483,0.5,4102.736842105263
C0151721,Testicular hypogonadism,5435.142857142857,0.05,0.009723911566858616,0.7252151436354632,0.2,6137.761904761905
C0008031,Chest Pain,2843.9444444444443,0.025,0.0035577505317089496,0.8672927992813222,0.025,5225.0
C0035305,Retinal Detachment,3136.2727272727275,0.025,0.007747227834198676,0.8491842439447439,0.10833333333333332,5780.121212121212
C1843156,"Hearing loss, progressive sensorineural",3627.9565217391305,0.15,0.031018262060280577,0.8446499334385932,0.31666666666666665,5223.260869565217
C0086795,Pfaundler-Hurler Syndrome,437.0833333333333,0.7,0.1942655885488737,0.9757437920631238,0.7,3009.0
C0206762,"Limb Deformities, Congenital",4849.133333333333,0.1,0.01167152022455198,0.7772931946894439,0.15,3629.266666666667
C0149521,"Pancreatitis, Chronic",5834.333333333333,0.0,0.0005029985284060349,0.6877874718973661,0.0,4488.222222222223
C0206733,Strawberry nevus of skin,831.2,0.1,0.041698210012443226,0.961470274284123,0.6,3670.7
C1833118,"Cataract, Pulverulent",3996.3636363636365,0.6,0.3386106087533803,0.8675322565673443,0.6,3325.5454545454545
C4025723,Abnormal upper motor neuron morphology,4242.727272727273,0.0,0.00801678989369714,0.8200814536340852,0.2,8634.454545454546
C1858395,Tubular atrophy,3801.5,0.0,0.005833794359893389,0.7949273680790829,0.2,6418.2
C0242698,"Ventricular Dysfunction, Left",4714.0,0.0,0.0007688132692713456,0.7781270312935278,0.0,3140.1052631578946
C0023893,"Liver Cirrhosis, Experimental",6697.5538881309685,0.008182154757497223,0.010188131865065328,0.6801644271028089,0.03276564235468345,7472.296043656207
C0027051,Myocardial Infarction,3530.625,0.01,0.00732087906136476,0.8364479220960831,0.06727272727272728,4648.538461538462
C0427065,Distal muscle weakness,3776.1774193548385,0.04523809523809523,0.0071467689719201515,0.8240814032056182,0.07857142857142856,6715.935483870968
C0001956,alcohol use disorder,6792.166666666667,0.0,0.00044198097801846566,0.6646843815270363,0.0,6098.0
C0020438,Hypercalciuria,5149.037037037037,0.03333333333333333,0.004596885662293047,0.7635725344480571,0.08333333333333333,4819.037037037037
C0221629,Proximal muscle weakness,3991.5416666666665,0.045,0.00816374245903279,0.8146251569110605,0.14500000000000002,6590.25
C3164374,Abnormality of pulmonary valve,3321.3478260869565,0.03333333333333333,0.010895472482487588,0.8464141977028573,0.13333333333333333,5885.347826086957
C1865841,Flared iliac wings,3704.6153846153848,0.2,0.026289153428373034,0.8139899740066839,0.35,3287.6153846153848
C0025322,Premature Menopause,3433.0833333333335,0.2,0.1381712800417893,0.8458683570953109,0.23333333333333334,9047.083333333334
C0015310,Exotropia,5154.333333333333,0.08333333333333333,0.004574790710773843,0.7470429108809734,0.08333333333333333,6245.958333333333
C3714497,Reactive airway disease,2751.7619047619046,0.13333333333333333,0.031547274540590316,0.8686327544576523,0.13333333333333333,4387.666666666667
C2711227,Steatohepatitis,3515.7045454545455,0.0,0.0035854460936274616,0.8398491609724352,0.075,4721.590909090909
C0027708,Nephroblastoma,4108.105263157895,0.1,0.007177678234080827,0.8185161110595228,0.2,5585.105263157895
C0427063,Shoulder girdle weakness,1917.7,0.0,0.0022925508810681134,0.9110456212001671,0.0,7738.3
C1398312,Narrow palate,3533.45,0.2,0.049420553093072875,0.8328446394576774,0.25,4984.3
C0432333,Abnormal dermatoglyphic pattern,3035.5,0.18333333333333332,0.0782110597228821,0.8353132401430363,0.2833333333333333,5744.416666666667
C0023186,Learning Disorders,6353.178571428572,0.0,0.002291384695981039,0.6858946072739095,0.03333333333333333,5757.071428571428
C0236175,Elevated IgE,1180.5,0.2,0.030974040119269165,0.945259200816819,0.4,4038.5
C1855020,Acute necrotizing encephalopathy,34.357142857142854,0.3,0.048177971485036705,0.9984217611289049,1.0,7697.857142857143
C0000731,Abdomen distended,4430.357142857143,0.025,0.005606569493360121,0.7963499883801999,0.1,5786.928571428572
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",3989.125874125874,0.0,0.005809865708557467,0.8144917877490027,0.06999999999999999,4986.601398601399
C0029443,Osteomyelitis,3343.764705882353,0.2,0.028014595018876785,0.8542281801299907,0.2,6404.235294117647
C0015393,Eye Abnormalities,5098.69696969697,0.0,0.0012366589636421353,0.7640035541720869,0.025,6515.121212121212
C0029456,Osteoporosis,3523.552795031056,0.01875,0.008351857065221208,0.8355221100288123,0.05588235294117647,5638.515527950311
C3553764,Joint hyperflexibility,3135.4102564102564,0.10178571428571428,0.03584252794744043,0.8535215459618366,0.17857142857142855,5563.692307692308
C0039685,Tetralogy of Fallot,3760.232558139535,0.05,0.00778850093194106,0.824811401877847,0.12,7640.860465116279
C4021611,Abnormality of epiphysis morphology,5957.74358974359,0.15,0.028003261651750905,0.7065441335935806,0.175,5957.179487179487
C0015695,Fatty Liver,3672.3050847457625,0.016666666666666666,0.007834293816470444,0.8290109932706919,0.05,5799.813559322034
C0155320,"Blindness, Cortical",4793.375,0.1,0.02494250244289394,0.7699441941825725,0.2,6269.75
C0026837,Muscle Rigidity,4599.212765957447,0.02,0.0023098590823706798,0.7902380288238029,0.04,6232.63829787234
C1858127,Limb-girdle muscle weakness,3294.0833333333335,0.4,0.039841565384421414,0.879872360176375,0.4,3562.5
C0020757,Ichthyoses,3308.825,0.1,0.013811914382725535,0.8434569177859368,0.3,5888.6
C1522137,Hypertriglyceridemia result,4640.111111111111,0.05833333333333333,0.016774224137921852,0.7873979678763379,0.08333333333333333,4224.666666666667
C1389280,Basal ganglia calcification,6383.1875,0.15,0.010902459509279186,0.6926164059235876,0.15,5461.875
C0022665,Kidney Neoplasm,2813.3793103448274,0.06666666666666667,0.023335478823837075,0.8669314381270901,0.16666666666666666,4878.724137931034
C0017638,Glioma,4549.3835616438355,0.014285714285714285,0.004910711058788692,0.7913996628720377,0.0982142857142857,4692.082191780822
C0004238,Atrial Fibrillation,3427.5789473684213,0.0,0.003615616606657436,0.8387909134563254,0.10833333333333332,4901.763157894737
C0231791,Toeing-in,5909.25,0.0,0.002094801866998986,0.7263846963575287,0.1,7116.791666666667
C1857656,Precociously senile appearance,1203.5555555555557,0.1,0.012628252653910163,0.9463229490691305,0.3,5687.166666666667
C0279628,Adenocarcinoma Of Esophagus,6650.714285714285,0.0,0.002352111410135187,0.7573573782667223,0.1,8231.142857142857
C0020538,Hypertensive disease,3276.5173611111113,0.027832512315270935,0.014895234220418135,0.8468498927762532,0.09729064039408866,5007.104166666667
C4025790,Specific learning disability,3148.425531914894,0.045,0.005787656024258002,0.8524533937703394,0.11000000000000001,6810.382978723404
C0021051,Immunologic Deficiency Syndromes,4252.362831858407,0.05454545454545454,0.03512669093160662,0.80261549815446,0.1424242424242424,5167.132743362832
C0339535,"Night blindness, congenital stationary",4886.416666666667,0.25,0.028598796631449812,0.7549651891390113,0.25,6334.666666666667
C0476273,Respiratory distress,5187.714285714285,0.0,0.001739544506677617,0.7606081803392981,0.05,4358.785714285715
C0854110,Insulin resistant diabetes,2523.846153846154,0.0,0.0021614436933577856,0.8919072595618269,0.0,4733.7692307692305
C0027498,Nausea and vomiting,3254.5978260869565,0.04444444444444444,0.011470720608649775,0.8481309625488521,0.1211111111111111,4779.597826086957
C0267963,Exocrine pancreatic insufficiency,6350.454545454545,0.0,0.0004830500676665043,0.7221177944862156,0.0,6045.909090909091
C0264142,Spade-like hand,4976.25,0.15,0.00856040428604665,0.742751032913978,0.25,5150.0625
C0271388,Pendular Nystagmus,4882.461538461538,0.15,0.014257844363718946,0.7486109821760119,0.3,7016.846153846154
C2316810,Chronic kidney disease stage 5,5360.466666666666,0.19999999999999998,0.04593377788478463,0.7510808132422848,0.3,8672.466666666667
C0239676,High forehead,3698.097087378641,0.07727272727272727,0.027088893443122753,0.8272924099765249,0.16454545454545455,6352.708737864078
C0039070,Syncope,1673.391304347826,0.18333333333333332,0.07958862030304671,0.9275637751153214,0.3,4987.695652173913
C1846347,Renal salt wasting,5814.777777777777,0.35,0.16531380859500616,0.7054737917266354,0.4,3983.722222222222
C0023434,Chronic Lymphocytic Leukemia,7211.864864864865,0.0,0.0025073560637151543,0.6420393819702601,0.05833333333333333,8312.18918918919
C0277959,Coarse hair,3427.967741935484,0.06666666666666667,0.008617640359722203,0.8349019790021369,0.21666666666666665,6556.580645161291
C0017178,Gastrointestinal Diseases,5558.0,0.0,0.0009715894112621809,0.7504699466233465,0.0,4491.166666666667
C0038379,Strabismus,4484.044444444445,0.018518518518518517,0.013528898722241361,0.789862879274257,0.037037037037037035,6567.5888888888885
C0011854,"Diabetes Mellitus, Insulin-Dependent",3946.8478260869565,0.085,0.05822599868015386,0.8141228906141045,0.175,6053.804347826087
C0241210,Speech Delay,4328.794642857143,0.01818181818181818,0.00908729966227236,0.7985283000204892,0.01818181818181818,6997.982142857143
C1867955,Increased incidence of hepatocellular carcinoma,6510.192307692308,0.06666666666666667,0.014134535832841902,0.6738044370132986,0.11666666666666665,4466.884615384615
C1862265,Elevated gonadotropins,4051.3333333333335,0.1,0.009699754166284397,0.7364822207780151,0.1,6031.4
C1853932,Rimmed vacuoles on biopsy,3988.6666666666665,0.1,0.013585596636575067,0.8587108903537276,0.3,6806.533333333334
