,goterm_id,name,pvalue
2893,GO:1904037,positive regulation of epithelial cell apoptotic process,1.0
2894,GO:0034310,primary alcohol catabolic process,1.0
2895,GO:0036526,peptidyl-cysteine deglycation,1.0
2896,GO:0070982,L-asparagine metabolic process,1.0
2897,GO:0071338,positive regulation of hair follicle cell proliferation,1.0
2898,GO:0072134,nephrogenic mesenchyme morphogenesis,1.0
2899,GO:0061365,positive regulation of triglyceride lipase activity,1.0
2900,GO:0010885,regulation of cholesterol storage,1.0
2901,GO:1905661,regulation of telomerase RNA reverse transcriptase activity,1.0
2902,GO:2000291,regulation of myoblast proliferation,1.0
2903,GO:0060479,lung cell differentiation,1.0
2904,GO:1902728,positive regulation of growth factor dependent skeletal muscle satellite cell proliferation,1.0
2905,GO:0008214,protein dealkylation,1.0
2906,GO:0017001,antibiotic catabolic process,1.0
2907,GO:1900533,palmitic acid metabolic process,1.0
2908,GO:1900025,negative regulation of substrate adhesion-dependent cell spreading,1.0
2909,GO:1904340,positive regulation of dopaminergic neuron differentiation,1.0
2910,GO:0038165,oncostatin-M-mediated signaling pathway,1.0
2911,GO:0019233,sensory perception of pain,1.0
2912,GO:0021685,cerebellar granular layer structural organization,1.0
2913,GO:0035902,response to immobilization stress,1.0
2914,GO:0007260,tyrosine phosphorylation of STAT protein,1.0
2915,GO:0006956,complement activation,1.0
2916,GO:0061462,protein localization to lysosome,1.0
2917,GO:0032497,detection of lipopolysaccharide,1.0
2918,GO:0052330,positive regulation by organism of programmed cell death in other organism involved in symbiotic interaction,1.0
2919,GO:0048561,establishment of animal organ orientation,1.0
2920,GO:1990314,cellular response to insulin-like growth factor stimulus,1.0
2921,GO:0032376,positive regulation of cholesterol transport,1.0
2922,GO:2000721,positive regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation,1.0
2923,GO:0008348,negative regulation of antimicrobial humoral response,1.0
2924,GO:1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,1.0
2925,GO:0051344,negative regulation of cyclic-nucleotide phosphodiesterase activity,1.0
2926,GO:0007216,G protein-coupled glutamate receptor signaling pathway,1.0
2927,GO:0046836,glycolipid transport,1.0
2928,GO:0097112,gamma-aminobutyric acid receptor clustering,1.0
2929,GO:0106119,negative reguation of sterol biosynthetic process,1.0
2930,GO:0070178,D-serine metabolic process,1.0
2931,GO:0042147,"retrograde transport, endosome to Golgi",1.0
2932,GO:0032788,saturated monocarboxylic acid metabolic process,1.0
2933,GO:1900062,regulation of replicative cell aging,1.0
2934,GO:0002763,positive regulation of myeloid leukocyte differentiation,1.0
2935,GO:0050861,positive regulation of B cell receptor signaling pathway,1.0
2936,GO:1903544,response to butyrate,1.0
2937,GO:0050910,detection of mechanical stimulus involved in sensory perception of sound,1.0
2938,GO:0106118,regulation of sterol biosynthetic process,1.0
2939,GO:1904400,response to Thyroid stimulating hormone,1.0
2940,GO:0098583,learned vocalization behavior,1.0
2941,GO:2000627,positive regulation of miRNA catabolic process,1.0
2942,GO:1905903,negative regulation of mesoderm formation,1.0
2943,GO:0046007,negative regulation of activated T cell proliferation,1.0
2944,GO:0140058,neuron projection arborization,1.0
2945,GO:0090107,regulation of high-density lipoprotein particle assembly,1.0
2946,GO:1903640,negative regulation of gastrin-induced gastric acid secretion,1.0
2947,GO:0046352,disaccharide catabolic process,1.0
2948,GO:0062026,negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process,1.0
2949,GO:0060896,neural plate pattern specification,1.0
2950,GO:0097338,response to clozapine,1.0
2951,GO:0075114,negative regulation by symbiont of host transmembrane receptor-mediated signal transduction,1.0
2952,GO:0015939,pantothenate metabolic process,1.0
2953,GO:0061753,substrate localization to autophagosome,1.0
2954,GO:0061227,pattern specification involved in mesonephros development,1.0
2955,GO:0003433,chondrocyte development involved in endochondral bone morphogenesis,1.0
2956,GO:0010813,neuropeptide catabolic process,1.0
2957,GO:1901825,zeaxanthin metabolic process,1.0
2958,GO:1905267,endonucleolytic cleavage involved in tRNA processing,1.0
2959,GO:2000465,regulation of glycogen (starch) synthase activity,1.0
2960,GO:0046102,inosine metabolic process,1.0
2961,GO:1904573,regulation of selenocysteine insertion sequence binding,1.0
2962,GO:0045080,positive regulation of chemokine biosynthetic process,1.0
2963,GO:0030490,maturation of SSU-rRNA,1.0
2964,GO:0050798,activated T cell proliferation,1.0
2965,GO:0031081,nuclear pore distribution,1.0
2966,GO:1902612,regulation of anti-Mullerian hormone signaling pathway,1.0
2967,GO:0010727,negative regulation of hydrogen peroxide metabolic process,1.0
2968,GO:0001773,myeloid dendritic cell activation,1.0
2969,GO:1905716,negative regulation of cornification,1.0
2970,GO:0021571,rhombomere 5 development,1.0
2971,GO:0042747,"circadian sleep/wake cycle, REM sleep",1.0
2972,GO:1900212,negative regulation of mesenchymal cell apoptotic process involved in metanephros development,1.0
2973,GO:0071385,cellular response to glucocorticoid stimulus,1.0
2974,GO:0071294,cellular response to zinc ion,1.0
2975,GO:0007387,anterior compartment pattern formation,1.0
2976,GO:1902564,negative regulation of neutrophil activation,1.0
2977,GO:0070076,histone lysine demethylation,1.0
2978,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,1.0
2979,GO:0086069,bundle of His cell to Purkinje myocyte communication,1.0
2980,GO:0052190,modulation by symbiont of host phagocytosis,1.0
2981,GO:0032981,mitochondrial respiratory chain complex I assembly,1.0
2982,GO:0034444,regulation of plasma lipoprotein oxidation,1.0
2983,GO:0061440,kidney vasculature development,1.0
2984,GO:0019695,choline metabolic process,1.0
2985,GO:0002339,B cell selection,1.0
2986,GO:0045951,positive regulation of mitotic recombination,1.0
2987,GO:0032703,negative regulation of interleukin-2 production,1.0
2988,GO:0015014,"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process",1.0
2989,GO:1901082,positive regulation of relaxation of smooth muscle,1.0
2990,GO:0014806,smooth muscle hyperplasia,1.0
2991,GO:0086072,AV node cell-bundle of His cell adhesion involved in cell communication,1.0
2992,GO:0060796,regulation of transcription involved in primary germ layer cell fate commitment,1.0
2993,GO:0006212,uracil catabolic process,1.0
2994,GO:0140014,mitotic nuclear division,1.0
2995,GO:0090207,regulation of triglyceride metabolic process,1.0
2996,GO:0000076,DNA replication checkpoint,1.0
2997,GO:1901211,negative regulation of cardiac chamber formation,1.0
2998,GO:1990390,protein K33-linked ubiquitination,1.0
2999,GO:1903621,protein localization to photoreceptor connecting cilium,1.0
3000,GO:0010641,positive regulation of platelet-derived growth factor receptor signaling pathway,1.0
3001,GO:0072740,cellular response to anisomycin,1.0
3002,GO:0002090,regulation of receptor internalization,1.0
3003,GO:0031620,regulation of fever generation,1.0
3004,GO:0099590,neurotransmitter receptor internalization,1.0
3005,GO:0060164,regulation of timing of neuron differentiation,1.0
3006,GO:1990708,conditioned place preference,1.0
3007,GO:1900101,regulation of endoplasmic reticulum unfolded protein response,1.0
3008,GO:0048096,chromatin-mediated maintenance of transcription,1.0
3009,GO:0031642,negative regulation of myelination,1.0
3010,GO:1905599,positive regulation of low-density lipoprotein receptor activity,1.0
3011,GO:0000075,cell cycle checkpoint,1.0
3012,GO:0097065,anterior head development,1.0
3013,GO:0035553,oxidative single-stranded RNA demethylation,1.0
3014,GO:1903543,positive regulation of exosomal secretion,1.0
3015,GO:0045117,azole transport,1.0
3016,GO:0009229,thiamine diphosphate biosynthetic process,1.0
3017,GO:0030220,platelet formation,1.0
3018,GO:0006235,dTTP biosynthetic process,1.0
3019,GO:0007418,ventral midline development,1.0
3020,GO:0021830,interneuron migration from the subpallium to the cortex,1.0
3021,GO:1905063,regulation of vascular smooth muscle cell differentiation,1.0
3022,GO:0045132,meiotic chromosome segregation,1.0
3023,GO:0019058,viral life cycle,1.0
3024,GO:0031335,regulation of sulfur amino acid metabolic process,1.0
3025,GO:0043696,dedifferentiation,1.0
3026,GO:0050818,regulation of coagulation,1.0
3027,GO:0034146,toll-like receptor 5 signaling pathway,1.0
3028,GO:0034111,negative regulation of homotypic cell-cell adhesion,1.0
3029,GO:2001253,regulation of histone H3-K36 trimethylation,1.0
3030,GO:0045136,development of secondary sexual characteristics,1.0
3031,GO:0009063,cellular amino acid catabolic process,1.0
3032,GO:0060707,trophoblast giant cell differentiation,1.0
3033,GO:2000061,regulation of ureter smooth muscle cell differentiation,1.0
3034,GO:2001022,positive regulation of response to DNA damage stimulus,1.0
3035,GO:2000276,negative regulation of oxidative phosphorylation uncoupler activity,1.0
3036,GO:0046164,alcohol catabolic process,1.0
3037,GO:0008643,carbohydrate transport,1.0
3038,GO:1900454,positive regulation of long-term synaptic depression,1.0
3039,GO:0098870,action potential propagation,1.0
3040,GO:0035930,corticosteroid hormone secretion,1.0
3041,GO:0015772,oligosaccharide transport,1.0
3042,GO:0070836,caveola assembly,1.0
3043,GO:0042823,pyridoxal phosphate biosynthetic process,1.0
3044,GO:1903917,positive regulation of endoplasmic reticulum stress-induced eIF2 alpha dephosphorylation,1.0
3045,GO:0014735,regulation of muscle atrophy,1.0
3046,GO:0052214,metabolism of substance in other organism involved in symbiotic interaction,1.0
3047,GO:0051946,regulation of glutamate uptake involved in transmission of nerve impulse,1.0
3048,GO:0060461,right lung morphogenesis,1.0
3049,GO:0032263,GMP salvage,1.0
3050,GO:0061568,GDP phosphorylation,1.0
3051,GO:0032536,regulation of cell projection size,1.0
3052,GO:0055013,cardiac muscle cell development,1.0
3053,GO:1902170,cellular response to reactive nitrogen species,1.0
3054,GO:1902889,protein localization to spindle microtubule,1.0
3055,GO:0006046,N-acetylglucosamine catabolic process,1.0
3056,GO:0032701,negative regulation of interleukin-18 production,1.0
3057,GO:0033385,geranylgeranyl diphosphate metabolic process,1.0
3058,GO:0060155,platelet dense granule organization,1.0
3059,GO:1905214,regulation of RNA binding,1.0
3060,GO:1902667,regulation of axon guidance,1.0
3061,GO:0003285,septum secundum development,1.0
3062,GO:2000644,regulation of receptor catabolic process,1.0
3063,GO:0030041,actin filament polymerization,1.0
3064,GO:0046677,response to antibiotic,1.0
3065,GO:0006844,acyl carnitine transport,1.0
3066,GO:1904913,regulation of establishment of protein-containing complex localization to telomere,1.0
3067,GO:0140041,cellular detoxification of methylglyoxal,1.0
3068,GO:2001035,regulation of tongue muscle cell differentiation,1.0
3069,GO:0045343,regulation of MHC class I biosynthetic process,1.0
3070,GO:1903206,negative regulation of hydrogen peroxide-induced cell death,1.0
3071,GO:0060566,"positive regulation of DNA-templated transcription, termination",1.0
3072,GO:0018917,fluorene metabolic process,1.0
3073,GO:2001187,"positive regulation of CD8-positive, alpha-beta T cell activation",1.0
3074,GO:0032431,activation of phospholipase A2 activity,1.0
3075,GO:1903775,regulation of DNA double-strand break processing,1.0
3076,GO:0014014,negative regulation of gliogenesis,1.0
3077,GO:0010288,response to lead ion,1.0
3078,GO:0015724,formate transport,1.0
3079,GO:2000104,negative regulation of DNA-dependent DNA replication,1.0
3080,GO:0021858,GABAergic neuron differentiation in basal ganglia,1.0
3081,GO:0032277,negative regulation of gonadotropin secretion,1.0
3082,GO:0014064,positive regulation of serotonin secretion,1.0
3083,GO:0015866,ADP transport,1.0
3084,GO:0021932,hindbrain radial glia guided cell migration,1.0
3085,GO:0007079,mitotic chromosome movement towards spindle pole,1.0
3086,GO:0001778,plasma membrane repair,1.0
3087,GO:0006907,pinocytosis,1.0
3088,GO:0000965,mitochondrial RNA 3'-end processing,1.0
3089,GO:0071871,response to epinephrine,1.0
3090,GO:0030518,intracellular steroid hormone receptor signaling pathway,1.0
3091,GO:0045852,pH elevation,1.0
3092,GO:0042832,defense response to protozoan,1.0
3093,GO:0035864,response to potassium ion,1.0
3094,GO:1902222,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,1.0
3095,GO:1901862,negative regulation of muscle tissue development,1.0
3096,GO:0048935,peripheral nervous system neuron development,1.0
3097,GO:0006654,phosphatidic acid biosynthetic process,1.0
3098,GO:0043134,regulation of hindgut contraction,1.0
3099,GO:0001705,ectoderm formation,1.0
3100,GO:1904562,phosphatidylinositol 5-phosphate metabolic process,1.0
3101,GO:0072537,fibroblast activation,1.0
3102,GO:0090036,regulation of protein kinase C signaling,1.0
3103,GO:0070476,rRNA (guanine-N7)-methylation,1.0
3104,GO:0035616,histone H2B conserved C-terminal lysine deubiquitination,1.0
3105,GO:0006002,fructose 6-phosphate metabolic process,1.0
3106,GO:0021891,olfactory bulb interneuron development,1.0
3107,GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter,1.0
3108,GO:0086021,SA node cell to atrial cardiac muscle cell communication by electrical coupling,1.0
3109,GO:0030835,negative regulation of actin filament depolymerization,1.0
3110,GO:0009080,pyruvate family amino acid catabolic process,1.0
3111,GO:0045655,regulation of monocyte differentiation,1.0
3112,GO:0120127,response to zinc ion starvation,1.0
3113,GO:0044728,DNA methylation or demethylation,1.0
3114,GO:0061037,negative regulation of cartilage development,1.0
3115,GO:0071586,CAAX-box protein processing,1.0
3116,GO:1900127,positive regulation of hyaluronan biosynthetic process,1.0
3117,GO:1904227,"negative regulation of glycogen synthase activity, transferring glucose-1-phosphate",1.0
3118,GO:0098971,anterograde dendritic transport of neurotransmitter receptor complex,1.0
3119,GO:0035279,mRNA cleavage involved in gene silencing by miRNA,1.0
3120,GO:1904990,regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway,1.0
3121,GO:2001301,lipoxin biosynthetic process,1.0
3122,GO:0031274,positive regulation of pseudopodium assembly,1.0
3123,GO:1902380,positive regulation of endoribonuclease activity,1.0
3124,GO:2000812,regulation of barbed-end actin filament capping,1.0
3125,GO:0007284,spermatogonial cell division,1.0
3126,GO:0072307,regulation of metanephric nephron tubule epithelial cell differentiation,1.0
3127,GO:1904567,response to wortmannin,1.0
3128,GO:0060606,tube closure,1.0
3129,GO:1905046,positive regulation of Schwann cell proliferation involved in axon regeneration,1.0
3130,GO:0061314,Notch signaling involved in heart development,1.0
3131,GO:1902512,positive regulation of apoptotic DNA fragmentation,1.0
3132,GO:0042447,hormone catabolic process,1.0
3133,GO:0006672,ceramide metabolic process,1.0
3134,GO:1904814,"regulation of protein localization to chromosome, telomeric region",1.0
3135,GO:0006423,cysteinyl-tRNA aminoacylation,1.0
3136,GO:0045078,positive regulation of interferon-gamma biosynthetic process,1.0
3137,GO:0016266,O-glycan processing,1.0
3138,GO:0061146,Peyer's patch morphogenesis,1.0
3139,GO:0014041,regulation of neuron maturation,1.0
3140,GO:1900115,extracellular regulation of signal transduction,1.0
3141,GO:1900739,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,1.0
3142,GO:0045063,T-helper 1 cell differentiation,1.0
3143,GO:1904764,chaperone-mediated autophagy translocation complex disassembly,1.0
3144,GO:0071205,protein localization to juxtaparanode region of axon,1.0
3145,GO:0043988,histone H3-S28 phosphorylation,1.0
3146,GO:0072174,metanephric tubule formation,1.0
3147,GO:1904240,negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly,1.0
3148,GO:0061684,chaperone-mediated autophagy,1.0
3149,GO:0015867,ATP transport,1.0
3150,GO:0036316,SREBP-SCAP complex retention in endoplasmic reticulum,1.0
3151,GO:0042088,T-helper 1 type immune response,1.0
3152,GO:0140245,regulation of translation at postsynapse,1.0
3153,GO:0002733,regulation of myeloid dendritic cell cytokine production,1.0
3154,GO:0072705,cellular response to mercaptoethanol,1.0
3155,GO:0042413,carnitine catabolic process,1.0
3156,GO:0006014,D-ribose metabolic process,1.0
3157,GO:0001546,preantral ovarian follicle growth,1.0
3158,GO:0034499,late endosome to Golgi transport,1.0
3159,GO:0000470,maturation of LSU-rRNA,1.0
3160,GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,1.0
3161,GO:0002357,defense response to tumor cell,1.0
3162,GO:0002518,lymphocyte chemotaxis across high endothelial venule,1.0
3163,GO:0044819,mitotic G1/S transition checkpoint,1.0
3164,GO:0007220,Notch receptor processing,1.0
3165,GO:0106015,negative regulation of inflammatory response to wounding,1.0
3166,GO:0044380,protein localization to cytoskeleton,1.0
3167,GO:0060897,neural plate regionalization,1.0
3168,GO:0060664,epithelial cell proliferation involved in salivary gland morphogenesis,1.0
3169,GO:0062000,positive regulation of cardiac endothelial to mesenchymal transition,1.0
3170,GO:1903564,regulation of protein localization to cilium,1.0
3171,GO:0009609,response to symbiotic bacterium,1.0
3172,GO:0035308,negative regulation of protein dephosphorylation,1.0
3173,GO:0043982,histone H4-K8 acetylation,1.0
3174,GO:0098963,dendritic transport of messenger ribonucleoprotein complex,1.0
3175,GO:2000280,regulation of root development,1.0
3176,GO:1901787,benzoyl-CoA metabolic process,1.0
3177,GO:0014739,positive regulation of muscle hyperplasia,1.0
3178,GO:0046461,neutral lipid catabolic process,1.0
3179,GO:0045407,positive regulation of interleukin-5 biosynthetic process,1.0
3180,GO:0021759,globus pallidus development,1.0
3181,GO:0051169,nuclear transport,1.0
3182,GO:2000556,positive regulation of T-helper 1 cell cytokine production,1.0
3183,GO:0034983,peptidyl-lysine deacetylation,1.0
3184,GO:0034260,negative regulation of GTPase activity,1.0
3185,GO:2000020,positive regulation of male gonad development,1.0
3186,GO:0032049,cardiolipin biosynthetic process,1.0
3187,GO:0043921,modulation by host of viral transcription,1.0
3188,GO:0046041,ITP metabolic process,1.0
3189,GO:0010668,ectodermal cell differentiation,1.0
3190,GO:0050915,sensory perception of sour taste,1.0
3191,GO:0032685,negative regulation of granulocyte macrophage colony-stimulating factor production,1.0
3192,GO:2000753,positive regulation of glucosylceramide catabolic process,1.0
3193,GO:0035745,T-helper 2 cell cytokine production,1.0
3194,GO:0090224,regulation of spindle organization,1.0
3195,GO:0061400,positive regulation of transcription from RNA polymerase II promoter in response to calcium ion,1.0
3196,GO:0070302,regulation of stress-activated protein kinase signaling cascade,1.0
3197,GO:1901026,ripoptosome assembly involved in necroptotic process,1.0
3198,GO:0018146,keratan sulfate biosynthetic process,1.0
3199,GO:0060335,positive regulation of interferon-gamma-mediated signaling pathway,1.0
3200,GO:0032618,interleukin-15 production,1.0
3201,GO:0035508,positive regulation of myosin-light-chain-phosphatase activity,1.0
3202,GO:2000170,positive regulation of peptidyl-cysteine S-nitrosylation,1.0
3203,GO:1903860,negative regulation of dendrite extension,1.0
3204,GO:0018931,naphthalene metabolic process,1.0
3205,GO:0035511,oxidative DNA demethylation,1.0
3206,GO:0031424,keratinization,1.0
3207,GO:0031449,regulation of slow-twitch skeletal muscle fiber contraction,1.0
3208,GO:1903673,mitotic cleavage furrow formation,1.0
3209,GO:1903709,uterine gland development,1.0
3210,GO:0150003,regulation of spontaneous synaptic transmission,1.0
3211,GO:0086019,cell-cell signaling involved in cardiac conduction,1.0
3212,GO:0043928,exonucleolytic catabolism of deadenylated mRNA,1.0
3213,GO:0048749,compound eye development,1.0
3214,GO:0014896,muscle hypertrophy,1.0
3215,GO:0038089,positive regulation of cell migration by vascular endothelial growth factor signaling pathway,1.0
3216,GO:1904851,positive regulation of establishment of protein localization to telomere,1.0
3217,GO:0046208,spermine catabolic process,1.0
3218,GO:0042168,heme metabolic process,1.0
3219,GO:0034589,hydroxyproline transport,1.0
3220,GO:0071684,organism emergence from protective structure,1.0
3221,GO:0016197,endosomal transport,1.0
3222,GO:0043116,negative regulation of vascular permeability,1.0
3223,GO:1903751,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide,1.0
3224,GO:0071929,alpha-tubulin acetylation,1.0
3225,GO:0009071,serine family amino acid catabolic process,1.0
3226,GO:1905855,positive regulation of heparan sulfate binding,1.0
3227,GO:0051188,cofactor biosynthetic process,1.0
3228,GO:0051984,positive regulation of chromosome segregation,1.0
3229,GO:0042491,inner ear auditory receptor cell differentiation,1.0
3230,GO:1903363,negative regulation of cellular protein catabolic process,1.0
3231,GO:0098829,intestinal folate absorption,1.0
3232,GO:0071245,cellular response to carbon monoxide,1.0
3233,GO:1904792,positive regulation of shelterin complex assembly,1.0
3234,GO:0070940,dephosphorylation of RNA polymerase II C-terminal domain,1.0
3235,GO:2000973,regulation of pro-B cell differentiation,1.0
3236,GO:0031946,regulation of glucocorticoid biosynthetic process,1.0
3237,GO:0002542,Factor XII activation,1.0
3238,GO:0042744,hydrogen peroxide catabolic process,1.0
3239,GO:1904202,negative regulation of iodide transport,1.0
3240,GO:0097350,neutrophil clearance,1.0
3241,GO:0090219,negative regulation of lipid kinase activity,1.0
3242,GO:0048701,embryonic cranial skeleton morphogenesis,1.0
3243,GO:1904899,positive regulation of hepatic stellate cell proliferation,1.0
3244,GO:0002221,pattern recognition receptor signaling pathway,1.0
3245,GO:1904881,cellular response to hydrogen sulfide,1.0
3246,GO:0007521,muscle cell fate determination,1.0
3247,GO:1903718,cellular response to ammonia,1.0
3248,GO:0062044,negative regulation of cardiac epithelial to mesenchymal transition,1.0
3249,GO:0046349,amino sugar biosynthetic process,1.0
3250,GO:0060474,positive regulation of flagellated sperm motility involved in capacitation,1.0
3251,GO:1905523,positive regulation of macrophage migration,1.0
3252,GO:1900276,regulation of proteinase activated receptor activity,1.0
3253,GO:0014719,skeletal muscle satellite cell activation,1.0
3254,GO:0038097,positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway,1.0
3255,GO:0099643,signal release from synapse,1.0
3256,GO:0001582,detection of chemical stimulus involved in sensory perception of sweet taste,1.0
3257,GO:0006851,mitochondrial calcium ion transmembrane transport,1.0
3258,GO:0034243,regulation of transcription elongation from RNA polymerase II promoter,1.0
3259,GO:0051445,regulation of meiotic cell cycle,1.0
3260,GO:0019547,arginine catabolic process to ornithine,1.0
3261,GO:0061316,canonical Wnt signaling pathway involved in heart development,1.0
3262,GO:0061091,regulation of phospholipid translocation,1.0
3263,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,1.0
3264,GO:0003056,regulation of vascular smooth muscle contraction,1.0
3265,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,1.0
3266,GO:0033141,positive regulation of peptidyl-serine phosphorylation of STAT protein,1.0
3267,GO:0098597,observational learning,1.0
3268,GO:0045654,positive regulation of megakaryocyte differentiation,1.0
3269,GO:0050854,regulation of antigen receptor-mediated signaling pathway,1.0
3270,GO:0007039,protein catabolic process in the vacuole,1.0
3271,GO:0046580,negative regulation of Ras protein signal transduction,1.0
3272,GO:0021511,spinal cord patterning,1.0
3273,GO:1901077,regulation of relaxation of muscle,1.0
3274,GO:2000820,negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation,1.0
3275,GO:0046984,regulation of hemoglobin biosynthetic process,1.0
3276,GO:0019516,lactate oxidation,1.0
3277,GO:0060100,"positive regulation of phagocytosis, engulfment",1.0
3278,GO:0002857,positive regulation of natural killer cell mediated immune response to tumor cell,1.0
3279,GO:0042488,positive regulation of odontogenesis of dentin-containing tooth,1.0
3280,GO:0015740,C4-dicarboxylate transport,1.0
3281,GO:0007250,activation of NF-kappaB-inducing kinase activity,1.0
3282,GO:1902824,positive regulation of late endosome to lysosome transport,1.0
3283,GO:0030071,regulation of mitotic metaphase/anaphase transition,1.0
3284,GO:0048698,negative regulation of collateral sprouting in absence of injury,1.0
3285,GO:0045085,negative regulation of interleukin-2 biosynthetic process,1.0
3286,GO:0000147,actin cortical patch assembly,1.0
3287,GO:0014067,negative regulation of phosphatidylinositol 3-kinase signaling,1.0
3288,GO:2000586,regulation of platelet-derived growth factor receptor-beta signaling pathway,1.0
3289,GO:1902992,negative regulation of amyloid precursor protein catabolic process,1.0
3290,GO:1904282,regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I,1.0
3291,GO:0031204,"posttranslational protein targeting to membrane, translocation",1.0
3292,GO:0018424,peptidyl-glutamic acid poly-ADP-ribosylation,1.0
3293,GO:0007501,mesodermal cell fate specification,1.0
3294,GO:0003058,hormonal regulation of the force of heart contraction,1.0
3295,GO:0001892,embryonic placenta development,1.0
3296,GO:0045759,negative regulation of action potential,1.0
3297,GO:0071425,hematopoietic stem cell proliferation,1.0
3298,GO:0006415,translational termination,1.0
3299,GO:0060997,dendritic spine morphogenesis,1.0
3300,GO:2000651,positive regulation of sodium ion transmembrane transporter activity,1.0
3301,GO:0033182,regulation of histone ubiquitination,1.0
3302,GO:2001024,negative regulation of response to drug,1.0
3303,GO:1904293,negative regulation of ERAD pathway,1.0
3304,GO:0018393,internal peptidyl-lysine acetylation,1.0
3305,GO:0050942,positive regulation of pigment cell differentiation,1.0
3306,GO:1904577,cellular response to tunicamycin,1.0
3307,GO:0032025,response to cobalt ion,1.0
3308,GO:2001032,regulation of double-strand break repair via nonhomologous end joining,1.0
3309,GO:1903926,cellular response to bisphenol A,1.0
3310,GO:0090042,tubulin deacetylation,1.0
3311,GO:0032303,regulation of icosanoid secretion,1.0
3312,GO:1905443,regulation of clathrin coat assembly,1.0
3313,GO:0001080,nitrogen catabolite activation of transcription from RNA polymerase II promoter,1.0
3314,GO:0051599,response to hydrostatic pressure,1.0
3315,GO:0031937,positive regulation of chromatin silencing,1.0
3316,GO:0016576,histone dephosphorylation,1.0
3317,GO:0006556,S-adenosylmethionine biosynthetic process,1.0
3318,GO:1901656,glycoside transport,1.0
3319,GO:0090043,regulation of tubulin deacetylation,1.0
3320,GO:0038169,somatostatin receptor signaling pathway,1.0
3321,GO:0010935,regulation of macrophage cytokine production,1.0
3322,GO:0061565,dAMP phosphorylation,1.0
3323,GO:0046124,purine deoxyribonucleoside catabolic process,1.0
3324,GO:0006274,DNA replication termination,1.0
3325,GO:0009308,amine metabolic process,1.0
3326,GO:0008635,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c,1.0
3327,GO:0001935,endothelial cell proliferation,1.0
3328,GO:0071360,cellular response to exogenous dsRNA,1.0
3329,GO:0021936,regulation of cerebellar granule cell precursor proliferation,1.0
3330,GO:0035434,copper ion transmembrane transport,1.0
3331,GO:1902317,nuclear DNA replication termination,1.0
3332,GO:0070734,histone H3-K27 methylation,1.0
3333,GO:1901857,positive regulation of cellular respiration,1.0
3334,GO:0003083,negative regulation of renal output by angiotensin,1.0
3335,GO:1904226,"regulation of glycogen synthase activity, transferring glucose-1-phosphate",1.0
3336,GO:0038098,sequestering of BMP from receptor via BMP binding,1.0
3337,GO:0021702,cerebellar Purkinje cell differentiation,1.0
3338,GO:0090035,positive regulation of chaperone-mediated protein complex assembly,1.0
3339,GO:0071372,cellular response to follicle-stimulating hormone stimulus,1.0
3340,GO:0051793,medium-chain fatty acid catabolic process,1.0
3341,GO:0098921,retrograde trans-synaptic signaling by endocannabinoid,1.0
3342,GO:0090162,establishment of epithelial cell polarity,1.0
3343,GO:0072422,signal transduction involved in DNA damage checkpoint,1.0
3344,GO:1902771,positive regulation of choline O-acetyltransferase activity,1.0
3345,GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,1.0
3346,GO:0030953,astral microtubule organization,1.0
3347,GO:0072144,glomerular mesangial cell development,1.0
3348,GO:0060180,female mating behavior,1.0
3349,GO:0044495,modulation of blood pressure in other organism,1.0
3350,GO:0051030,snRNA transport,1.0
3351,GO:2001268,negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,1.0
3352,GO:0050655,dermatan sulfate proteoglycan metabolic process,1.0
3353,GO:0043313,regulation of neutrophil degranulation,1.0
3354,GO:0097068,response to thyroxine,1.0
3355,GO:0051016,barbed-end actin filament capping,1.0
3356,GO:0060710,chorio-allantoic fusion,1.0
3357,GO:0030948,negative regulation of vascular endothelial growth factor receptor signaling pathway,1.0
3358,GO:2000638,regulation of SREBP signaling pathway,1.0
3359,GO:0050928,negative regulation of positive chemotaxis,1.0
3360,GO:0019730,antimicrobial humoral response,1.0
3361,GO:0016561,"protein import into peroxisome matrix, translocation",1.0
3362,GO:0006228,UTP biosynthetic process,1.0
