node_id,degree,protein_id,protein_name,role
3657,307,5295,PIK3R1,common_pred_lci
891,355,1213,CLTC,common_pred_lci
3714,130,5359,PLSCR1,common_pred_lci
4113,253,5901,RAN,common_pred_lci
1189,76,1643,DDB2,common_pred_lci
1716,354,2521,FUS,common_pred_lci
2485,463,3609,ILF3,common_pred_lci
7360,137,10413,YAP1,common_pred_lci
2882,135,4137,MAPT,common_pred_lci
3283,212,4792,NFKBIA,common_pred_lci
4965,323,7013,TERF1,common_pred_lci
11791,283,29979,UBQLN1,common_pred_lci
2187,41,3150,HMGN1,common_pred_lci
1373,613,1915,EEF1A1,common_pred_lci
2579,54,3727,JUND,common_pred_lci
5661,148,8243,SMC1A,common_pred_lci
4138,114,5929,RBBP5,common_pred_lci
5717,103,8338,HIST2H2AC,common_pred_lci
7269,234,10286,BCAS2,common_pred_lci
3196,73,4676,NAP1L4,common_pred_lci
5258,88,7391,USF1,common_pred_lci
145,129,208,AKT2,common_pred_lci
6290,128,9112,MTA1,common_pred_lci
7375,117,10432,RBM14,common_pred_lci
4316,83,6198,RPS6KB1,common_pred_lci
4337,151,6231,RPS26,common_pred_lci
7965,206,11198,SUPT16H,common_pred_lci
7021,30,9971,NR1H4,common_pred_lci
5486,15,7799,PRDM2,common_pred_lci
12663,41,51008,ASCC1,common_pred_lci
1913,455,2801,GOLGA2,common_pred_lci
7040,76,10000,AKT3,common_pred_lci
2484,451,3608,ILF2,common_pred_lci
7125,119,10111,RAD50,common_pred_lci
3033,98,4350,MPG,common_pred_lci
10207,261,23411,SIRT1,common_pred_lci
4143,79,5934,RBL2,common_pred_lci
3264,24,4760,NEUROD1,common_pred_lci
5864,44,8536,CAMK1,common_pred_lci
2983,39,4286,MITF,common_pred_lci
10550,124,155348,,common_pred_lci
5095,184,7159,TP53BP2,common_pred_lci
5120,509,7186,TRAF2,common_pred_lci
4280,231,6155,RPL27,common_pred_lci
5714,108,8335,HIST1H2AB,common_pred_lci
3675,194,5315,PKM,common_pred_lci
4456,26,6382,SDC1,common_pred_lci
7790,321,10980,COPS6,common_pred_lci
4777,57,6760,SS18,common_pred_lci
3513,41,5106,PCK2,common_pred_lci
10259,76,23476,BRD4,common_pred_lci
11560,20,28999,KLF15,common_pred_lci
5176,38,7291,TWIST1,common_pred_lci
5436,41,7707,ZNF148,common_pred_lci
2391,30,3454,IFNAR1,common_pred_lci
10210,18,23414,ZFPM2,common_pred_lci
231,111,328,APEX1,common_pred_lci
5587,35,8050,PDHX,common_pred_lci
12798,49,51176,LEF1,common_pred_lci
7797,271,10989,IMMT,common_pred_lci
3269,82,4772,NFATC1,common_pred_lci
9800,64,22933,SIRT2,common_pred_lci
1438,144,2017,CTTN,common_pred_lci
1513,21,2118,ETV4,common_pred_lci
3854,181,5562,PRKAA1,common_pred_lci
3855,171,5563,PRKAA2,common_pred_lci
17398,29,79155,TNIP2,common_pred_lci
5146,215,7251,TSG101,common_pred_lci
17912,58,80335,WDR82,common_pred_lci
314,12,430,ASCL2,common_pred_lci
332,37,473,RERE,common_pred_lci
4403,110,6314,ATXN7,common_pred_lci
3332,211,4851,NOTCH1,common_pred_lci
13700,173,54971,BANP,common_pred_lci
3983,88,5716,PSMD10,common_pred_lci
2524,34,3660,IRF2,common_pred_lci
11863,39,30827,CXXC1,common_pred_lci
14807,218,57332,CBX8,common_pred_lci
6655,38,9575,CLOCK,common_pred_lci
3699,68,5340,PLG,common_pred_lci
4915,295,6925,TCF4,common_pred_lci
14016,21,55363,HEMGN,common_pred_lci
4317,207,6199,RPS6KB2,common_pred_lci
3512,98,5105,PCK1,common_pred_lci
7886,171,11100,HNRNPUL1,common_pred_lci
6365,180,9212,AURKB,common_pred_lci
7048,53,10009,ZBTB33,common_pred_lci
4236,34,6095,RORA,common_pred_lci
15232,79,60485,SAV1,common_pred_lci
6145,39,8888,MCM3AP,common_pred_lci
18604,63,84289,ING5,common_pred_lci
1274,55,1780,DYNC1I1,common_pred_lci
15436,20,64100,ELSPBP1,common_pred_lci
5259,48,7392,USF2,common_pred_lci
4977,48,7026,NR2F2,common_pred_lci
9179,7,20181,,common_pred_lci
6638,8,140628,GATA5,common_pred_lci
2845,72,4090,SMAD5,common_pred_lci
858,38,1161,ERCC8,common_pred_lci
2077,137,3007,HIST1H1D,common_pred_lci
2912,164,4173,MCM4,common_pred_lci
7184,94,10188,TNK2,common_pred_lci
4892,18,6900,CNTN2,common_pred_lci
3825,43,5527,PPP2R5C,common_pred_lci
4478,5,6414,SELENOP,common_pred_lci
3202,88,4683,NBN,common_pred_lci
6445,58,9328,GTF3C5,common_pred_lci
10829,36,317772,HIST2H2AB,common_pred_lci
5341,39,7507,XPA,common_pred_lci
18096,71,81620,CDT1,common_pred_lci
2496,37,3622,ING2,common_pred_lci
3044,130,4361,MRE11,common_pred_lci
8707,3,16978,,common_pred_lci
4396,51,6304,SATB1,common_pred_lci
17813,20,80149,ZC3H12A,common_pred_lci
17686,9,79884,MAP9,common_pred_lci
1828,12,133746,JMY,common_pred_lci
10615,97,155807,,common_pred_lci
21421,79,653121,ZBTB8A,common_pred_lci
1965,101,2874,GPS2,common_pred_lci
3745,44,5423,POLB,common_pred_lci
6587,177,9500,MAGED1,common_pred_lci
1599,60,2237,FEN1,common_pred_lci
4659,244,6625,SNRNP70,common_pred_lci
52,155,86,ACTL6A,common_pred_lci
1091,90,1495,CTNNA1,common_pred_lci
3654,55,5292,PIM1,common_pred_lci
5191,293,7311,UBA52,common_pred_lci
5192,256,7314,UBB,common_pred_lci
12881,112,51295,ECSIT,common_pred_lci
5207,143,7332,UBE2L3,common_pred_lci
7256,69,10270,AKAP8,common_pred_lci
6235,47,9043,SPAG9,common_pred_lci
7258,258,10273,STUB1,common_pred_lci
9835,41,22992,KDM2A,common_pred_lci
7794,234,10985,GCN1,common_pred_lci
3703,268,5347,PLK1,common_pred_lci
1662,359,2316,FLNA,common_pred_lci
6275,92,9093,DNAJA3,common_pred_lci
13960,182,55294,FBXW7,common_pred_lci
5798,763,8454,CUL1,common_pred_lci
4265,358,6137,RPL13,common_pred_lci
1199,156,1653,DDX1,common_pred_lci
5810,107,8471,IRS4,common_pred_lci
13018,74,51520,LARS,common_pred_lci
15069,121,57805,CCAR2,common_pred_lci
5344,1256,7514,XPO1,common_pred_lci
4339,304,6233,RPS27A,common_pred_lci
3835,61,5537,PPP6C,common_pred_lci
2301,353,3303,HSPA1A,common_pred_lci
4866,112,6872,TAF1,common_pred_lci
4874,132,6880,TAF9,common_pred_lci
6456,294,9343,EFTUD2,common_pred_lci
2885,84,4141,MARS,common_pred_lci
7495,188,10575,CCT4,common_pred_lci
4937,289,6950,TCP1,common_pred_lci
2944,73,4221,MEN1,common_pred_lci
5506,399,7846,TUBA1A,common_pred_lci
7591,181,10694,CCT8,common_pred_lci
4551,251,6500,SKP1,common_pred_lci
11218,99,26993,AKAP8L,common_pred_lci
1497,387,2091,FBL,common_pred_lci
2014,362,2932,GSK3B,common_pred_lci
7137,203,10128,LRPPRC,common_pred_lci
7651,45,10788,IQGAP2,common_pred_lci
16878,361,203068,TUBB,common_pred_lci
7665,99,10808,HSPH1,common_pred_lci
2045,149,2969,GTF2I,common_pred_lci
2907,306,4163,MCC,common_pred_lci
3380,1965,4914,NTRK1,common_pred_lci
6712,392,9641,IKBKE,common_pred_lci
4219,756,6045,RNF2,common_pred_lci
5797,507,8453,CUL2,common_pred_lci
3858,420,5566,PRKACA,common_pred_lci
5,33,12,SERPINA3,common_pred_lci
4010,200,5747,PTK2,common_pred_lci
5950,76,8651,SOCS1,common_pred_lci
18526,81,84172,POLR1B,common_pred_lci
5522,313,7874,USP7,common_pred_lci
5304,102,7454,WAS,common_pred_lci
963,74,1326,MAP3K8,common_pred_lci
205,169,301,ANXA1,common_pred_lci
6221,79,9021,SOCS3,common_pred_lci
493,123,695,BTK,common_pred_lci
3190,400,4670,HNRNPM,common_pred_lci
2946,687,4223,MEOX2,common_pred_lci
4324,350,6207,RPS13,common_pred_lci
10284,338,23512,SUZ12,common_pred_lci
574,174,805,CALM2,common_pred_lci
17998,60,80854,SETD7,common_pred_lci
4257,408,6128,RPL6,common_pred_lci
6307,92,9131,AIFM1,common_pred_lci
15529,41,64324,NSD1,common_pred_lci
4269,335,6141,RPL18,common_pred_lci
3759,98,5437,POLR2H,common_pred_lci
3763,96,5441,POLR2L,common_pred_lci
3772,31,5452,POU2F2,common_pred_lci
203,335,292,SLC25A5,common_pred_lci
716,44,984,CDK11B,common_pred_lci
6349,228,9188,DDX21,common_pred_lci
4307,395,6188,RPS3,common_pred_lci
4325,263,6208,RPS14,common_pred_lci
3815,158,5516,PPP2CB,common_pred_lci
4328,268,6217,RPS16,common_pred_lci
2303,163,3305,HSPA1L,common_pred_lci
11603,152,29110,TBK1,common_pred_lci
7528,64,10614,HEXIM1,common_pred_lci
8044,325,11331,PHB2,common_pred_lci
6537,64,9443,MED7,common_pred_lci
4494,222,6432,SRSF7,common_pred_lci
408,282,580,BARD1,common_pred_lci
1475,247,2058,EPRS,common_pred_lci
2532,28,3670,ISL1,common_pred_lci
10216,78,23421,ITGB3BP,common_pred_lci
1532,284,2146,EZH2,common_pred_lci
3284,111,4793,NFKBIB,common_pred_lci
2670,122,3839,KPNA3,common_pred_lci
3817,106,5519,PPP2R1B,common_pred_lci
6616,125,9532,BAG2,common_pred_lci
7363,360,10419,PRMT5,common_pred_lci
4173,96,5981,RFC1,common_pred_lci
6881,134,9817,KEAP1,common_pred_lci
3898,39,5608,MAP2K6,common_pred_lci
6458,396,9349,RPL23,common_pred_lci
21450,49,653361,NCF1,common_pred_lci
1374,165,1917,EEF1A2,common_pred_lci
354,213,498,ATP5F1A,common_pred_lci
2299,175,3301,DNAJA1,common_pred_lci
4165,109,5971,RELB,common_pred_lci
4169,72,5977,DPF2,common_pred_lci
5610,25,8110,DPF3,common_pred_lci
13943,25,55274,PHF10,common_pred_lci
19494,8,222643,UNC5CL,common_pred_lci
2445,29,3559,IL2RA,common_pred_lci
4879,183,6885,MAP3K7,common_pred_lci
3681,52,5321,PLA2G4A,common_pred_lci
7395,131,10456,HAX1,common_pred_lci
3427,77,4988,OPRM1,common_pred_lci
12933,136,51366,UBR5,common_pred_lci
5272,446,7412,VCAM1,common_pred_lci
5658,139,8239,USP9X,common_pred_lci
10799,192,25885,POLR1A,common_pred_lci
6847,313,9782,MATR3,common_pred_lci
204,207,293,SLC25A6,common_pred_lci
4434,47,6352,CCL5,common_pred_lci
5002,119,7052,TGM2,common_pred_lci
3060,36,4486,MST1R,common_pred_lci
5199,257,7322,UBE2D2,common_pred_lci
17635,73,79813,EHMT1,common_pred_lci
3936,17,5657,PRTN3,common_pred_lci
3619,41,136319,MTPN,common_pred_lci
6427,46,9306,SOCS6,common_pred_lci
7294,124,10318,TNIP1,common_pred_lci
5633,10,8193,DPF1,common_pred_lci
7687,44,10849,CD3EAP,common_pred_lci
14346,40,55922,NKRF,common_pred_lci
3088,44,4528,MTIF2,common_pred_lci
563,131,790,CAD,common_pred_lci
5200,229,7323,UBE2D3,common_pred_lci
19031,95,347733,TUBB2B,common_pred_lci
9828,32,22984,PDCD11,common_pred_lci
19599,89,92609,TIMM50,common_pred_lci
12953,15,51397,COMMD10,common_pred_lci
4281,238,6156,RPL30,common_pred_lci
3285,72,4794,NFKBIE,common_pred_lci
15574,60,64425,POLR1E,common_pred_lci
3829,71,5531,PPP4C,common_pred_lci
20218,50,113457,TUBA3D,common_pred_lci
3337,35,4856,NOV,common_pred_lci
6413,70,9276,COPB2,common_pred_lci
18193,22,2703390,,common_pred_lci
8979,15,149951,COMMD7,common_pred_lci
11555,12,28991,COMMD5,common_pred_lci
1320,37,1831,TSC22D3,common_pred_lci
2355,25,3394,IRF8,common_pred_lci
1865,31,2734,GLG1,common_pred_lci
13671,47,54939,COMMD4,common_pred_lci
13681,22,54951,COMMD8,common_pred_lci
10107,403,23291,FBXW11,common_pred_lci
6553,43,9462,RASAL2,common_pred_lci
12196,19,170622,COMMD6,common_pred_lci
12718,58,51082,POLR1D,common_pred_lci
3530,38,5134,PDCD2,common_pred_lci
12756,26,51122,COMMD2,common_pred_lci
5604,28,8091,HMGA2,common_pred_lci
4872,85,6878,TAF6,common_pred_lci
2995,40,4299,AFF1,common_pred_lci
7540,30,10628,TXNIP,common_pred_lci
4668,221,6634,SNRPD3,common_pred_lci
6220,154,9020,MAP3K14,common_pred_lci
2751,148,3959,LGALS3BP,common_pred_lci
7903,112,11124,FAF1,common_pred_lci
13037,125,51548,SIRT6,common_pred_lci
5616,197,8139,GAN,common_pred_lci
814,92,1111,CHEK1,common_pred_lci
11106,79,26523,AGO1,common_pred_lci
121,301,166,AES,common_pred_lci
10067,99,23243,ANKRD28,common_pred_lci
1376,166,1936,EEF1D,common_pred_lci
2681,74,3852,KRT5,common_pred_lci
13308,17,53944,CSNK1G1,common_pred_lci
18815,27,84816,RTN4IP1,common_pred_lci
5034,142,7088,TLE1,common_pred_lci
728,73,997,CDC34,common_pred_lci
19158,100,220717,RPLP0P6,common_pred_lci
2350,159,3383,ICAM1,common_pred_lci
14247,29,55781,RIOK2,common_pred_lci
11744,36,29920,PYCR2,common_pred_lci
7159,48,10153,CEBPZ,common_pred_lci
2936,16,4210,MEFV,common_pred_lci
6975,157,9919,SEC16A,common_pred_lci
2076,88,3006,HIST1H1C,common_pred_lci
4899,54,6907,TBL1X,common_pred_lci
7785,35,10973,ASCC3,common_pred_lci
10257,15,23474,ETHE1,common_pred_lci
12985,27,51455,REV1,common_pred_lci
13058,100,51588,PIAS4,common_pred_lci
4395,108,6303,SAT1,common_pred_lci
14134,49,55643,BTBD2,common_pred_lci
1964,68,2873,GPS1,common_pred_lci
14215,50,55743,CHFR,common_pred_lci
4107,209,5894,RAF1,common_pred_lci
17691,48,79890,RIN3,common_pred_lci
5021,46,7074,TIAM1,common_pred_lci
3746,91,5424,POLD1,common_pred_lci
6563,17,9472,AKAP6,common_pred_lci
2215,367,3190,HNRNPK,common_pred_lci
3753,133,5431,POLR2B,common_pred_lci
431,97,613,BCR,common_pred_lci
1094,62,1500,CTNND1,common_pred_lci
7500,46,10580,SORBS1,common_pred_lci
15205,47,60312,AFAP1,common_pred_lci
1385,34,1947,EFNB1,common_pred_lci
5354,398,7529,YWHAB,common_pred_lci
5356,426,7531,YWHAE,common_pred_lci
750,163,1020,CDK5,common_pred_lci
751,160,1021,CDK6,common_pred_lci
7795,828,10987,COPS5,common_pred_lci
6095,284,8826,IQGAP1,common_pred_lci
5131,250,7205,TRIP6,common_pred_lci
2155,333,3106,HLA-B,common_pred_lci
11027,37,26271,FBXO5,common_pred_lci
53,164,87,ACTN1,common_pred_lci
11124,58,26578,OSTF1,common_pred_lci
1341,141,1856,DVL2,common_pred_lci
10650,65,156110,,common_pred_lci
1459,25,2042,EPHA3,common_pred_lci
7478,51,10557,RPP38,common_pred_lci
5015,75,7068,THRB,common_pred_lci
4639,168,6605,SMARCE1,common_pred_lci
11613,32,29123,ANKRD11,common_pred_lci
3966,81,5698,PSMB9,common_pred_lci
2561,46,3702,ITK,common_pred_lci
1154,81,1600,DAB1,common_pred_lci
1287,53,1796,DOK1,common_pred_lci
2574,136,3717,JAK2,common_pred_lci
19,52,27,ABL2,common_pred_lci
2580,147,3728,JUP,common_pred_lci
1562,92,2185,PTK2B,common_pred_lci
4511,34,6452,SH3BP2,common_pred_lci
4130,97,5921,RASA1,common_pred_lci
15674,21,64759,TNS3,common_pred_lci
5179,29,7294,TXK,common_pred_lci
5834,137,8503,PIK3R3,common_pred_lci
2889,13,4145,MATK,common_pred_lci
4686,92,6654,SOS1,common_pred_lci
11081,14,26469,PTPN18,common_pred_lci
1481,87,2065,ERBB3,common_pred_lci
466,32,660,BMX,common_pred_lci
1627,44,2268,FGR,common_pred_lci
1245,129,1742,DLG4,common_pred_lci
7391,24,10451,VAV3,common_pred_lci
2404,93,3480,IGF1R,common_pred_lci
16613,10,855836,,common_pred_lci
614,220,857,CAV1,common_pred_lci
2154,104,3105,HLA-A,common_pred_lci
3694,279,5335,PLCG1,common_pred_lci
3695,126,5336,PLCG2,common_pred_lci
624,276,867,CBL,common_pred_lci
14191,43,55715,DOK4,common_pred_lci
118,127,163,AP2B1,common_pred_lci
1536,17,2151,F2RL2,common_pred_lci
5123,552,7189,TRAF6,common_pred_lci
18972,27,85358,SHANK3,common_pred_lci
14881,73,57506,MAVS,common_pred_lci
11812,292,30011,SH3KBP1,common_pred_lci
6182,54,8936,WASF1,common_pred_lci
8745,30,17196,,common_pred_lci
5164,10,7275,TUB,common_pred_lci
6199,82,8976,WASL,common_pred_lci
19523,63,91746,YTHDC1,common_pred_lci
17987,7,80831,APOL5,common_pred_lci
4687,39,6655,SOS2,common_pred_lci
596,51,831,CAST,common_pred_lci
3671,41,5310,PKD1,common_pred_lci
7262,39,10278,EFS,common_pred_lci
625,81,868,CBLB,common_pred_lci
4722,16,6700,SPRR2A,common_pred_lci
9845,23,23002,DAAM1,common_pred_lci
10362,118,23607,CD2AP,common_pred_lci
10369,24,23616,SH3BP1,common_pred_lci
19596,24,92591,ASB16,common_pred_lci
4752,460,6733,SRPK2,common_pred_lci
6809,15,9744,ACAP1,common_pred_lci
3248,317,4734,NEDD4,common_pred_lci
7349,286,10399,RACK1,common_pred_lci
1725,23,2533,FYB1,common_pred_lci
12990,39,51466,EVL,common_pred_lci
6849,33,9784,SNX17,common_pred_lci
2246,103,3224,HOXC8,common_pred_lci
2762,69,3980,LIG3,common_pred_lci
6858,93,9793,CKAP5,common_pred_lci
5837,20,8506,CNTNAP1,common_pred_lci
2780,28,4007,PRICKLE3,common_pred_lci
5857,6,8529,CYP4F2,common_pred_lci
1250,115,1748,DLX4,common_pred_lci
6377,29,9228,DLGAP2,common_pred_lci
6378,33,9229,DLGAP1,common_pred_lci
1257,101,1759,DNM1,common_pred_lci
5357,542,7532,YWHAG,common_pred_lci
1277,137,1785,DNM2,common_pred_lci
1286,15,1795,DOCK3,common_pred_lci
7954,38,11184,MAP4K1,common_pred_lci
15138,21,58512,DLGAP3,common_pred_lci
15655,30,64714,PDIA2,common_pred_lci
5944,10,139716,GAB3,common_pred_lci
14650,10,56955,MEPE,common_pred_lci
7996,13,11248,NXPH3,common_pred_lci
12609,47,50807,ASAP1,common_pred_lci
15696,19,64780,MICAL1,common_pred_lci
14673,6,56995,TULP4,common_pred_lci
3414,10,4969,OGN,common_pred_lci
1384,18,1946,EFNA5,common_pred_lci
1911,40,2799,GNS,common_pred_lci
6011,88,8724,SNX3,common_pred_lci
7045,117,10006,ABI1,common_pred_lci
394,30,558,AXL,common_pred_lci
7059,9,10021,HCN4,common_pred_lci
6036,48,8751,ADAM15,common_pred_lci
14744,111,57142,RTN4,common_pred_lci
1432,225,2010,EMD,common_pred_lci
3489,34,5077,PAX3,common_pred_lci
4519,20,6461,SHB,common_pred_lci
429,9,610,HCN2,common_pred_lci
21422,9,128853,DUSP15,common_pred_lci
4018,142,5770,PTPN1,common_pred_lci
1974,62,2887,GRB10,common_pred_lci
4022,123,5777,PTPN6,common_pred_lci
1976,33,2889,RAPGEF1,common_pred_lci
1465,41,2048,EPHB2,common_pred_lci
18362,8,83747,,common_pred_lci
14780,16,57190,SELENON,common_pred_lci
9963,103,23136,EPB41L3,common_pred_lci
3539,69,5144,PDE4D,common_pred_lci
4063,151,5829,PXN,common_pred_lci
3554,111,5159,PDGFRB,common_pred_lci
13808,50,55114,ARHGAP17,common_pred_lci
4595,11,6549,SLC9A2,common_pred_lci
9716,51,22839,DLGAP4,common_pred_lci
6646,96,9564,BCAR1,common_pred_lci
6283,82,9101,USP8,common_pred_lci
3859,217,5567,PRKACB,common_pred_lci
2550,70,3690,ITGB3,common_pred_lci
5121,140,7187,TRAF3,common_pred_lci
6173,35,8926,SNURF,common_pred_lci
2687,68,3858,KRT10,common_pred_lci
1663,114,2317,FLNB,common_pred_lci
1697,18,133522,PPARGC1B,common_pred_lci
18088,62,81608,FIP1L1,common_pred_lci
3754,122,5432,POLR2C,common_pred_lci
3755,76,5433,POLR2D,common_pred_lci
3756,126,5434,POLR2E,common_pred_lci
3757,90,5435,POLR2F,common_pred_lci
3758,106,5436,POLR2G,common_pred_lci
3760,54,5438,POLR2I,common_pred_lci
3761,74,5439,POLR2J,common_pred_lci
3762,44,5440,POLR2K,common_pred_lci
6839,99,9774,BCLAF1,common_pred_lci
17679,15,79872,CBLL1,common_pred_lci
3860,158,5568,PRKACG,common_pred_lci
791,166,1072,CFL1,common_pred_lci
289,100,396,ARHGDIA,common_pred_lci
5952,18,8653,DDX3Y,common_pred_lci
7017,137,9967,THRAP3,common_pred_lci
14806,41,57326,PBXIP1,common_pred_lci
2015,88,2934,GSN,common_pred_lci
7152,133,10146,G3BP1,common_pred_lci
6138,119,8880,FUBP1,common_pred_lci
5234,25,7364,UGT2B7,common_pred_lci
5074,219,7132,TNFRSF1A,common_pred_lci
18780,497,84708,LNX1,common_pred_lci
6615,493,9531,BAG3,common_pred_lci
2271,113,3265,HRAS,common_pred_lci
4343,36,6237,RRAS,common_pred_lci
109,276,154,ADRB2,common_pred_lci
13489,20,54602,NDFIP2,common_pred_lci
3551,65,5156,PDGFRA,common_pred_lci
5351,156,7525,YES1,common_pred_lci
4459,332,6386,SDCBP,common_pred_lci
435,22,624,BDKRB2,common_pred_lci
1730,77,2539,G6PD,common_pred_lci
1446,52,2027,ENO3,common_pred_lci
1047,37,1439,CSF2RB,common_pred_lci
2455,14,3570,IL6R,common_pred_lci
14115,17,55620,STAP2,common_pred_lci
166,98,238,ALK,common_pred_lci
1324,38,1837,DTNA,common_pred_lci
4019,39,5771,PTPN2,common_pred_lci
6219,27,9019,MPZL1,common_pred_lci
798,6,1084,CEACAM3,common_pred_lci
18439,547,83987,CCDC8,common_pred_lci
5659,193,8241,RBM10,common_pred_lci
5962,142,8664,EIF3D,common_pred_lci
10376,40,23624,CBLC,common_pred_lci
19262,45,90273,CEACAM21,common_pred_lci
1735,51,2549,GAB1,common_pred_lci
7916,311,11140,CDC37,common_pred_lci
3092,63,4536,MT-ND2,common_pred_lci
4457,58,6383,SDC2,common_pred_lci
2796,89,4035,LRP1,common_pred_lci
1669,27,2324,FLT4,common_pred_lci
17418,45,79187,FSD1,common_pred_lci
285,48,392,ARHGAP1,common_pred_lci
682,13,945,CD33,common_pred_lci
1586,24,2213,FCGR2B,common_pred_lci
1991,56,2904,GRIN2B,common_pred_lci
7244,130,10253,SPRY2,common_pred_lci
734,23,1003,CDH5,common_pred_lci
3569,30,5175,PECAM1,common_pred_lci
7674,34,10818,FRS2,common_pred_lci
267,104,369,ARAF,common_pred_lci
256,108,356,FASLG,common_pred_lci
5853,40,8525,DGKZ,common_pred_lci
1386,74,1948,EFNB2,common_pred_lci
5906,43,8600,TNFSF11,common_pred_lci
111,101,156,GRK2,common_pred_lci
2997,70,4301,AFDN,common_pred_lci
1476,78,2059,EPS8,common_pred_lci
3458,10,5029,P2RY2,common_pred_lci
131,42,185,AGTR1,common_pred_lci
1159,53,1605,DAG1,common_pred_lci
2057,34,2983,GUCY1B1,common_pred_lci
3321,79,4836,NMT1,common_pred_lci
3327,155,4843,NOS2,common_pred_lci
13331,24,54106,TLR9,common_pred_lci
5274,182,7414,VCL,common_pred_lci
2597,37,3752,KCND3,common_pred_lci
301,314,408,ARRB1,common_pred_lci
302,366,409,ARRB2,common_pred_lci
4656,390,6622,SNCA,common_pred_lci
5045,45,7099,TLR4,common_pred_lci
13141,327,51741,WWOX,common_pred_lci
4851,66,6853,SYN1,common_pred_lci
5119,306,7185,TRAF1,common_pred_lci
202,68,291,SLC25A4,common_pred_lci
1629,18,2272,FHIT,common_pred_lci
9593,79,284427,SLC25A41,common_pred_lci
13483,31,54583,EGLN1,common_pred_lci
7311,175,10342,TFG,common_pred_lci
9789,65,22920,KIFAP3,common_pred_lci
214,142,310,ANXA7,common_pred_lci
2360,11,3400,ID4,common_pred_lci
5286,176,7430,EZR,common_pred_lci
5186,33,7301,TYRO3,common_pred_lci
2879,57,4133,MAP2,common_pred_lci
5582,42,8038,ADAM12,common_pred_lci
4195,22,6004,RGS16,common_pred_lci
615,14,858,CAV2,common_pred_lci
3696,54,5337,PLD1,common_pred_lci
3697,54,5338,PLD2,common_pred_lci
6808,50,9743,ARHGAP32,common_pred_lci
5295,14,7442,TRPV1,common_pred_lci
701,35,966,CD59,common_pred_lci
726,44,995,CDC25C,common_pred_lci
15749,11,64866,CDCP1,common_pred_lci
7053,142,10015,PDCD6IP,common_pred_lci
7068,61,10040,TOM1L1,common_pred_lci
7071,11,10044,SH2D3C,common_pred_lci
3565,108,5170,PDPK1,common_pred_lci
350,47,493,ATP2B4,common_pred_lci
5897,99,8570,KHSRP,common_pred_lci
1554,87,2175,FANCA,common_pred_lci
729,305,998,CDC42,common_pred_lci
1390,16,1952,CELSR2,common_pred_lci
4862,28,6868,ADAM17,common_pred_lci
4132,24,5923,RASGRF1,common_pred_lci
3164,62,4638,MYLK,common_pred_lci
4226,243,6059,ABCE1,common_pred_lci
9946,16,23113,CUL9,common_pred_lci
19749,25,225689,MAPK15,common_pred_lci
1160,23,1606,DGKA,common_pred_lci
6401,137,9260,PDLIM7,common_disease
14349,96,55930,MYO5C,common_disease
3472,154,5052,PRDX1,common_disease
20113,62,112464,CAVIN3,common_disease
335,160,476,ATP1A1,common_disease
1120,146,1537,CYC1,common_disease
3951,152,5683,PSMA2,common_disease
3970,190,5702,PSMC3,common_disease
7054,121,10016,PDCD6,common_disease
2209,386,3183,HNRNPC,common_disease
4263,384,6135,RPL11,common_disease
6439,51,9320,TRIP12,common_disease
7096,461,10075,HUWE1,common_disease
722,58,990,CDC6,common_disease
12763,13,51129,ANGPTL4,common_disease
5089,279,7150,TOP1,common_disease
6253,204,9063,PIAS2,common_disease
499,235,708,C1QBP,common_disease
15494,193,64210,MMS19,common_disease
11562,21,29028,ATAD2,common_disease
2515,169,3646,EIF3E,common_disease
5350,233,7520,XRCC5,common_disease
7783,464,10971,YWHAQ,common_disease
3952,301,5684,PSMA3,common_disease
1377,173,1937,EEF1G,common_disease
14341,99,55914,ERBIN,common_disease
2668,340,3837,KPNB1,common_disease
5118,171,7184,HSP90B1,common_disease
3335,57,4854,NOTCH3,common_disease
3978,202,5710,PSMD4,common_disease
6416,90,9282,MED14,common_disease
188,70,274,BIN1,common_disease
5057,119,7112,TMPO,common_disease
14022,149,55379,LRRC59,common_disease
7782,85,10970,CKAP4,common_disease
3953,119,5685,PSMA4,common_disease
3956,134,5688,PSMA7,common_disease
252,2132,351,APP,common_disease
5569,27,8019,BRD3,common_disease
345,84,488,ATP2A2,common_disease
11868,29,30836,DNTTIP2,common_disease
5169,255,7283,TUBG1,common_disease
5683,125,8295,TRRAP,common_disease
7763,101,10949,HNRNPA0,common_disease
19540,30,91875,TTC5,common_disease
6760,41,9690,UBE3C,common_disease
627,91,871,SERPINH1,common_disease
14981,59,57634,EP400,common_disease
648,69,902,CCNH,common_disease
2210,342,3184,HNRNPD,common_disease
2211,374,3185,HNRNPF,common_disease
1209,406,1665,DHX15,common_disease
4304,262,6184,RPN1,common_disease
4305,87,6185,RPN2,common_disease
3803,356,5499,PPP1CA,common_disease
4875,86,6881,TAF10,common_disease
1807,34,2647,BLOC1S1,common_disease
10526,220,24148,PRPF6,common_disease
7455,256,10528,NOP56,common_disease
3888,111,5598,MAPK7,common_disease
7496,217,10576,CCT2,common_disease
13133,86,51726,DNAJB11,common_disease
5966,164,8668,EIF3I,common_disease
7511,294,10594,PRPF8,common_disease
4969,68,7018,TF,common_disease
7018,94,9968,MED12,common_disease
7022,123,9972,NUP153,common_disease
1405,98,1973,EIF4A1,common_disease
7062,73,10025,MED16,common_disease
