,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_top_10
C0152438,Sprengel deformity,57,"{'embryonic pattern specification', 'negative regulation of cell differentiation', 'animal organ development', 'multicellular organismal process', 'developmental process', 'regulation of cell differentiation', 'regulation of developmental process', 'skin development', 'anatomical structure development', 'cell surface receptor signaling pathway'}",0.05509181969949917,575,"{'positive regulation of locomotion', 'positive regulation of cell migration', 'positive regulation of multicellular organismal process', 'regulation of cell migration', 'positive regulation of epithelial cell proliferation', 'negative regulation of multicellular organismal process', 'regulation of cell motility', 'positive regulation of cellular component movement', 'positive regulation of cell motility', 'regulation of epithelial cell proliferation'}"
C0033054,Prenatal Exposure Delayed Effects,4,"{'response to estradiol', 'response to lipid', 'regulation of cell death', 'organic substance catabolic process', 'response to oxygen levels', 'regulation of response to stress', 'catabolic process', 'response to abiotic stimulus', 'intracellular membrane-bounded organelle', 'response to corticosteroid'}",0.0,17,"{'nucleotide-excision repair', 'transcription-coupled nucleotide-excision repair', 'cellular metabolic process', 'DNA repair complex', 'response to chemical', 'xenobiotic metabolic process', 'primary metabolic process', 'cellular nitrogen compound metabolic process', 'response to auditory stimulus', 'nucleotide-excision repair complex'}"
C4024737,Aplasia/Hypoplasia of the skin,158,"{'telomere maintenance via telomere lengthening', 'telomerase RNA binding', 'box H/ACA telomerase RNP complex', 'telomerase holoenzyme complex', 'telomere maintenance', 'RNA-dependent DNA biosynthetic process', 'DNA biosynthetic process', 'telomere maintenance via telomerase', 'anatomical structure homeostasis', 'telomere organization'}",0.01744186046511628,17,"{'R2TP complex', 'epidermal cell fate specification', ""ATP-dependent 5'-3' DNA helicase activity"", ""5'-3' DNA helicase activity"", 'smoothened binding', 'hedgehog receptor activity', 'Ski complex', 'box C/D snoRNP assembly', 'chromosomal part', 'hedgehog family protein binding'}"
C2751582,Mitochondrial respiratory chain defects,71,"{'respiratory chain complex', 'NADH dehydrogenase (ubiquinone) activity', 'respiratory electron transport chain', 'electron transport chain', 'oxidoreductase complex', 'mitochondrial membrane part', 'NADH dehydrogenase activity', 'generation of precursor metabolites and energy', 'NADH dehydrogenase (quinone) activity', 'inner mitochondrial membrane protein complex'}",0.4329896907216495,68,"{'respiratory chain complex', 'mitochondrial respiratory chain complex III', 'oxidoreductase activity, acting on diphenols and related substances as donors', 'respiratory electron transport chain', 'oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor', 'respiratory chain complex III', 'mitochondrial electron transport, ubiquinol to cytochrome c', 'oxidoreductase complex', 'ubiquinol-cytochrome-c reductase activity', 'electron transport chain'}"
C0020461,Hyperkalemia,85,"{'chemical homeostasis', 'sodium ion homeostasis', 'glucocorticoid metabolic process', 'glucocorticoid biosynthetic process', 'sodium channel complex', 'sodium channel activity', 'ion homeostasis', 'C21-steroid hormone metabolic process', 'regulation of biological quality', 'ligand-gated sodium channel activity'}",0.014545454545454545,194,"{'positive regulation of nitrogen compound metabolic process', 'regulation of transcription by RNA polymerase II', 'intracellular', 'SMAD protein complex', 'regulation of macromolecule biosynthetic process', 'transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity', 'regulation of cellular macromolecule biosynthetic process', 'negative regulation of transcription by RNA polymerase II', 'regulation of biosynthetic process', 'regulation of cellular biosynthetic process'}"
C4280616,Large elongated pulp chamber,140,"{'telomere maintenance via telomere lengthening', 'telomerase RNA binding', 'box H/ACA telomerase RNP complex', 'telomere maintenance', 'RNA-dependent DNA biosynthetic process', 'box H/ACA RNP complex', 'telomere organization', 'telomere maintenance via telomerase', 'anatomical structure homeostasis', 'telomerase holoenzyme complex'}",0.23118279569892472,89,"{'positive regulation of nitrogen compound metabolic process', 'positive regulation of macromolecule metabolic process', 'regulation of telomerase RNA localization to Cajal body', 'histone modification', 'positive regulation of telomerase RNA localization to Cajal body', 'covalent chromatin modification', 'positive regulation of cellular metabolic process', 'chromatin organization', 'nuclear part', 'small nucleolar ribonucleoprotein complex assembly'}"
C1857640,Decreased nerve conduction velocity,88,"{'aerobic respiration', 'respiratory chain complex', 'respiratory electron transport chain', 'cellular respiration', 'organelle inner membrane', 'oxidoreductase activity, acting on NAD(P)H', 'mitochondrial part', 'response to oxidative stress', 'electron transport chain', 'mitochondrial inner membrane'}",0.19658119658119658,52,"{'respiratory chain complex', 'mitochondrial respiratory chain complex III', 'oxidoreductase activity, acting on diphenols and related substances as donors', 'respiratory electron transport chain', 'oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor', 'respiratory chain complex III', 'mitochondrial electron transport, ubiquinol to cytochrome c', 'electron transfer activity', 'cytochrome complex', 'ubiquinol-cytochrome-c reductase activity'}"
C1846435,Short-trunked dwarfism,18,"{'aminoglycan catabolic process', 'aminoglycan metabolic process', 'glycosaminoglycan metabolic process', 'sulfur compound catabolic process', 'carbohydrate derivative catabolic process', 'glycosaminoglycan catabolic process', 'mucopolysaccharide metabolic process', 'skeletal system development', 'lysosomal lumen', 'N-acetylgalactosamine-4-sulfatase activity'}",0.0,8,"{'lymphocyte differentiation', 'marginal zone B cell differentiation', 'exo-alpha-sialidase activity', 'lymphocyte activation', 'Notch signaling involved in heart development', 'cell activation', 'leukocyte differentiation', 'leukocyte activation', 'B cell differentiation', 'alpha-sialidase activity'}"
C0581381,Recurrent upper respiratory tract infection,102,"{'immune system process', 'aminoglycan catabolic process', 'aminoglycan metabolic process', 'glycosaminoglycan metabolic process', 'carbohydrate derivative catabolic process', 'glycosaminoglycan catabolic process', 'vacuolar lumen', 'leukocyte activation', 'lysosomal lumen', 'sulfuric ester hydrolase activity'}",0.2716049382716049,104,"{'hydrolase activity, hydrolyzing O-glycosyl compounds', 'aminoglycan catabolic process', 'chondroitin sulfate catabolic process', 'carbohydrate derivative catabolic process', 'glycosaminoglycan catabolic process', 'vacuolar lumen', 'mucopolysaccharide metabolic process', 'hydrolase activity, acting on glycosyl bonds', 'vacuolar part', 'lysosomal lumen'}"
C4020847,Abnormality of pelvic girdle bone morphology,92,"{'extracellular matrix component', 'collagen-containing extracellular matrix', 'ossification', 'tissue development', 'animal organ morphogenesis', 'fibrillar collagen trimer', 'animal organ development', 'skeletal system development', 'anatomical structure development', 'system development'}",0.09216589861751152,145,"{'regulation of phosphate metabolic process', 'arachidonic acid metabolic process', 'cyclooxygenase pathway', 'positive regulation of metabolic process', 'prostanoid metabolic process', 'regulation of phosphorylation', 'protein binding', 'positive regulation of cellular metabolic process', 'regulation of phosphorus metabolic process', 'prostaglandin metabolic process'}"
C3463824,MYELODYSPLASTIC SYNDROME,305,"{'positive regulation of nitrogen compound metabolic process', 'regulation of nucleobase-containing compound metabolic process', 'positive regulation of metabolic process', 'regulation of macromolecule biosynthetic process', 'regulation of cellular macromolecule biosynthetic process', 'response to chemical', 'developmental process', 'regulation of biosynthetic process', 'regulation of gene expression', 'regulation of cellular biosynthetic process'}",0.2754777070063694,496,"{'positive regulation of cellular process', 'positive regulation of biological process', 'protein-containing complex', 'macromolecule metabolic process', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of RNA metabolic process', 'positive regulation of RNA biosynthetic process', 'positive regulation of nucleic acid-templated transcription', 'positive regulation of transcription, DNA-templated', 'positive regulation of nucleobase-containing compound metabolic process'}"
C4083050,Agenesis of teeth,83,"{'organelle part', 'regulation of cell cycle', 'positive regulation of signal transduction', 'squamous basal epithelial stem cell differentiation involved in prostate gland acinus development', 'fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development', 'intracellular organelle part', 'regulation of biological process', 'ventricular zone neuroblast division', 'nuclear part', 'identical protein binding'}",0.06976744186046512,377,"{'G2/M transition of mitotic cell cycle', 'viral process', 'multi-organism process', 'cellular response to stimulus', 'regulation of G2/M transition of mitotic cell cycle', 'stress-activated MAPK cascade', 'positive regulation of immune system process', 'cell cycle G2/M phase transition', 'interleukin-1-mediated signaling pathway', 'symbiont process'}"
C0025160,Megacolon,277,"{'positive regulation of multicellular organismal process', 'neural crest cell migration', 'multicellular organismal process', 'positive regulation of developmental process', 'developmental process', 'nervous system development', 'ameboidal-type cell migration', 'enteric nervous system development', 'system development', 'anatomical structure development'}",0.12394366197183099,122,"{'regulation of blood vessel diameter', 'cell surface receptor signaling pathway', 'regulation of tube size', 'vascular process in circulatory system', 'regulation of blood vessel size', 'dorsal root ganglion morphogenesis', 'neuron projection guidance', 'axon guidance', 'regulation of tube diameter', 'positive regulation of epithelial cell migration'}"
C0008297,Choanal Atresia,281,"{'anatomical structure morphogenesis', 'embryonic limb morphogenesis', 'positive regulation of metabolic process', 'embryonic morphogenesis', 'developmental growth', 'appendage morphogenesis', 'skeletal system development', 'embryonic appendage morphogenesis', 'regulation of developmental growth', 'limb morphogenesis'}",0.13202247191011235,122,"{'retrograde protein transport, ER to cytosol', 'anatomical structure morphogenesis', 'protein exit from endoplasmic reticulum', 'signal transduction', 'Derlin-1 retrotranslocation complex', 'cell surface receptor signaling pathway', 'smoothened signaling pathway', 'negative regulation of cellular process', 'endoplasmic reticulum to cytosol transport', 'hedgehog family protein binding'}"
C0751837,Gait Ataxia,204,"{'neuron part', 'synapse part', 'transport', 'presynapse', 'cellular component organization', 'cellular component organization or biogenesis', 'cellular process', 'axon part', 'regulation of biological quality', 'establishment of localization'}",0.10802469135802469,155,"{'process utilizing autophagic mechanism', 'cellular response to nitrogen levels', 'cellular component organization', 'autophagy', 'cellular component organization or biogenesis', 'cellular response to starvation', 'cellular response to external stimulus', 'cellular component assembly', 'enzyme binding', 'cellular response to nitrogen starvation'}"
C2266639,Absence of eyebrows,130,"{'T cell activation', 'lymphocyte differentiation', 'positive regulation of biological process', 'regulation of production of small RNA involved in gene silencing by RNA', 'T cell differentiation', 'animal organ development', 'developmental process', 'positive regulation of gene expression', 'regulation of biological process', 'anatomical structure development'}",0.12290502793296089,71,"{'thymus development', 'viral process', 'multi-organism process', 'face development', 'platelet activation', 'intracellular organelle part', 'interspecies interaction between organisms', 'intracellular membrane-bounded organelle', 'symbiont process', 'nuclear part'}"
C0272027,Pyridoxine-responsive sideroblastic anemia,86,"{'DNA repair', 'Fanconi anaemia nuclear complex', 'nucleobase-containing compound metabolic process', 'cellular response to stimulus', 'cellular response to DNA damage stimulus', 'cellular response to stress', 'DNA metabolic process', 'nucleic acid metabolic process', 'interstrand cross-link repair', 'response to stress'}",0.29545454545454547,142,"{'DNA repair', 'double-strand break repair', 'resolution of meiotic recombination intermediates', 'cellular response to DNA damage stimulus', 'recombinational repair', 'DNA recombination', 'DNA metabolic process', 'chromosome organization', 'interstrand cross-link repair', 'double-strand break repair via homologous recombination'}"
C0232461,Increased appetite (finding),20,"{'positive regulation of cold-induced thermogenesis', 'regulation of endocrine process', 'regulation of bone remodeling', 'central nervous system neuron development', 'metabolic process', 'energy reserve metabolic process', 'primary metabolic process', 'response to endogenous stimulus', 'energy derivation by oxidation of organic compounds', 'regulation of biological quality'}",0.005208333333333333,173,"{'regulation of protein catabolic process', 'negative regulation of protein homooligomerization', 'regulation of catabolic process', 'regulation of cellular protein catabolic process', 'regulation of cellular catabolic process', 'regulation of protein metabolic process', 'regulation of cellular protein metabolic process', 'negative regulation of catabolic process', 'nitric-oxide synthase regulator activity', 'regulation of biological quality'}"
C1862265,Elevated gonadotropins,40,"{'positive regulation of cellular biosynthetic process', 'gonad development', 'male gonad development', 'developmental process involved in reproduction', 'reproductive process', 'sex determination', 'reproductive structure development', 'ovulation cycle process', 'developmental process', 'anatomical structure development'}",0.0,19,"{'negative regulation of smoothened signaling pathway', 'sister chromatid cohesion', 'nuclear meiotic cohesin complex', 'epidermal cell fate specification', 'cohesin complex', 'meiotic cohesin complex', 'smoothened binding', 'hedgehog receptor activity', 'nuclear cohesin complex', 'hedgehog family protein binding'}"
C4021776,Abnormality of the voice,179,"{'multicellular organism development', 'in utero embryonic development', 'embryo development ending in birth or egg hatching', 'embryo development', 'cellular process', 'developmental process', 'chordate embryonic development', 'protein mannosylation', 'protein O-linked mannosylation', 'anatomical structure development'}",0.19444444444444445,294,"{'anatomical structure morphogenesis', 'positive regulation of cellular process', 'regulation of locomotion', 'regulation of cellular component movement', 'regulation of cell migration', 'regulation of multicellular organismal process', 'protein binding', 'regulation of cell motility', 'positive regulation of cell motility', 'regulation of developmental growth'}"
C4021551,Absence of secondary sex characteristics,141,"{'developmental process involved in reproduction', 'reproductive process', 'response to organic substance', 'regulation of hormone levels', 'response to hormone', 'response to chemical', 'steroid metabolic process', 'hormone metabolic process', 'response to endogenous stimulus', 'lipid metabolic process'}",0.1111111111111111,119,"{'intracellular', 'substance P receptor binding', 'heteromeric SMAD protein complex', 'SMAD protein complex', 'transforming growth factor beta receptor, cytoplasmic mediator activity', 'transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity', 'paraxial mesoderm morphogenesis', 'fibroblast growth factor binding', 'fibroblast growth factor-activated receptor activity', 'neurokinin receptor binding'}"
C2931456,"Prostate cancer, familial",27,"{'DNA damage response, signal transduction resulting in transcription', 'DNA damage response, signal transduction by p53 class mediator', 'signal transduction in response to DNA damage', 'DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator', 'double-strand break repair', 'cellular response to indole-3-methanol', 'signal transduction by p53 class mediator', 'regulation of DNA-dependent DNA replication', 'response to organic cyclic compound', 'intrinsic apoptotic signaling pathway'}",0.0392156862745098,26,"{'protein domain specific binding', 'positive regulation of cell differentiation', 'positive regulation of cellular protein metabolic process', 'regulation of endoribonuclease activity', 'positive regulation of DNA-binding transcription factor activity', 'regulation of cell differentiation', 'positive regulation of protein metabolic process', 'regulation of ribonuclease activity', 'positive regulation of intracellular signal transduction', 'positive regulation of NF-kappaB transcription factor activity'}"
C0349506,Photosensitivity of skin,336,"{'nucleotide-excision repair', 'response to UV', 'DNA repair', 'damaged DNA binding', 'DNA repair complex', 'cellular response to DNA damage stimulus', 'response to stimulus', 'DNA metabolic process', 'response to radiation', 'nucleotide-excision repair complex'}",0.1349527665317139,505,"{'regulation of macromolecule metabolic process', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of metabolic process', 'protein-containing complex', 'positive regulation of macromolecule metabolic process', 'cellular response to stimulus', 'cytosol', 'regulation of metabolic process', 'regulation of gene expression', 'regulation of primary metabolic process'}"
C0266061,Open Bite,128,"{'regulation of macromolecule metabolic process', 'positive regulation of ERK1 and ERK2 cascade', 'anatomical structure morphogenesis', 'organ growth', 'animal organ morphogenesis', 'regulation of anatomical structure morphogenesis', 'protein binding', 'DNA-templated transcription, initiation', 'anatomical structure development', 'RNA biosynthetic process'}",0.05016722408026756,186,"{'G2/M transition of mitotic cell cycle', 'positive regulation of cellular process', 'regulation of cell cycle G2/M phase transition', 'cell cycle phase transition', 'regulation of cell cycle', 'mitotic cell cycle phase transition', 'mitotic cell cycle process', 'cell cycle process', 'cell cycle G2/M phase transition', 'nitric-oxide synthase regulator activity'}"
C0013080,Down Syndrome,81,"{'cellular response to chemical stimulus', 'system process', 'antioxidant activity', 'cofactor metabolic process', 'cellular oxidant detoxification', 'response to chemical', 'drug metabolic process', 'detoxification', 'circulatory system process', 'cellular detoxification'}",0.07333333333333333,80,"{'glutathione transferase activity', 'nitrobenzene metabolic process', 'calcitonin family binding', 'calcitonin family receptor activity', 'peptide binding', 'calcitonin family receptor signaling pathway', 'calcitonin family receptor complex', 'glutathione derivative metabolic process', 'G protein-coupled receptor complex', 'glutathione derivative biosynthetic process'}"
C0032209,Platybasia,2,"{'tooth mineralization', 'protein heterotrimerization', 'fibrillar collagen trimer', 'collagen type I trimer', 'multicellular organismal process', 'platelet activation', 'developmental process', 'skin morphogenesis', 'anatomical structure development', 'platelet-derived growth factor binding'}",0.0,69,"{'protein homodimerization activity', 'cell junction organization', 'cellular component organization', 'cell-cell junction assembly', 'cellular component organization or biogenesis', 'cell junction assembly', 'negative regulation of telomeric D-loop disassembly', 'negative regulation of exonuclease activity', 'cellular component morphogenesis', 'identical protein binding'}"
C0236175,Elevated IgE,9,"{'tissue development', 'epidermis development', 'cornification', 'regulation of multicellular organismal development', 'regulation of multicellular organismal process', 'membrane', 'regulation of anatomical structure morphogenesis', 'regulation of developmental process', 'interleukin-27-mediated signaling pathway', 'interleukin-23-mediated signaling pathway'}",0.0,1,"{'positive regulation of cell fate commitment', 'regulation of cell communication', 'regulation of cell fate specification', 'positive regulation of cell fate specification', 'positive regulation of signaling', 'positive regulation of cell communication', 'regulation of cell fate commitment', 'positive regulation of phosphate metabolic process', 'positive regulation of phosphorus metabolic process', 'regulation of signaling'}"
C0432103,Submucous cleft of hard palate,33,"{'anatomical structure morphogenesis', 'regulation of organelle organization', 'animal organ morphogenesis', 'regulation of multicellular organismal development', 'regulation of multicellular organismal process', 'multicellular organismal process', 'developmental process', 'regulation of developmental process', 'anatomical structure development', 'negative regulation of cellular process'}",0.08536585365853659,56,"{'anatomical structure morphogenesis', 'animal organ morphogenesis', 'transcription corepressor activity', 'transcription regulator activity', 'transcription factor binding', 'repressing transcription factor binding', 'negative regulation of nucleic acid-templated transcription', 'regulation of gene expression', 'DNA-binding transcription factor binding', 'negative regulation of RNA biosynthetic process'}"
C0020302,Hydrophthalmos,78,"{'regulation of protein modification process', 'transferase activity, transferring hexosyl groups', 'protein O-linked glycosylation', 'protein glycosylation', 'macromolecule glycosylation', 'mannosylation', 'regulation of protein glycosylation', 'glycosylation', 'protein mannosylation', 'protein O-linked mannosylation'}",0.05217391304347826,43,"{'glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity', 'glucuronosyltransferase activity', 'glycosaminoglycan biosynthetic process', 'chondroitin sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process', 'chondroitin sulfate biosynthetic process', 'integral component of membrane', 'membrane part', 'mucopolysaccharide metabolic process', 'aminoglycan biosynthetic process', 'ephrin receptor binding'}"
C0424295,Hyperactive behavior,900,"{'neuron projection', 'system process', 'neuron part', 'cognition', 'nervous system process', 'multicellular organismal process', 'response to chemical', 'learning or memory', 'behavior', 'regulation of biological quality'}",0.27980702963473464,957,"{'cytoplasm', 'negative regulation of biological process', 'regulation of multicellular organismal development', 'regulation of multicellular organismal process', 'regulation of biological quality', 'signal transduction', 'regulation of developmental process', 'kinase binding', 'negative regulation of cellular process', 'enzyme binding'}"
C0035412,Rhabdomyosarcoma,223,"{'somatic diversification of immunoglobulins involved in immune response', 'somatic diversification of immunoglobulins', 'mismatched DNA binding', 'somatic recombination of immunoglobulin genes involved in immune response', 'mismatch repair complex binding', 'somatic diversification of immune receptors via somatic mutation', 'mismatch repair complex', 'isotype switching', 'somatic hypermutation of immunoglobulin genes', 'somatic diversification of immune receptors'}",0.03802281368821293,50,"{'protein-containing complex binding', 'G-protein beta/gamma-subunit complex binding', 'regulation of response to stimulus', 'regulation of cellular process', 'G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger', 'positive regulation of molecular function', 'GTPase complex', 'heterotrimeric G-protein complex', 'GTPase activity', 'adenylate cyclase-modulating G protein-coupled receptor signaling pathway'}"
C1445953,Poor eye contact,18,"{'positive regulation of multicellular organismal process', 'postsynapse', 'synapse part', 'heterocycle biosynthetic process', 'regulation of dendritic spine development', 'siRNA binding', 'positive regulation of nervous system development', 'regulation of multicellular organismal development', 'regulation of synapse organization', 'regulation of nervous system development'}",0.0,0,"{'cellular macromolecule metabolic process', 'protein modification process', 'organic substance metabolic process', 'nitrogen compound metabolic process', 'cellular metabolic process', 'macromolecule metabolic process', 'metabolic process', 'neuron differentiation', 'cellular protein modification process', 'primary metabolic process'}"
C2677378,Duodenal villous atrophy,1,"{'regulation of T cell tolerance induction', 'regulation of tolerance induction', 'negative regulation of immune effector process', 'negative regulation of immune response', 'regulation of response to biotic stimulus', 'positive regulation of RNA metabolic process', 'positive regulation of RNA biosynthetic process', 'positive regulation of nucleic acid-templated transcription', 'Ski complex', 'positive regulation of transcription, DNA-templated'}",0.0,0,"{'positive regulation of signaling', 'positive regulation of cell communication', 'positive regulation of signal transduction', 'negative regulation of cell differentiation', 'positive regulation of DNA-binding transcription factor activity', 'regulation of molecular function', 'regulation of amyloid fibril formation', 'positive regulation of response to stimulus', 'regulation of osteoblast differentiation', 'positive regulation of intracellular signal transduction'}"
C0221263,Cafe-au-Lait Spots,625,"{'cellular macromolecule metabolic process', 'DNA repair', 'macromolecule metabolic process', 'cellular response to stimulus', 'cellular response to DNA damage stimulus', 'cellular response to stress', 'developmental process', 'primary metabolic process', 'DNA metabolic process', 'regulation of developmental process'}",0.2124223602484472,351,"{'Fanconi anaemia nuclear complex', 'DNA repair', 'nucleobase-containing compound metabolic process', 'cellular response to DNA damage stimulus', 'cellular aromatic compound metabolic process', 'DNA metabolic process', 'cellular nitrogen compound metabolic process', 'interstrand cross-link repair', 'nucleoplasm', 'heterocycle metabolic process'}"
C0262431,Compression fracture of vertebral column,31,"{'negative regulation of cellular protein metabolic process', 'negative regulation of cell death', 'regulation of response to oxidative stress', 'regulation of response to stimulus', 'regulation of cell death', 'cytoplasmic part', 'regulation of cellular response to oxidative stress', 'cell surface receptor signaling pathway', 'tissue remodeling', 'regulation of oxidative stress-induced cell death'}",0.08181818181818182,88,"{'positive regulation of nitrogen compound metabolic process', 'Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation', 'positive regulation of cellular process', 'Wnt-Frizzled-LRP5/6 complex', 'Wnt signaling pathway', 'positive regulation of macromolecule metabolic process', 'Wnt-activated receptor activity', 'frizzled binding', 'cell surface receptor signaling pathway involved in cell-cell signaling', 'canonical Wnt signaling pathway'}"
C3887875,Visual field defects,15,"{'photoreceptor connecting cilium', 'photoreceptor inner segment', 'photoreceptor cell maintenance', 'visual perception', 'multicellular organismal process', 'sensory perception of light stimulus', 'developmental process', 'anatomical structure development', 'sensory perception', 'photoreceptor outer segment'}",0.0,0,"{'negative regulation of centrosome duplication', 'organelle part', 'biological adhesion', 'negative regulation of centrosome cycle', 'apoptotic process', 'signal transduction', 'negative regulation of cytoskeleton organization', 'cell adhesion', 'regulation of centriole replication', 'cytoskeletal part'}"
C0878544,Cardiomyopathies,1324,"{'system process', 'small molecule metabolic process', 'regulation of multicellular organismal process', 'regulation of system process', 'regulation of molecular function', 'cytoplasmic part', 'regulation of localization', 'response to chemical', 'cellular process', 'regulation of biological quality'}",0.3063152660367976,1303,"{'positive regulation of cellular process', 'organic substance metabolic process', 'positive regulation of biological process', 'positive regulation of metabolic process', 'nitrogen compound metabolic process', 'macromolecule metabolic process', 'metabolic process', 'intracellular organelle part', 'response to stimulus', 'positive regulation of cellular metabolic process'}"
C4025616,CNS hypomyelination,27,"{'catalytic activity, acting on RNA', 'DNA-directed RNA polymerase complex', 'RNA polymerase III complex', 'cytoplasmic part', 'ligase activity', 'tRNA aminoacylation for protein translation', 'nuclear DNA-directed RNA polymerase complex', 'transcription by RNA polymerase III', 'RNA polymerase III activity', 'cellular amino acid metabolic process'}",0.0,39,"{'peroxisome targeting sequence binding', 'peroxisomal transport', 'establishment of protein localization to peroxisome', 'peroxisomal membrane', 'microbody membrane', 'peroxisomal membrane transport', 'peroxisome organization', 'protein targeting to peroxisome', 'protein import into peroxisome matrix', 'protein localization to peroxisome'}"
C0432355,Hypoplasia of nipple,92,"{'embryonic limb morphogenesis', 'sister chromatid cohesion', 'embryonic forelimb morphogenesis', 'animal organ morphogenesis', 'mediator complex binding', 'forelimb morphogenesis', 'meiotic cohesin complex', 'appendage morphogenesis', 'embryonic appendage morphogenesis', 'limb morphogenesis'}",0.0,39,"{'acetylglucosaminyltransferase activity', 'glycerophospholipid metabolic process', 'glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex', 'protein lipidation', 'GPI anchor metabolic process', 'glycolipid biosynthetic process', 'transferase activity, transferring hexosyl groups', 'GPI anchor biosynthetic process', 'preassembly of GPI anchor in ER membrane', 'phosphatidylinositol N-acetylglucosaminyltransferase activity'}"
C4024641,Enlarged polycystic ovaries,54,"{'hormone biosynthetic process', 'glucocorticoid metabolic process', 'androgen metabolic process', 'glucocorticoid biosynthetic process', 'regulation of hormone levels', 'cellular hormone metabolic process', 'response to hormone', 'steroid metabolic process', 'hormone metabolic process', 'cellular response to hormone stimulus'}",0.11304347826086956,74,"{'RNA polymerase II regulatory region sequence-specific DNA binding', 'metal ion binding', 'RNA polymerase II regulatory region DNA binding', 'dibenzo-p-dioxin metabolic process', 'transcription regulatory region sequence-specific DNA binding', 'transcription regulatory region DNA binding', 'cation binding', 'regulatory region nucleic acid binding', 'sequence-specific double-stranded DNA binding', 'double-stranded DNA binding'}"
C1860475,Tortuous retinal vessels,65,"{'respiratory chain complex', 'NADH dehydrogenase (ubiquinone) activity', 'respiratory electron transport chain', 'electron transport chain', 'oxidoreductase complex', 'mitochondrial membrane part', 'NADH dehydrogenase activity', 'generation of precursor metabolites and energy', 'NADH dehydrogenase (quinone) activity', 'inner mitochondrial membrane protein complex'}",0.3253968253968254,102,"{'respiratory chain complex', 'oxidoreductase activity, acting on diphenols and related substances as donors', 'respiratory electron transport chain', 'oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor', 'electron transport chain', 'oxidoreductase complex', 'mitochondrial membrane part', 'generation of precursor metabolites and energy', 'ubiquinol-cytochrome-c reductase activity', 'inner mitochondrial membrane protein complex'}"
C4072836,Nappy hair texture,31,"{'cardiac muscle cell-cardiac muscle cell adhesion', 'protein binding involved in heterotypic cell-cell adhesion', 'regulation of cardiac muscle cell contraction', 'cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication', 'regulation of ventricular cardiac muscle cell action potential', 'desmosome', 'bundle of His cell-Purkinje myocyte adhesion involved in cell communication', 'heterotypic cell-cell adhesion', 'Ski complex', 'regulation of cardiac muscle cell action potential'}",0.0,1,"{'cadherin binding', 'cell projection organization', 'organelle part', 'protein-containing complex', 'desmosome organization', 'cellular component organization', 'cellular component organization or biogenesis', 'alpha-catenin binding', 'MKS complex', 'desmosome assembly'}"
C0004509,Azoospermia,124,"{'male sex determination', 'developmental process involved in reproduction', 'reproductive process', 'sex determination', 'positive regulation of male gonad development', 'regulation of male gonad development', 'gamete generation', 'multicellular organismal reproductive process', 'spermatogenesis', 'male gamete generation'}",0.14256198347107438,429,"{'cellular macromolecule metabolic process', 'organic substance metabolic process', 'nitrogen compound metabolic process', 'protein-containing complex', 'macromolecule metabolic process', 'cellular metabolic process', 'cellular response to stimulus', 'primary metabolic process', 'cellular nitrogen compound metabolic process', 'nuclear part'}"
C0730290,Cone dystrophy,25,"{'system process', 'detection of external stimulus', 'nervous system process', 'detection of visible light', 'detection of light stimulus', 'ciliary part', 'visual perception', 'detection of abiotic stimulus', 'sensory perception of light stimulus', 'sensory perception'}",0.03804347826086957,166,"{'entry of bacterium into host cell', 'synapse', 'neuron part', 'cell morphogenesis', 'synapse part', 'anatomical structure morphogenesis', 'cell morphogenesis involved in differentiation', 'cell projection part', 'cellular component morphogenesis', 'plasma membrane bounded cell projection part'}"
C0030312,Pancytopenia,114,"{'DNA repair', 'organic substance metabolic process', 'nitrogen compound metabolic process', 'cellular metabolic process', 'organic cyclic compound metabolic process', 'cellular response to stress', 'DNA metabolic process', 'cellular nitrogen compound metabolic process', 'interstrand cross-link repair', 'heterocycle metabolic process'}",0.08620689655172414,516,"{'tumor necrosis factor receptor superfamily binding', 'cytokine receptor binding', 'regulation of cellular process', 'signal transduction', 'positive regulation of response to stimulus', 'positive regulation of immune system process', 'thioesterase binding', 'positive regulation of intracellular signal transduction', 'tumor necrosis factor receptor binding', 'signaling receptor binding'}"
