,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_sp_corr,lci_sp_pval,lci_top_10
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1685,"{'response to oxygen-containing compound', 'response to chemical', 'regulation of biological quality', 'response to organonitrogen compound', 'response to organic substance', 'response to nitrogen compound', 'response to endogenous stimulus', 'response to hormone', 'response to peptide hormone', 'regulation of transport'}",0.3280445969125214,1412,0.45580970115595965,0.0,"{'mitochondrial respiratory chain complex I', 'NADH dehydrogenase (ubiquinone) activity', 'respiratory electron transport chain', 'NADH dehydrogenase activity', 'NADH dehydrogenase (quinone) activity', 'respiratory chain complex', 'mitochondrial electron transport, NADH to ubiquinone', 'NADH dehydrogenase complex', 'electron transport chain', 'respiratory chain complex I'}"
C0241654,VALVULAR ABNORMALITY,49,"{'lysosomal lumen', 'aminoglycan catabolic process', 'mucopolysaccharide metabolic process', 'aminoglycan metabolic process', 'carbohydrate derivative catabolic process', 'vacuolar lumen', 'chondroitin sulfate catabolic process', 'sulfur compound catabolic process', 'glycosaminoglycan catabolic process', 'glycosaminoglycan metabolic process'}",0.25806451612903225,68,0.4248794656154767,0.0,"{'lysosomal lumen', 'hexosaminidase activity', 'glycosphingolipid metabolic process', 'hydrolase activity', 'hydrolase activity, acting on glycosyl bonds', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'vacuolar lumen', 'oligosaccharide metabolic process', 'glucosidase activity', 'carbohydrate metabolic process'}"
C0678222,Breast Carcinoma,777,"{'positive regulation of nitrogen compound metabolic process', 'regulation of signal transduction by p53 class mediator', 'regulation of DNA metabolic process', 'negative regulation of apoptotic process', 'negative regulation of cell death', 'negative regulation of programmed cell death', 'signal transduction by p53 class mediator', 'cellular response to oxygen-containing compound', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule metabolic process'}",0.06950672645739911,177,0.18835495480987813,1.4381066132162503e-174,"{'mitochondrial matrix', 'mitochondrial part', 'tricarboxylic acid cycle', 'drug metabolic process', 'succinate metabolic process', 'carboxylic acid metabolic process', 'mitochondrion', 'small molecule metabolic process', 'dicarboxylic acid metabolic process', 'succinyl-CoA metabolic process'}"
C0750937,"Ataxia, Appendicular",6,"{'response to antibiotic', 'enzyme binding', 'cellular response to chemical stimulus', 'inclusion body', 'response to hydrogen peroxide', 'cellular response to misfolded protein', 'nuclear inclusion body', 'cytoplasm', 'response to reactive oxygen species', 'response to oxidative stress'}",0.0,0,0.15653929315743584,1.5723554527446737e-120,"{'prostate gland growth', 'astrocyte activation', 'response to ketone', 'response to steroid hormone', 'regulation of protein localization', 'cellular response to nicotine', 'intracellular receptor signaling pathway', 'regulation of mitochondrial membrane potential', 'cellular response to lipid', 'intracellular steroid hormone receptor signaling pathway'}"
C1806780,Cerebrospinal fluid protein increased above normal,28,"{'ensheathment of neurons', 'axon ensheathment', 'membrane-enclosed lumen', 'vacuolar lumen', 'lytic vacuole', 'galactosylceramide catabolic process', 'galactolipid catabolic process', 'myelination', 'lysosome', 'vacuole'}",0.0,17,0.10480175632500605,1.0710747932416653e-54,"{'cell volume homeostasis', 'sodium ion transmembrane transport', 'chloride transmembrane transport', 'sodium:chloride symporter activity', 'sodium:potassium:chloride symporter activity', 'microbody', 'potassium:sodium symporter activity', 'potassium:chloride symporter activity', 'chloride transport', 'regulation of cell size'}"
C0022548,Keloid,217,"{'extracellular region part', 'regulation of biological quality', 'extracellular organelle', 'vesicle', 'extracellular vesicle', 'extracellular space', 'collagen-containing extracellular matrix', 'extracellular exosome', 'protein binding', 'regulation of developmental process'}",0.16904761904761906,274,0.2695087696929091,0.0,"{'extracellular structure organization', 'extracellular region part', 'extracellular matrix organization', 'membrane-enclosed lumen', 'intracellular organelle lumen', 'organelle lumen', 'extracellular region', 'extracellular space', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C1836195,Hypoplastic toes,80,"{'biosynthetic process', 'multicellular organismal process', 'anatomical structure development', 'organic substance biosynthetic process', 'regulation of cellular process', 'positive regulation of biological process', 'replacement ossification', 'ossification', 'developmental process', 'endochondral ossification'}",0.07838983050847458,429,0.2659186388769139,0.0,"{'regulation of epithelial cell proliferation', 'fibroblast growth factor binding', 'tissue morphogenesis', 'growth factor binding', 'glycosaminoglycan binding', 'transmembrane receptor protein kinase activity', 'regulation of endothelial cell proliferation', 'enzyme linked receptor protein signaling pathway', 'heparin binding', 'regulation of anatomical structure morphogenesis'}"
C0025322,Premature Menopause,52,"{'translation initiation factor activity', 'oligodendrocyte development', 'anatomical structure development', 'eukaryotic translation initiation factor 2B complex', 'response to glucose', 'response to hexose', 'developmental process involved in reproduction', 'glial cell development', 'ovarian follicle development', 'response to monosaccharide'}",0.0,23,0.011699555548911347,0.0829140594341057,"{'lysosomal lumen', 'aminoglycan catabolic process', 'retinoid metabolic process', 'Golgi lumen', 'aminoglycan biosynthetic process', 'glycosaminoglycan catabolic process', 'terpenoid metabolic process', 'anchored component of plasma membrane', 'diterpenoid metabolic process', 'glycosaminoglycan biosynthetic process'}"
C0476273,Respiratory distress,128,"{'animal organ morphogenesis', 'cellular metabolic process', 'cellular process', 'organelle part', 'cell part', 'metabolic process', 'anatomical structure formation involved in morphogenesis', 'intracellular organelle part', 'positive regulation of mesenchymal cell proliferation', 'regulation of mesenchymal cell proliferation'}",0.08620689655172414,61,0.15782921506263523,1.6209555080083845e-122,"{'mitochondrial respiratory chain complex I', 'mitochondrial respiratory chain complex I assembly', 'NADH dehydrogenase (ubiquinone) activity', 'NADH dehydrogenase (quinone) activity', 'NADH dehydrogenase activity', 'oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor', 'NADH dehydrogenase complex assembly', 'mitochondrial electron transport, NADH to ubiquinone', 'NADH dehydrogenase complex', 'respiratory chain complex I'}"
C0011884,Diabetic Retinopathy,388,"{'regulation of hydrolase activity', 'regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis', 'positive regulation of catalytic activity', 'regulation of lipid localization', 'positive regulation of reactive oxygen species metabolic process', 'positive regulation of molecular function', 'circulatory system process', 'regulation of lipid transport', 'regulation of transport', 'regulation of reactive oxygen species metabolic process'}",0.0,0,,,"{'phosphatidylglycerol acyl-chain remodeling', 'positive regulation of oligodendrocyte progenitor proliferation', 'DNA integration', 'regulation of oligodendrocyte progenitor proliferation', 'positive regulation of calcineurin-mediated signaling', 'prostanoid biosynthetic process', 'phosphatidylinositol acyl-chain remodeling', 'positive regulation of calcineurin-NFAT signaling cascade', 'lipid transport', 'prostaglandin biosynthetic process'}"
C1842060,Prominent supraorbital ridges,44,"{'positive regulation of multicellular organismal process', 'response to hyperoxia', 'anatomical structure development', 'signaling receptor binding', 'immune system process', 'protein-containing complex', 'cell differentiation', 'developmental process', 'cellular developmental process', 'response to increased oxygen levels'}",0.019867549668874173,110,0.2711308724358868,0.0,"{'peptidyl-tyrosine phosphorylation', 'positive regulation of phospholipase activity', 'regulation of phospholipase activity', 'fibroblast growth factor binding', 'protein tyrosine kinase activity', 'growth factor binding', 'fibroblast growth factor-activated receptor activity', 'transmembrane receptor protein kinase activity', 'transmembrane receptor protein tyrosine kinase activity', 'positive regulation of lipase activity'}"
C1527311,Brain Edema,117,"{'oxidoreductase complex', 'mitochondrial part', 'mitochondrial respiratory chain complex I', 'mitochondrial respiratory chain complex I assembly', 'mitochondrial respiratory chain complex assembly', 'NADH dehydrogenase complex assembly', 'mitochondrial electron transport, NADH to ubiquinone', 'respiratory chain complex', 'NADH dehydrogenase complex', 'respiratory chain complex I'}",0.29012345679012347,92,0.24960135420333376,3.215529708489814e-309,"{'oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor', 'heme-copper terminal oxidase activity', 'cytochrome-c oxidase activity', 'respiratory electron transport chain', 'oxidation-reduction process', 'electron transport chain', 'respiratory chain complex', 'oxidoreductase activity, acting on a heme group of donors', 'oxidoreductase activity', 'generation of precursor metabolites and energy'}"
C0018824,Heart valve disease,420,"{'extracellular region part', 'response to stimulus', 'membrane-enclosed lumen', 'intracellular organelle lumen', 'organelle lumen', 'immune system process', 'regulation of immune system process', 'extracellular region', 'cell activation', 'cytokine-mediated signaling pathway'}",0.1388888888888889,154,0.1723063085172579,5.430637319799891e-146,"{'lysosomal lumen', 'extracellular structure organization', 'extracellular region part', 'membrane-enclosed lumen', 'extracellular matrix organization', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'extracellular matrix structural constituent', 'hydrolase activity, acting on glycosyl bonds', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0332606,Elfin facies,0,"{'peptidyl-tyrosine phosphorylation', 'positive regulation of DNA-directed DNA polymerase activity', 'transformation of host cell by virus', 'fat-soluble vitamin catabolic process', 'vitamin D receptor signaling pathway', 'positive regulation of developmental growth', 'vitamin D catabolic process', 'peptidyl-tyrosine modification', 'regulation of DNA-directed DNA polymerase activity', 'transition between slow and fast fiber'}",0.0,26,,,"{'extracellular structure organization', 'embryonic eye morphogenesis', 'extracellular matrix organization', 'microfibril', 'extracellular matrix structural constituent', 'extracellular matrix component', 'extracellular matrix constituent conferring elasticity', 'collagen-containing extracellular matrix', 'extracellular matrix', 'structural molecule activity conferring elasticity'}"
C4025662,Abnormality of the ulna,165,"{'MAPK cascade', 'positive regulation of production of miRNAs involved in gene silencing by miRNA', 'gland development', 'signal transduction by protein phosphorylation', 'positive regulation of gene expression', 'regulation of production of small RNA involved in gene silencing by RNA', 'positive regulation of posttranscriptional gene silencing', 'positive regulation of MAP kinase activity', 'positive regulation of gene silencing by miRNA', 'regulation of production of miRNAs involved in gene silencing by miRNA'}",0.23896103896103896,312,0.39372628613489347,0.0,"{'regulation of epithelial cell proliferation', 'BMP signaling pathway', 'BMP receptor binding', 'cellular response to BMP stimulus', 'transforming growth factor beta receptor binding', 'positive regulation of epithelial cell proliferation', 'positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'positive regulation of pathway-restricted SMAD protein phosphorylation', 'regulation of pathway-restricted SMAD protein phosphorylation', 'response to BMP'}"
C0426817,Short ribs,112,"{'multicellular organismal process', 'anatomical structure development', 'smoothened signaling pathway', 'replacement ossification', 'ossification', 'developmental process', 'skeletal system development', 'embryonic morphogenesis', 'endochondral ossification', 'regulation of smoothened signaling pathway'}",0.1,196,0.2936590916850883,0.0,"{'extracellular structure organization', 'animal organ morphogenesis', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'tissue morphogenesis', 'extracellular matrix structural constituent', 'anatomical structure morphogenesis', 'extracellular space', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C1848736,Distal amyotrophy,127,"{'cellular process', 'organelle part', 'hydrolase activity', 'cytoplasmic part', 'cell part', 'intracellular organelle', 'intracellular part', 'cellular response to stimulus', 'cytoplasm', 'axon'}",0.06868131868131869,262,0.18157813646987767,3.5917270978442194e-162,"{'transmembrane transport', 'Z disc', 'transport', 'regulation of biological quality', 'chemical homeostasis', 'contractile fiber part', 'plasma membrane region', 'establishment of localization', 'membrane', 'homeostatic process'}"
C0002880,Autoimmune hemolytic anemia,118,"{'positive regulation of T cell activation', 'regulation of T cell differentiation', 'positive regulation of cell-cell adhesion', 'regulation of lymphocyte differentiation', 'positive regulation of T cell differentiation', 'positive regulation of lymphocyte differentiation', 'positive regulation of hemopoiesis', 'regulation of leukocyte differentiation', 'regulation of hemopoiesis', 'positive regulation of leukocyte cell-cell adhesion'}",0.034482758620689655,62,0.1873005804127505,1.3139063214915562e-172,"{'lipid phosphorylation', 'phosphorylation', 'phosphatidylinositol 3-kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'positive regulation of protein kinase B signaling', 'T cell costimulation', 'cytokine-mediated signaling pathway', 'phosphatidylinositol bisphosphate kinase activity', 'lymphocyte costimulation', 'phosphatidylinositol phosphorylation'}"
C1856749,Hypoplastic-absent toenails,141,"{'telomerase holoenzyme complex', 'RNA-dependent DNA biosynthetic process', 'anatomical structure homeostasis', 'telomere maintenance', 'telomere maintenance via telomerase', 'telomerase RNA binding', 'box H/ACA telomerase RNP complex', 'telomere organization', 'chromosome organization', 'telomere maintenance via telomere lengthening'}",0.031791907514450865,216,0.15899933826391177,2.470211858052515e-124,"{'BMP signaling pathway', 'SMAD protein signal transduction', 'BMP receptor binding', 'transforming growth factor beta receptor binding', 'positive regulation of pathway-restricted SMAD protein phosphorylation', 'receptor serine/threonine kinase binding', 'regulation of pathway-restricted SMAD protein phosphorylation', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'transmembrane receptor protein serine/threonine kinase binding', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway'}"
C0020507,Hyperplasia,598,"{'positive regulation of blood vessel endothelial cell migration', 'response to oxygen-containing compound', 'cellular response to chemical stimulus', 'negative regulation of apoptotic signaling pathway', 'response to chemical', 'response to stimulus', 'negative regulation of apoptotic process', 'positive regulation of epithelial cell migration', 'cellular response to stimulus', 'negative regulation of programmed cell death'}",0.024132730015082957,81,0.14862834047122758,1.0206910332137096e-108,"{'extracellular structure organization', 'platelet-derived growth factor binding', 'response to acid chemical', 'extracellular matrix organization', 'collagen trimer', 'extracellular matrix structural constituent', 'extracellular region', 'extracellular space', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0018781,Noise-induced hearing loss,56,"{'membrane repolarization during ventricular cardiac muscle cell action potential', 'potassium channel complex', 'sensory perception of mechanical stimulus', 'voltage-gated potassium channel complex', 'voltage-gated potassium channel activity', 'potassium ion transmembrane transport', 'potassium channel activity', 'sensory perception of sound', 'ventricular cardiac muscle cell membrane repolarization', 'delayed rectifier potassium channel activity'}",0.416,121,0.4250825750406887,0.0,"{'potassium channel complex', 'transmembrane transporter complex', 'voltage-gated potassium channel complex', 'voltage-gated potassium channel activity', 'regulation of transmembrane transport', 'regulation of ion transport', 'regulation of ion transmembrane transport', 'potassium ion transport', 'transporter complex', 'delayed rectifier potassium channel activity'}"
C1704375,Hypophosphatemic Rickets,28,"{'biomineral tissue development', 'stimulatory C-type lectin receptor signaling pathway', 'cellular phosphate ion homeostasis', 'response to sodium phosphate', 'response to isolation stress', 'anion homeostasis', 'innate immune response activating cell surface receptor signaling pathway', 'cellular trivalent inorganic anion homeostasis', 'cellular response to parathyroid hormone stimulus', 'cellular divalent inorganic anion homeostasis'}",0.0,9,0.02722732649915601,5.435966482181574e-05,"{'lipid phosphorylation', 'fibroblast growth factor receptor binding', 'phosphatidylinositol 3-kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', 'phosphatidylinositol kinase activity', '1-phosphatidylinositol-3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol phosphorylation'}"
C1860493,Sternal anomalies,170,"{'ciliary tip', 'animal organ morphogenesis', 'smoothened signaling pathway', 'neural tube closure', 'animal organ development', 'anatomical structure morphogenesis', 'embryonic organ morphogenesis', 'embryonic morphogenesis', 'embryonic organ development', 'regulation of smoothened signaling pathway'}",0.1553398058252427,187,0.37124822008981084,0.0,"{'extracellular structure organization', 'animal organ morphogenesis', 'extracellular matrix organization', 'tissue morphogenesis', 'extracellular matrix structural constituent', 'growth factor binding', 'anatomical structure morphogenesis', 'collagen-containing extracellular matrix', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'extracellular matrix'}"
C1858285,Decreased number of large and small myelinated fibers,62,"{'establishment of protein localization to organelle', 'intracellular protein transport', 'intracellular transport', 'establishment of localization in cell', 'retrograde axonal transport', 'retrograde neuronal dense core vesicle transport', 'mitochondrion localization', 'nitrogen compound transport', 'cellular localization', 'organelle organization'}",0.03731343283582089,77,0.04638511030257643,6.055861121100664e-12,"{'epithelium development', 'cell-cell signaling', 'connexin complex', 'patched binding', 'intrinsic component of membrane', 'integral component of membrane', 'cell communication', 'embryonic heart tube morphogenesis', 'membrane part', 'heart looping'}"
C1856660,Abnormal helices,18,"{'intracellular protein transmembrane transport', 'peroxisomal membrane', 'microbody', 'protein import into peroxisome matrix', 'microbody membrane', 'microbody part', 'protein transmembrane import into intracellular organelle', 'peroxisomal membrane transport', 'protein transmembrane transport', 'peroxisomal part'}",0.0,10,0.01377050056821745,0.04125182686543797,"{'CXCR3 chemokine receptor binding', 'CXCR chemokine receptor binding', 'regulation of angiogenesis', 'fibroblast growth factor binding', 'growth factor binding', 'glycosaminoglycan binding', 'regulation of vasculature development', 'sulfur compound binding', 'endothelial cell chemotaxis', 'heparin binding'}"
C0002888,"Anemia, Megaloblastic",73,"{'cobalamin metabolic process', 'vitamin binding', 'drug metabolic process', 'water-soluble vitamin metabolic process', 'tetrapyrrole metabolic process', 'cobalamin binding', 'small molecule metabolic process', 'cofactor binding', 'vitamin metabolic process', 'cofactor metabolic process'}",0.0,0,,,"{'dihydrofolate metabolic process', 'negative regulation of Golgi to plasma membrane protein transport', 'response to methotrexate', 'negative regulation of interleukin-4 production', 'negative regulation of interleukin-13 production', 'response to ozone', 'response to silicon dioxide', 'vitamin metabolic process', 'negative regulation of interleukin-5 production', 'tetrahydrofolate biosynthetic process'}"
C0013595,Eczema,339,"{'immune response-regulating signaling pathway', 'cytoplasmic part', 'regulation of immune response', 'cell surface receptor signaling pathway', 'immune system process', 'immune response', 'regulation of immune system process', 'positive regulation of immune system process', 'activation of immune response', 'immune response-activating signal transduction'}",0.19747899159663865,516,0.2884842104065069,0.0,"{'phosphotransferase activity, alcohol group as acceptor', 'peptidyl-tyrosine phosphorylation', 'phosphatidylinositol 3-kinase activity', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'phosphorylation', 'cell surface receptor signaling pathway', 'enzyme linked receptor protein signaling pathway', 'protein tyrosine kinase activity', 'peptidyl-tyrosine modification', 'cytokine-mediated signaling pathway'}"
C0023794,Lipoidosis,4,"{'cellular lipid metabolic process', 'stearoyl-CoA 9-desaturase activity', 'regulation of lipid metabolic process', 'acyl-CoA desaturase activity', 'oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water', 'small molecule metabolic process', 'positive regulation of fatty acid oxidation', 'small molecule biosynthetic process', 'lipid metabolic process', 'retinoid X receptor binding'}",0.0,0,,,"{'transmembrane transport', 'regulation of angiogenesis', 'regulation of alcohol biosynthetic process', 'pyruvate transmembrane transport', 'positive regulation of interleukin-5 biosynthetic process', 'regulation of vasculature development', 'regulation of interleukin-5 biosynthetic process', 'G protein-coupled receptor signaling pathway', 'organic acid transmembrane transport', 'pyruvate transport'}"
C1333990,Hereditary Nonpolyposis Colorectal Cancer,159,"{'MutLalpha complex', 'mismatch repair complex binding', 'mismatch repair', 'somatic hypermutation of immunoglobulin genes', 'somatic diversification of immune receptors via somatic mutation', 'somatic diversification of immunoglobulins', 'mismatch repair complex', 'mismatched DNA binding', 'DNA repair', 'DNA repair complex'}",0.0,0,0.021592161636533633,0.0013719123819689535,"{'t-circle formation', 'formation of extrachromosomal circular DNA', 'DNA replication', 'cellular response to DNA damage stimulus', 'DNA synthesis involved in DNA repair', 'DNA repair', 'phytosphingosine biosynthetic process', 'DNA metabolic process', 'chromosome organization', 'phytosphingosine metabolic process'}"
C0027092,Myopia,311,"{'multicellular organismal process', 'anatomical structure development', 'nervous system process', 'extracellular matrix structural constituent', 'sensory perception', 'visual perception', 'developmental process', 'collagen-containing extracellular matrix', 'system process', 'sensory perception of light stimulus'}",0.13815789473684212,1073,0.3210170829020474,0.0,"{'extracellular structure organization', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'extracellular region part', 'extracellular matrix organization', 'extracellular matrix structural constituent', 'developmental process', 'anatomical structure morphogenesis', 'enzyme linked receptor protein signaling pathway', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C4280269,Noncancerous mole,473,"{'cell population proliferation', 'gland development', 'positive regulation of protein phosphorylation', 'cell surface receptor signaling pathway', 'animal organ development', 'positive regulation of kinase activity', 'positive regulation of transferase activity', 'regulation of developmental process', 'positive regulation of intracellular signal transduction', 'regulation of cell population proliferation'}",0.19158878504672897,292,0.3677704524312612,0.0,"{'cellular response to chemical stimulus', 'phosphatidylinositol 3-kinase activity', 'platelet-derived growth factor binding', 'cellular response to growth factor stimulus', 'response to chemical', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'response to organic substance', 'cellular response to organic substance', 'growth factor binding', 'phosphatidylinositol bisphosphate kinase activity'}"
C1837087,Macular pigmentary changes,61,"{'detection of light stimulus', 'detection of abiotic stimulus', 'response to radiation', 'sensory perception', 'visual perception', 'response to light stimulus', 'detection of stimulus', 'detection of visible light', 'detection of external stimulus', 'sensory perception of light stimulus'}",0.0,0,,,"{'positive regulation of rhodopsin gene expression', 'norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure', 'eye photoreceptor cell development', 'regulation of smooth muscle contraction', 'photoreceptor cell development', 'phospholipase C-activating G protein-coupled receptor signaling pathway', 'visual perception', 'G protein-coupled receptor signaling pathway', 'phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway', 'sensory perception of light stimulus'}"
C4021741,Abnormal cortical bone morphology,2,"{'generation of neurons', 'regulation of cell cycle process', 'negative regulation of ossification', 'centrosome duplication', 'regulation of cell cycle', 'centriole replication', 'cell cycle phase transition', 'mitotic cell cycle process', 'regulation of ossification', 'mitotic cell cycle phase transition'}",0.0,29,0.05237267546992476,8.013859412202084e-15,"{'icosanoid biosynthetic process', 'prostanoid metabolic process', 'arachidonic acid metabolic process', 'prostaglandin metabolic process', 'prostanoid biosynthetic process', 'unsaturated fatty acid biosynthetic process', 'unsaturated fatty acid metabolic process', 'cyclooxygenase pathway', 'prostaglandin biosynthetic process', 'icosanoid metabolic process'}"
C1868577,Patella aplasia-hypoplasia,104,"{'npBAF complex', 'nucleosome disassembly', 'SWI/SNF complex', 'regulation of cellular macromolecule biosynthetic process', 'protein-DNA complex disassembly', 'nBAF complex', 'regulation of nucleobase-containing compound metabolic process', 'nucleic acid binding', 'DNA binding', 'regulation of macromolecule biosynthetic process'}",0.14705882352941177,52,0.30004067017366853,0.0,"{'regulation of transcription, DNA-templated', 'regulation of RNA metabolic process', 'regulation of cellular macromolecule biosynthetic process', 'regulation of nucleic acid-templated transcription', 'regulation of cellular biosynthetic process', 'regulation of RNA biosynthetic process', 'regulation of transcription by RNA polymerase II', 'regulation of nucleobase-containing compound metabolic process', 'regulation of biosynthetic process', 'regulation of macromolecule biosynthetic process'}"
C0032285,Pneumonia,1133,"{'response to stimulus', 'cell surface receptor signaling pathway', 'immune response', 'defense response', 'immune system process', 'regulation of immune system process', 'positive regulation of immune system process', 'cytokine activity', 'cytokine-mediated signaling pathway', 'inflammatory response'}",0.3621337340345605,680,0.4159723742297704,0.0,"{'cytokine-mediated signaling pathway', 'chemokine-mediated signaling pathway', 'cell surface receptor signaling pathway', 'chemokine receptor binding', 'chemotaxis', 'immune system process', 'defense response', 'cell chemotaxis', 'taxis', 'signal transduction'}"
C0948740,Pituitary hypoplasia,172,"{'anatomical structure development', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'sequence-specific DNA binding', 'pituitary gland development', 'sequence-specific double-stranded DNA binding', 'transcription regulatory region DNA binding', 'regulation of transcription by RNA polymerase II', 'double-stranded DNA binding', 'transcription regulatory region sequence-specific DNA binding', 'regulatory region nucleic acid binding'}",0.1842818428184282,265,0.400280666159325,0.0,"{'regulation of aldosterone biosynthetic process', 'BMP signaling pathway', 'pattern specification process', 'regulation of aldosterone metabolic process', 'BMP receptor binding', 'regulation of steroid hormone biosynthetic process', 'fibroblast growth factor-activated receptor activity', 'enzyme linked receptor protein signaling pathway', 'skeletal system development', 'transmembrane receptor protein serine/threonine kinase signaling pathway'}"
C1849020,Short metatarsal,236,"{'multicellular organismal process', 'anatomical structure development', 'regulation of multicellular organismal process', 'reproductive process', 'cell development', 'anatomical structure morphogenesis', 'developmental process', 'skeletal system development', 'embryonic morphogenesis', 'cellular developmental process'}",0.2239819004524887,305,0.35294102763810853,0.0,"{'replacement ossification', 'BMP receptor binding', 'cellular response to BMP stimulus', 'ossification', 'growth factor binding', 'osteoblast differentiation', 'anatomical structure morphogenesis', 'enzyme linked receptor protein signaling pathway', 'skeletal system development', 'endochondral ossification'}"
C4021664,Abnormality of the abdominal wall,0,"{'animal organ morphogenesis', 'Wnt signalosome', 'beta-catenin destruction complex disassembly', 'hair cell differentiation', 'pattern specification process', 'beta-catenin destruction complex', 'membrane protein complex', 'embryonic skeletal joint morphogenesis', 'plasma membrane protein complex', 'catenin complex'}",0.0,68,0.13172343243334758,1.3236972952242516e-85,"{'extracellular structure organization', 'platelet-derived growth factor binding', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'collagen trimer', 'extracellular matrix structural constituent', 'growth factor binding', 'fibrillar collagen trimer', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C4023616,Abnormality of immune system physiology,26,"{'multicellular organismal process', 'UV protection', 'multicellular organism growth', 'nucleotide-excision repair, preincision complex stabilization', ""nucleotide-excision repair, DNA incision, 5'-to lesion"", 'transcription-coupled nucleotide-excision repair', ""nucleotide-excision repair, DNA incision, 3'-to lesion"", 'response to UV', 'propionyl-CoA carboxylase activity', 'nucleotide-excision repair'}",0.0,45,0.11447923681079217,5.57558405137034e-65,"{'fatty acid metabolic process', 'cyclooxygenase pathway', 'arachidonic acid metabolic process', 'prostanoid metabolic process', 'carboxylic acid metabolic process', 'prostaglandin metabolic process', 'isomerase activity', 'organic acid metabolic process', 'unsaturated fatty acid metabolic process', 'oxoacid metabolic process'}"
C1855710,Bone marrow hypocellularity,152,"{'telomerase holoenzyme complex', 'RNA-dependent DNA biosynthetic process', 'anatomical structure homeostasis', 'telomere maintenance', 'telomere maintenance via telomerase', 'telomerase RNA binding', 'telomere organization', 'DNA metabolic process', 'chromosome organization', 'telomere maintenance via telomere lengthening'}",0.014423076923076924,59,0.09872200894010878,1.0458212366766611e-48,"{'cellular lipid metabolic process', 'preassembly of GPI anchor in ER membrane', 'phosphatidylinositol N-acetylglucosaminyltransferase activity', 'GPI anchor metabolic process', 'glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex', 'prostanoid metabolic process', 'prostanoid biosynthetic process', 'GPI anchor biosynthetic process', 'prostaglandin metabolic process', 'cyclooxygenase pathway'}"
C0027404,Narcolepsy,9,"{'response to oxygen-containing compound', 'regulation of behavior', 'response to endogenous stimulus', 'response to hormone', 'neuropeptide signaling pathway', 'cellular response to endogenous stimulus', 'behavior', 'regulation of response to stimulus', 'signal transduction', 'response to lipid'}",0.0,8,0.16650064599220188,2.5661503752665814e-136,"{'lytic vacuole membrane', 'vacuolar membrane', 'intrinsic component of membrane', 'integral component of membrane', 'lysosomal membrane', 'cation transmembrane transporter activity', 'ion transmembrane transporter activity', 'membrane part', 'transmembrane transporter activity', 'inorganic molecular entity transmembrane transporter activity'}"
C3806283,Frequent fractures,426,"{'telomerase holoenzyme complex', 'RNA-dependent DNA biosynthetic process', 'regulation of biological quality', 'anatomical structure homeostasis', 'telomere maintenance', 'telomere maintenance via telomerase', 'telomerase RNA binding', 'box H/ACA telomerase RNP complex', 'homeostatic process', 'telomere maintenance via telomere lengthening'}",0.17905759162303664,700,0.26430703141226725,0.0,"{'extracellular structure organization', 'platelet degranulation', 'extracellular region part', 'cell surface', 'extracellular matrix organization', 'signaling receptor binding', 'extracellular region', 'extracellular space', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
